,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
377,4,7:55.0,Defensive rebound by Team,,91,71
378,4,7:47.0,Personal foul by B. Lopez (drawn by I. Briscoe),,91,71
379,4,7:47.0,,D. Wilson enters the game for B. Lopez,91,71
380,4,7:39.0,J. Isaac misses 3-pt jump shot from 26 ft,,91,71
381,4,7:34.0,,Defensive rebound by K. Middleton,91,71
382,4,7:33.0,,K. Middleton misses 2-pt layup from 1 ft,91,71
383,4,7:29.0,Defensive rebound by W. Iwundu,,91,71
384,4,7:21.0,J. Isaac makes 2-pt dunk from 3 ft (assist by I. Briscoe),,93,71
385,4,7:21.0,,Milwaukee full timeout,93,71
386,4,7:21.0,,S. Brown enters the game for P. Connaughton,93,71
387,4,7:00.0,,K. Middleton makes 2-pt layup from 1 ft,93,73
388,4,6:40.0,T. Ross misses 2-pt jump shot from 18 ft,,93,73
389,4,6:38.0,,Defensive rebound by S. Brown,93,73
390,4,6:29.0,,K. Middleton misses 2-pt layup from 3 ft (block by K. Birch),93,73
391,4,6:24.0,,Offensive rebound by K. Middleton,93,73
392,4,6:22.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by K. Birch),93,73
393,4,6:22.0,,Offensive rebound by Team,93,73
394,4,6:22.0,N. Vučević enters the game for K. Birch,,93,73
395,4,6:18.0,,K. Middleton misses 2-pt jump shot from 6 ft,93,73
396,4,6:16.0,Defensive rebound by I. Briscoe,,93,73
397,4,6:05.0,W. Iwundu misses 3-pt jump shot from 28 ft,,93,73
398,4,6:02.0,,Defensive rebound by K. Middleton,93,73
399,4,5:59.0,,E. Bledsoe misses 2-pt layup from 1 ft,93,73
400,4,5:56.0,Defensive rebound by N. Vučević,,93,73
401,4,5:36.0,N. Vučević misses 2-pt hook shot from 6 ft,,93,73
402,4,5:34.0,,Defensive rebound by E. İlyasova,93,73
403,4,5:29.0,,E. İlyasova misses 3-pt jump shot from 27 ft,93,73
404,4,5:24.0,Defensive rebound by T. Ross,,93,73
405,4,5:03.0,N. Vučević misses 2-pt hook shot from 6 ft,,93,73
406,4,5:00.0,,Defensive rebound by E. Bledsoe,93,73
407,4,4:59.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,93,73
408,4,4:56.0,Defensive rebound by W. Iwundu,,93,73
409,4,4:42.0,J. Isaac misses 2-pt hook shot from 5 ft,,93,73
410,4,4:38.0,,Defensive rebound by E. Bledsoe,93,73
411,4,4:31.0,,K. Middleton misses 3-pt jump shot from 26 ft,93,73
412,4,4:28.0,Defensive rebound by N. Vučević,,93,73
413,4,4:26.0,Personal take foul by E. Bledsoe (drawn by I. Briscoe),,93,73
414,4,4:26.0,Orlando full timeout,,93,73
415,4,4:26.0,K. Birch enters the game for W. Iwundu,,93,73
416,4,4:26.0,E. Fournier enters the game for N. Vučević,,93,73
417,4,4:26.0,,P. Connaughton enters the game for E. Bledsoe,93,73
418,4,4:26.0,,T. Duval enters the game for E. İlyasova,93,73
419,4,4:26.0,,C. Wood enters the game for K. Middleton,93,73
420,4,4:15.0,,Violation by Team (kicked ball),93,73
421,4,4:07.0,I. Briscoe misses 2-pt layup from 3 ft,,93,73
422,4,4:04.0,,Defensive rebound by C. Wood,93,73
423,4,3:49.0,,Turnover by D. Wilson (bad pass; steal by E. Fournier),93,73
424,4,3:36.0,J. Isaac makes 2-pt dunk from 1 ft (assist by K. Birch),,95,73
425,4,3:14.0,,T. Duval makes 3-pt jump shot from 24 ft (assist by S. Brown),95,76
426,4,3:06.0,Orlando full timeout,,95,76
427,4,3:06.0,M. Frazier enters the game for K. Birch,,95,76
428,4,3:06.0,J. Grant enters the game for I. Briscoe,,95,76
429,4,3:06.0,W. Iwundu enters the game for E. Fournier,,95,76
430,4,3:06.0,A. Jefferson enters the game for J. Isaac,,95,76
431,4,3:06.0,J. Martin enters the game for T. Ross,,95,76
432,4,3:01.0,J. Grant makes 2-pt jump shot from 15 ft,,97,76
433,4,2:42.0,,Turnover by S. Brown (bad pass; steal by A. Jefferson),97,76
434,4,2:35.0,M. Frazier makes 2-pt layup from 2 ft (assist by W. Iwundu),,99,76
435,4,2:17.0,,D. Wilson misses 3-pt jump shot from 30 ft,99,76
436,4,2:14.0,Defensive rebound by A. Jefferson,,99,76
437,4,2:06.0,A. Jefferson misses 2-pt hook shot from 8 ft,,99,76
438,4,2:03.0,Offensive rebound by M. Frazier,,99,76
439,4,1:53.0,M. Frazier makes 2-pt jump shot from 18 ft,,101,76
440,4,1:45.0,,Shooting foul by A. Jefferson (drawn by C. Wood),101,76
441,4,1:45.0,,C. Wood makes free throw 1 of 2,101,77
442,4,1:45.0,,C. Wood makes free throw 2 of 2,101,78
443,4,1:33.0,J. Grant misses 2-pt jump shot from 16 ft,,101,78
444,4,1:31.0,,Defensive rebound by T. Duval,101,78
445,4,1:18.0,,P. Connaughton makes 3-pt jump shot from 29 ft (assist by T. Duval),101,81
446,4,1:02.0,Turnover by J. Grant (traveling),,101,81
447,4,0:49.0,,P. Connaughton misses 3-pt jump shot from 26 ft,101,81
448,4,0:45.0,Defensive rebound by J. Martin,,101,81
449,4,0:37.0,J. Martin misses 3-pt jump shot from 29 ft,,101,81
450,4,0:33.0,,Defensive rebound by S. Brown,101,81
451,4,0:31.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by S. Brown),101,83
452,4,0:26.0,M. Frazier makes 2-pt dunk from 1 ft (assist by J. Grant),,103,83
453,4,0:16.0,,T. Duval misses 2-pt jump shot from 16 ft,103,83
454,4,0:12.0,Defensive rebound by J. Grant,,103,83
