,QUARTER,TIME_REMAINING,INDIANA_ACTION,MIAMI_ACTION,INDIANA_SCORE,MIAMI_SCORE
385,4,9:06.0,,Turnover by J. Richardson (bad pass; steal by V. Oladipo),86,87
386,4,9:01.0,V. Oladipo misses 2-pt layup from 1 ft,,86,87
387,4,9:00.0,Offensive rebound by D. Sabonis,,86,87
388,4,8:59.0,D. Sabonis makes 2-pt layup from 2 ft,,88,87
389,4,8:41.0,,Turnover by T. Johnson (bad pass; steal by T. Evans),88,87
390,4,8:38.0,Turnover by T. Evans (bad pass; steal by D. Jones),,88,87
391,4,8:32.0,,Turnover by T. Johnson (bad pass; steal by D. McDermott),88,87
392,4,8:17.0,V. Oladipo misses 2-pt jump shot from 17 ft,,88,87
393,4,8:16.0,,Defensive rebound by T. Johnson,88,87
394,4,8:13.0,,Miami full timeout,88,87
395,4,8:13.0,,W. Ellington enters the game for T. Johnson,88,87
396,4,8:13.0,,R. McGruder enters the game for D. Robinson,88,87
397,4,8:02.0,,Personal foul by T. Evans (drawn by J. Richardson),88,87
398,4,7:52.0,,J. Richardson misses 2-pt jump shot from 19 ft,88,87
399,4,7:50.0,Defensive rebound by D. Collison,,88,87
400,4,7:34.0,D. Collison makes 2-pt jump shot from 16 ft (assist by V. Oladipo),,90,87
401,4,7:19.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by R. McGruder),90,90
402,4,6:59.0,Turnover by D. Sabonis (bad pass; steal by J. Richardson),,90,90
403,4,6:55.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by R. McGruder),90,93
404,4,6:25.0,T. Evans misses 2-pt layup from 2 ft,,90,93
405,4,6:22.0,,Defensive rebound by W. Ellington,90,93
406,4,6:15.0,,R. McGruder misses 2-pt jump shot from 7 ft,90,93
407,4,6:13.0,,Offensive rebound by H. Whiteside,90,93
408,4,6:13.0,,Shooting foul by D. Sabonis (drawn by H. Whiteside),90,93
409,4,6:13.0,B. Bogdanović enters the game for T. Evans,,90,93
410,4,6:13.0,C. Joseph enters the game for D. McDermott,,90,93
411,4,6:13.0,M. Turner enters the game for D. Sabonis,,90,93
412,4,6:13.0,,J. Winslow enters the game for D. Jones,90,93
413,4,6:13.0,,H. Whiteside misses free throw 1 of 2,90,93
414,4,6:13.0,,Offensive rebound by Team,90,93
415,4,6:13.0,,H. Whiteside misses free throw 2 of 2,90,93
416,4,6:11.0,Defensive rebound by M. Turner,,90,93
417,4,6:00.0,V. Oladipo misses 3-pt jump shot from 26 ft,,90,93
418,4,5:58.0,,Defensive rebound by W. Ellington,90,93
419,4,5:45.0,,J. Richardson misses 2-pt layup from 2 ft (block by D. Collison),90,93
420,4,5:43.0,Defensive rebound by C. Joseph,,90,93
421,4,5:41.0,V. Oladipo makes 2-pt layup from 1 ft (assist by C. Joseph),,92,93
422,4,5:18.0,,J. Winslow makes 2-pt jump shot from 5 ft (assist by J. Richardson),92,95
423,4,4:59.0,M. Turner misses 3-pt jump shot from 25 ft,,92,95
424,4,4:58.0,,Defensive rebound by H. Whiteside,92,95
425,4,4:50.0,,J. Winslow makes 2-pt jump shot from 7 ft,92,97
426,4,4:50.0,,Shooting foul by M. Turner (drawn by J. Winslow),92,97
427,4,4:50.0,,J. Winslow makes free throw 1 of 1,92,98
428,4,4:50.0,Indiana full timeout,,92,98
429,4,4:28.0,V. Oladipo misses 3-pt jump shot from 23 ft,,92,98
430,4,4:24.0,,Defensive rebound by H. Whiteside,92,98
431,4,4:11.0,,R. McGruder misses 2-pt jump shot from 7 ft,92,98
432,4,4:09.0,Defensive rebound by V. Oladipo,,92,98
433,4,4:07.0,D. Collison makes 2-pt layup at rim (assist by C. Joseph),,94,98
434,4,4:07.0,,Violation by Team (def goaltending),94,98
435,4,3:50.0,,J. Winslow makes 2-pt jump shot from 5 ft,94,100
436,4,3:31.0,M. Turner makes 2-pt layup from 2 ft,,96,100
437,4,3:14.0,,J. Winslow misses 2-pt jump shot from 8 ft,96,100
438,4,3:12.0,Defensive rebound by M. Turner,,96,100
439,4,3:08.0,Turnover by D. Collison (lost ball; steal by W. Ellington),,96,100
440,4,3:03.0,,Miami full timeout,96,100
441,4,3:03.0,Indiana full timeout,,96,100
442,4,2:53.0,,Turnover by H. Whiteside (lost ball; steal by V. Oladipo),96,100
443,4,2:49.0,D. Collison makes 2-pt layup from 2 ft,,98,100
444,4,2:31.0,,Turnover by J. Richardson (traveling),98,100
445,4,2:19.0,Personal foul by H. Whiteside (drawn by M. Turner),,98,100
446,4,2:09.0,V. Oladipo misses 2-pt jump shot from 15 ft (block by H. Whiteside),,98,100
447,4,2:07.0,,Defensive rebound by J. Winslow,98,100
448,4,2:03.0,,W. Ellington misses 3-pt jump shot from 25 ft,98,100
449,4,1:58.0,,Offensive rebound by H. Whiteside,98,100
450,4,1:47.0,,J. Winslow misses 2-pt jump shot from 16 ft,98,100
451,4,1:46.0,,Offensive rebound by Team,98,100
452,4,1:38.0,,J. Richardson makes 2-pt layup from 2 ft (assist by H. Whiteside),98,102
453,4,1:26.0,M. Turner makes 2-pt hook shot from 1 ft (assist by V. Oladipo),,100,102
454,4,1:09.0,,J. Richardson misses 3-pt jump shot from 26 ft,100,102
455,4,1:06.0,Defensive rebound by V. Oladipo,,100,102
456,4,0:56.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,103,102
457,4,0:56.0,,Miami full timeout,103,102
458,4,0:52.0,,J. Winslow misses 2-pt layup from 3 ft (block by M. Turner),103,102
459,4,0:52.0,,Offensive rebound by Team,103,102
460,4,0:46.0,,J. Winslow misses 3-pt jump shot from 24 ft,103,102
461,4,0:43.0,Defensive rebound by M. Turner,,103,102
462,4,0:32.0,V. Oladipo makes 2-pt jump shot from 17 ft,,105,102
463,4,0:32.0,,Miami full timeout,105,102
464,4,0:32.0,,T. Johnson enters the game for H. Whiteside,105,102
465,4,0:32.0,,K. Olynyk enters the game for J. Winslow,105,102
466,4,0:21.0,,Turnover by J. Richardson (bad pass; steal by B. Bogdanović),105,102
467,4,0:21.0,Personal foul by J. Richardson (drawn by D. Collison),,105,102
468,4,0:21.0,Indiana full timeout,,105,102
469,4,0:21.0,,D. Jones enters the game for W. Ellington,105,102
470,4,0:21.0,,J. Winslow enters the game for K. Olynyk,105,102
471,4,0:15.0,Personal foul by J. Winslow (drawn by D. Collison),,105,102
472,4,0:15.0,D. Collison makes free throw 1 of 2,,106,102
473,4,0:15.0,D. Sabonis enters the game for M. Turner,,106,102
474,4,0:15.0,,W. Ellington enters the game for D. Jones,106,102
475,4,0:15.0,,K. Olynyk enters the game for J. Winslow,106,102
476,4,0:15.0,D. Collison makes free throw 2 of 2,,107,102
477,4,0:11.0,,Turnover by J. Richardson (traveling),107,102
478,4,0:11.0,,D. Jones enters the game for W. Ellington,107,102
479,4,0:11.0,,J. Winslow enters the game for K. Olynyk,107,102
480,4,0:11.0,Indiana full timeout,,107,102
481,4,0:11.0,M. Turner enters the game for D. Sabonis,,107,102
482,4,0:09.0,V. Oladipo makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,109,102
483,4,0:09.0,Shooting foul by T. Johnson (drawn by V. Oladipo),,109,102
484,4,0:09.0,V. Oladipo makes free throw 1 of 1,,110,102
485,4,0:05.0,,J. Richardson misses 3-pt jump shot from 26 ft,110,102
486,4,0:02.0,Defensive rebound by M. Turner,,110,102
