,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ATLANTA_ACTION,CHICAGO_SCORE,ATLANTA_SCORE
379,4,6:51.0,L. Markkanen makes 2-pt layup from 3 ft (assist by W. Selden),,111,105
380,4,6:34.0,,D. Bembry misses 2-pt layup from 1 ft (block by K. Dunn),111,105
381,4,6:34.0,Defensive rebound by L. Markkanen,,111,105
382,4,6:14.0,S. Harrison misses 2-pt layup from 1 ft,,111,105
383,4,6:11.0,,Defensive rebound by D. Dedmon,111,105
384,4,6:08.0,,Turnover by D. Dedmon (lost ball; steal by S. Harrison),111,105
385,4,6:02.0,S. Harrison misses 3-pt jump shot from 23 ft,,111,105
386,4,5:58.0,,Defensive rebound by D. Dedmon,111,105
387,4,5:55.0,,T. Young makes 2-pt layup from 8 ft,111,107
388,4,5:55.0,,Shooting foul by K. Dunn (drawn by T. Young),111,107
389,4,5:55.0,Z. LaVine enters the game for S. Harrison,,111,107
390,4,5:55.0,O. Porter enters the game for T. Luwawu-Cabarrot,,111,107
391,4,5:55.0,,T. Young makes free throw 1 of 1,111,108
392,4,5:37.0,K. Dunn misses 3-pt jump shot from 24 ft,,111,108
393,4,5:35.0,,Defensive rebound by Team,111,108
394,4,5:22.0,,D. Bembry misses 3-pt jump shot from 24 ft,111,108
395,4,5:19.0,,Offensive rebound by T. Prince,111,108
396,4,5:11.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by T. Young),111,110
397,4,4:51.0,O. Porter makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,114,110
398,4,4:31.0,,Turnover by T. Young (bad pass; steal by W. Selden),114,110
399,4,4:27.0,Z. LaVine makes 2-pt layup from 1 ft (assist by W. Selden),,116,110
400,4,4:27.0,,Atlanta full timeout,116,110
401,4,4:08.0,,T. Prince misses 3-pt jump shot from 23 ft,116,110
402,4,4:03.0,Defensive rebound by W. Selden,,116,110
403,4,3:51.0,Z. LaVine misses 2-pt layup from 6 ft (block by T. Young),,116,110
404,4,3:49.0,Offensive rebound by Z. LaVine,,116,110
405,4,3:47.0,O. Porter misses 3-pt jump shot from 26 ft,,116,110
406,4,3:43.0,,Defensive rebound by D. Bembry,116,110
407,4,3:38.0,,T. Young misses 2-pt layup from 1 ft,116,110
408,4,3:36.0,Defensive rebound by L. Markkanen,,116,110
409,4,3:23.0,Chicago full timeout,,116,110
410,4,3:19.0,Turnover by O. Porter (lost ball; steal by T. Young),,116,110
411,4,3:16.0,,T. Young makes 2-pt layup from 1 ft,116,112
412,4,2:57.0,K. Dunn misses 2-pt layup from 2 ft,,116,112
413,4,2:54.0,,Defensive rebound by D. Dedmon,116,112
414,4,2:48.0,,D. Dedmon makes 2-pt dunk at rim (assist by T. Young),116,114
415,4,2:26.0,Turnover by Z. LaVine (lost ball; steal by D. Dedmon),,116,114
416,4,2:23.0,,T. Young makes 3-pt jump shot from 27 ft (assist by D. Dedmon),116,117
417,4,2:22.0,Chicago full timeout,,116,117
418,4,2:22.0,R. Lopez enters the game for W. Selden,,116,117
419,4,2:01.0,K. Dunn misses 2-pt layup from 15 ft (block by D. Dedmon),,116,117
420,4,1:58.0,,Defensive rebound by D. Bembry,116,117
421,4,1:57.0,,V. Carter misses 3-pt jump shot from 25 ft,116,117
422,4,1:53.0,Defensive rebound by L. Markkanen,,116,117
423,4,1:36.0,Turnover by Z. LaVine (bad pass; steal by T. Prince),,116,117
424,4,1:34.0,,T. Prince makes 2-pt dunk at rim,116,119
425,4,1:21.0,Personal foul by V. Carter (drawn by R. Lopez),,116,119
426,4,1:15.0,Z. LaVine misses 2-pt layup from 1 ft (block by D. Dedmon),,116,119
427,4,1:12.0,,Defensive rebound by V. Carter,116,119
428,4,1:00.0,,T. Young makes 2-pt layup at rim,116,121
429,4,0:53.0,O. Porter makes 3-pt jump shot from 22 ft,,119,121
430,4,0:32.0,,T. Prince misses 3-pt jump shot from 26 ft,119,121
431,4,0:29.0,Defensive rebound by O. Porter,,119,121
432,4,0:24.0,O. Porter makes 2-pt layup from 2 ft,,121,121
433,4,0:17.0,,Atlanta full timeout,121,121
434,4,0:17.0,W. Selden enters the game for R. Lopez,,121,121
435,4,0:03.0,,T. Young makes 3-pt jump shot from 26 ft,121,124
436,4,0:02.0,Chicago full timeout,,121,124
437,4,0:02.0,R. Lopez enters the game for K. Dunn,,121,124
438,4,0:02.0,,K. Bazemore enters the game for T. Young,121,124
439,4,0:00.0,Shooting foul by D. Dedmon (drawn by O. Porter),,121,124
440,4,0:00.0,O. Porter makes free throw 1 of 3,,122,124
441,4,0:00.0,O. Porter makes free throw 2 of 3,,123,124
442,4,0:00.0,,A. Len enters the game for K. Bazemore,123,124
443,4,0:00.0,,T. Young enters the game for D. Bembry,123,124
444,4,0:00.0,O. Porter makes free throw 3 of 3,,124,124
445,1OT,4:51.0,,T. Young makes 3-pt jump shot from 27 ft,124,127
446,1OT,4:51.0,,Shooting foul by K. Dunn (drawn by T. Young),124,127
447,1OT,4:51.0,,T. Young misses free throw 1 of 1,124,127
448,1OT,4:45.0,Defensive rebound by L. Markkanen,,124,127
449,1OT,4:39.0,Personal foul by T. Prince (drawn by L. Markkanen),,124,127
450,1OT,4:32.0,R. Lopez makes 2-pt hook shot from 7 ft (assist by Z. LaVine),,126,127
451,1OT,4:23.0,,Personal foul by R. Lopez (drawn by A. Len),126,127
452,1OT,4:17.0,,K. Huerter makes 3-pt jump shot from 25 ft,126,130
453,1OT,3:54.0,Z. LaVine makes 3-pt jump shot from 25 ft,,129,130
454,1OT,3:39.0,,Shooting foul by R. Lopez (drawn by T. Young),129,130
455,1OT,3:39.0,,T. Young makes free throw 1 of 2,129,131
456,1OT,3:39.0,,T. Young makes free throw 2 of 2,129,132
457,1OT,3:25.0,R. Lopez makes 2-pt layup from 1 ft,,131,132
458,1OT,3:25.0,Violation by Team (delay of game),,131,132
459,1OT,3:15.0,,K. Huerter misses 3-pt jump shot from 26 ft,131,132
460,1OT,3:13.0,Defensive rebound by L. Markkanen,,131,132
461,1OT,2:55.0,Z. LaVine makes 2-pt layup from 1 ft,,133,132
462,1OT,2:41.0,,T. Young makes 2-pt jump shot from 10 ft,133,134
463,1OT,2:20.0,Z. LaVine makes 2-pt layup from 2 ft,,135,134
464,1OT,2:09.0,,Personal foul by K. Dunn (drawn by T. Young),135,134
465,1OT,2:09.0,R. Arcidiacono enters the game for K. Dunn,,135,134
466,1OT,2:09.0,,D. Dedmon enters the game for A. Len,135,134
467,1OT,2:09.0,,T. Young makes free throw 1 of 2,135,135
468,1OT,2:09.0,,T. Young makes free throw 2 of 2,135,136
469,1OT,1:51.0,Shooting foul by D. Dedmon (drawn by Z. LaVine),,135,136
470,1OT,1:51.0,,A. Len enters the game for D. Dedmon,135,136
471,1OT,1:51.0,Z. LaVine misses free throw 1 of 2,,135,136
472,1OT,1:51.0,Offensive rebound by Team,,135,136
473,1OT,1:51.0,W. Selden enters the game for R. Lopez,,135,136
474,1OT,1:51.0,Z. LaVine makes free throw 2 of 2,,136,136
475,1OT,1:41.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),136,138
476,1OT,1:31.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by L. Markkanen),,139,138
477,1OT,1:17.0,,T. Young misses 3-pt jump shot from 26 ft,139,138
478,1OT,1:14.0,Defensive rebound by L. Markkanen,,139,138
479,1OT,0:59.0,L. Markkanen misses 2-pt layup from 4 ft (block by A. Len),,139,138
480,1OT,0:56.0,Offensive rebound by O. Porter,,139,138
481,1OT,0:54.0,O. Porter misses 3-pt jump shot from 25 ft,,139,138
482,1OT,0:52.0,,Defensive rebound by T. Young,139,138
483,1OT,0:38.0,,Turnover by T. Young (bad pass; steal by W. Selden),139,138
484,1OT,0:36.0,Personal take foul by V. Carter (drawn by W. Selden),,139,138
485,1OT,0:36.0,W. Selden makes free throw 1 of 2,,140,138
486,1OT,0:36.0,W. Selden misses free throw 2 of 2,,140,138
487,1OT,0:35.0,,Defensive rebound by V. Carter,140,138
488,1OT,0:35.0,,Atlanta full timeout,140,138
489,1OT,0:33.0,,K. Huerter misses 2-pt jump shot from 21 ft,140,138
490,1OT,0:31.0,Defensive rebound by O. Porter,,140,138
491,1OT,0:09.0,Z. LaVine misses 2-pt jump shot from 8 ft (block by A. Len),,140,138
492,1OT,0:05.0,,Defensive rebound by A. Len,140,138
493,1OT,0:01.0,,T. Young makes 2-pt layup from 1 ft,140,140
494,1OT,0:00.0,Z. LaVine misses 3-pt jump shot from 50 ft,,140,140
495,1OT,0:00.0,Offensive rebound by Team,,140,140
496,2OT,4:44.0,,Turnover by T. Young (bad pass),140,140
497,2OT,4:22.0,Z. LaVine misses 3-pt jump shot from 25 ft,,140,140
498,2OT,4:18.0,,Defensive rebound by T. Young,140,140
499,2OT,4:04.0,,T. Young makes 2-pt layup from 1 ft,140,142
500,2OT,3:48.0,O. Porter misses 2-pt jump shot from 17 ft,,140,142
501,2OT,3:47.0,,Defensive rebound by Team,140,142
502,2OT,3:37.0,,K. Bazemore misses 3-pt jump shot from 24 ft,140,142
503,2OT,3:36.0,Defensive rebound by L. Markkanen,,140,142
504,2OT,3:36.0,Personal foul by A. Len (drawn by L. Markkanen),,140,142
505,2OT,3:21.0,O. Porter makes 2-pt layup from 1 ft,,142,142
506,2OT,3:11.0,,D. Bembry makes 3-pt jump shot from 23 ft (assist by T. Young),142,145
507,2OT,2:51.0,W. Selden misses 3-pt jump shot from 26 ft,,142,145
508,2OT,2:50.0,,Defensive rebound by K. Bazemore,142,145
509,2OT,2:43.0,,Atlanta full timeout,142,145
510,2OT,2:43.0,,V. Carter enters the game for K. Bazemore,142,145
511,2OT,2:43.0,,T. Prince enters the game for K. Huerter,142,145
512,2OT,2:33.0,,T. Young misses 2-pt layup from 2 ft (block by L. Markkanen),142,145
513,2OT,2:29.0,,Offensive rebound by A. Len,142,145
514,2OT,2:28.0,,T. Young misses 2-pt layup from 4 ft,142,145
515,2OT,2:28.0,,Offensive rebound by A. Len,142,145
516,2OT,2:25.0,,A. Len makes 2-pt layup from 1 ft,142,147
517,2OT,2:14.0,Z. LaVine makes 2-pt dunk from 1 ft,,144,147
518,2OT,1:44.0,,V. Carter misses 2-pt jump shot from 16 ft,144,147
519,2OT,1:41.0,Defensive rebound by Z. LaVine,,144,147
520,2OT,1:33.0,Z. LaVine misses 2-pt jump shot from 10 ft,,144,147
521,2OT,1:29.0,,Defensive rebound by A. Len,144,147
522,2OT,1:07.0,,Shooting foul by W. Selden (drawn by A. Len),144,147
523,2OT,1:07.0,,A. Len misses free throw 1 of 2,144,147
524,2OT,1:07.0,,Offensive rebound by Team,144,147
525,2OT,1:07.0,,A. Len misses free throw 2 of 2,144,147
526,2OT,1:04.0,Defensive rebound by Z. LaVine,,144,147
527,2OT,1:00.0,Z. LaVine misses 3-pt jump shot from 26 ft,,144,147
528,2OT,0:57.0,,Defensive rebound by T. Young,144,147
529,2OT,0:35.0,,Turnover by T. Prince (bad pass),144,147
530,2OT,0:35.0,Chicago full timeout,,144,147
531,2OT,0:35.0,,K. Bazemore enters the game for A. Len,144,147
532,2OT,0:25.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,147,147
533,2OT,0:10.0,,V. Carter misses 3-pt jump shot from 26 ft,147,147
534,2OT,0:07.0,Defensive rebound by R. Arcidiacono,,147,147
535,2OT,0:03.0,Personal foul by T. Prince (drawn by R. Arcidiacono),,147,147
536,2OT,0:03.0,Chicago full timeout,,147,147
537,2OT,0:03.0,R. Lopez enters the game for W. Selden,,147,147
538,2OT,0:03.0,,J. Anderson enters the game for T. Prince,147,147
539,2OT,0:03.0,,A. Len enters the game for T. Young,147,147
540,2OT,0:01.0,O. Porter misses 2-pt layup from 2 ft,,147,147
541,2OT,0:01.0,Offensive rebound by Team,,147,147
542,3OT,4:43.0,,V. Carter misses 3-pt jump shot from 25 ft,147,147
543,3OT,4:39.0,Defensive rebound by L. Markkanen,,147,147
544,3OT,4:28.0,Personal foul by V. Carter (drawn by O. Porter),,147,147
545,3OT,4:22.0,Turnover by Z. LaVine (bad pass; steal by D. Bembry),,147,147
546,3OT,4:20.0,,Shooting foul by Z. LaVine (drawn by K. Bazemore),147,147
547,3OT,4:20.0,,K. Bazemore misses free throw 1 of 2,147,147
548,3OT,4:20.0,,Offensive rebound by Team,147,147
549,3OT,4:20.0,,K. Bazemore makes free throw 2 of 2,147,148
550,3OT,4:03.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,147,148
551,3OT,3:59.0,,Defensive rebound by V. Carter,147,148
552,3OT,3:45.0,,D. Bembry misses 2-pt jump shot from 10 ft,147,148
553,3OT,3:45.0,Defensive rebound by Team,,147,148
554,3OT,3:32.0,O. Porter misses 3-pt jump shot from 25 ft,,147,148
555,3OT,3:28.0,,Defensive rebound by D. Bembry,147,148
556,3OT,3:17.0,,A. Len makes 2-pt layup from 1 ft (assist by T. Young),147,150
557,3OT,3:17.0,,Shooting foul by O. Porter (drawn by A. Len),147,150
558,3OT,3:17.0,S. Harrison enters the game for W. Selden,,147,150
559,3OT,3:17.0,,A. Len misses free throw 1 of 1,147,150
560,3OT,3:17.0,Defensive rebound by Team,,147,150
561,3OT,3:17.0,Chicago full timeout,,147,150
562,3OT,3:06.0,Shooting foul by V. Carter (drawn by S. Harrison),,147,150
563,3OT,3:06.0,S. Harrison makes free throw 1 of 2,,148,150
564,3OT,3:06.0,S. Harrison makes free throw 2 of 2,,149,150
565,3OT,2:51.0,,A. Len makes 2-pt layup at rim (assist by T. Young),149,152
566,3OT,2:30.0,O. Porter misses 2-pt jump shot from 11 ft,,149,152
567,3OT,2:28.0,,Defensive rebound by V. Carter,149,152
568,3OT,2:16.0,Loose ball foul by Z. LaVine (drawn by V. Carter),,149,152
569,3OT,2:16.0,R. Lopez enters the game for L. Markkanen,,149,152
570,3OT,2:07.0,,T. Young misses 3-pt jump shot from 25 ft,149,152
571,3OT,2:04.0,Defensive rebound by Z. LaVine,,149,152
572,3OT,1:56.0,Z. LaVine makes 3-pt jump shot from 23 ft,,152,152
573,3OT,1:56.0,,Atlanta full timeout,152,152
574,3OT,1:40.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Young),152,155
575,3OT,1:32.0,Shooting foul by A. Len (drawn by Z. LaVine),,152,155
576,3OT,1:32.0,Z. LaVine misses free throw 1 of 2,,152,155
577,3OT,1:32.0,Offensive rebound by Team,,152,155
578,3OT,1:32.0,Z. LaVine makes free throw 2 of 2,,153,155
579,3OT,1:15.0,,T. Young misses 3-pt jump shot from 26 ft,153,155
580,3OT,1:12.0,Defensive rebound by Z. LaVine,,153,155
581,3OT,1:06.0,Z. LaVine makes 2-pt layup from 1 ft,,155,155
582,3OT,0:53.0,,V. Carter misses 3-pt jump shot from 25 ft,155,155
583,3OT,0:51.0,Defensive rebound by Z. LaVine,,155,155
584,3OT,0:51.0,Turnover by Z. LaVine (step out of bounds),,155,155
585,3OT,0:51.0,L. Markkanen enters the game for S. Harrison,,155,155
586,3OT,0:30.0,,Turnover by D. Bembry (traveling),155,155
587,3OT,0:30.0,Chicago full timeout,,155,155
588,3OT,0:30.0,,J. Anderson enters the game for T. Young,155,155
589,3OT,0:07.0,Z. LaVine misses 2-pt jump shot from 20 ft,,155,155
590,3OT,0:06.0,Offensive rebound by Team,,155,155
591,3OT,0:06.0,Turnover by Team (shot clock),,155,155
592,3OT,0:06.0,,Atlanta full timeout,155,155
593,3OT,0:06.0,S. Harrison enters the game for R. Lopez,,155,155
594,3OT,0:06.0,,T. Young enters the game for J. Anderson,155,155
595,3OT,0:04.0,,Turnover by T. Young (step out of bounds),155,155
596,3OT,0:04.0,,J. Anderson enters the game for T. Young,155,155
597,3OT,0:01.0,Offensive foul by Z. LaVine (drawn by V. Carter),,155,155
598,3OT,0:01.0,Turnover by Z. LaVine (offensive foul),,155,155
599,3OT,0:01.0,R. Lopez enters the game for S. Harrison,,155,155
600,3OT,0:01.0,,T. Young enters the game for J. Anderson,155,155
601,3OT,0:00.0,,A. Len misses 3-pt jump shot from 27 ft,155,155
602,3OT,0:00.0,,Offensive rebound by Team,155,155
603,4OT,4:49.0,,Personal foul by L. Markkanen (drawn by A. Len),155,155
604,4OT,4:40.0,,K. Bazemore misses 2-pt layup from 6 ft,155,155
605,4OT,4:38.0,Defensive rebound by R. Lopez,,155,155
606,4OT,4:20.0,Z. LaVine misses 3-pt jump shot from 25 ft,,155,155
607,4OT,4:17.0,,Defensive rebound by D. Bembry,155,155
608,4OT,4:02.0,,A. Len makes 3-pt jump shot from 23 ft (assist by D. Bembry),155,158
609,4OT,3:38.0,L. Markkanen makes 2-pt jump shot from 16 ft,,157,158
610,4OT,3:26.0,,Personal foul by R. Arcidiacono (drawn by V. Carter),157,158
611,4OT,3:26.0,,T. Young enters the game for J. Adams,157,158
612,4OT,3:19.0,,T. Young misses 2-pt layup from 11 ft,157,158
613,4OT,3:16.0,,Offensive rebound by T. Young,157,158
614,4OT,3:14.0,,Turnover by T. Young (lost ball; steal by Z. LaVine),157,158
615,4OT,3:10.0,Z. LaVine misses 2-pt layup from 1 ft,,157,158
616,4OT,3:06.0,Offensive rebound by L. Markkanen,,157,158
617,4OT,3:06.0,L. Markkanen misses 2-pt dunk at rim,,157,158
618,4OT,3:05.0,,Defensive rebound by D. Bembry,157,158
619,4OT,3:05.0,,Shooting foul by R. Lopez (drawn by A. Len),157,158
620,4OT,3:05.0,,A. Len makes free throw 1 of 2,157,159
621,4OT,3:05.0,,A. Len misses free throw 2 of 2,157,159
622,4OT,3:03.0,Defensive rebound by L. Markkanen,,157,159
623,4OT,2:40.0,R. Lopez makes 2-pt dunk from 1 ft (assist by O. Porter),,159,159
624,4OT,2:14.0,,Turnover by T. Young (bad pass; steal by L. Markkanen),159,159
625,4OT,2:05.0,Personal foul by A. Len (drawn by R. Lopez),,159,159
626,4OT,1:59.0,Shooting foul by A. Len (drawn by L. Markkanen),,159,159
627,4OT,1:59.0,L. Markkanen makes free throw 1 of 3,,160,159
628,4OT,1:59.0,L. Markkanen makes free throw 2 of 3,,161,159
629,4OT,1:59.0,L. Markkanen makes free throw 3 of 3,,162,159
630,4OT,1:43.0,,D. Bembry misses 2-pt layup from 1 ft,162,159
631,4OT,1:43.0,,Offensive rebound by Team,162,159
632,4OT,1:43.0,,Violation by Team (kicked ball),162,159
633,4OT,1:31.0,O. Porter misses 2-pt layup from 2 ft,,162,159
634,4OT,1:28.0,Offensive rebound by R. Lopez,,162,159
635,4OT,1:28.0,R. Lopez makes 2-pt dunk at rim,,164,159
636,4OT,1:24.0,,T. Young makes 2-pt layup from 5 ft,164,161
637,4OT,1:08.0,O. Porter misses 2-pt jump shot from 20 ft,,164,161
638,4OT,1:05.0,,Defensive rebound by D. Bembry,164,161
639,4OT,1:01.0,,V. Carter misses 3-pt jump shot from 28 ft,164,161
640,4OT,0:57.0,Defensive rebound by R. Arcidiacono,,164,161
641,4OT,0:37.0,Z. LaVine makes 2-pt layup from 2 ft,,166,161
642,4OT,0:37.0,,Atlanta full timeout,166,161
643,4OT,0:31.0,,K. Bazemore misses 3-pt jump shot from 25 ft,166,161
644,4OT,0:28.0,Defensive rebound by R. Arcidiacono,,166,161
645,4OT,0:19.0,Chicago full timeout,,166,161
646,4OT,0:19.0,W. Selden enters the game for R. Lopez,,166,161
647,4OT,0:19.0,,J. Adams enters the game for A. Len,166,161
648,4OT,0:19.0,,J. Anderson enters the game for T. Young,166,161
649,4OT,0:16.0,Personal foul by K. Bazemore (drawn by W. Selden),,166,161
650,4OT,0:16.0,W. Selden makes free throw 1 of 2,,167,161
651,4OT,0:16.0,,T. Young enters the game for J. Anderson,167,161
652,4OT,0:16.0,W. Selden misses free throw 2 of 2,,167,161
653,4OT,0:16.0,Offensive rebound by Team,,167,161
654,4OT,0:16.0,Chicago full timeout,,167,161
655,4OT,0:16.0,,J. Anderson enters the game for T. Young,167,161
656,4OT,0:14.0,Personal foul by J. Anderson (drawn by L. Markkanen),,167,161
657,4OT,0:14.0,L. Markkanen misses free throw 1 of 2,,167,161
658,4OT,0:14.0,Offensive rebound by Team,,167,161
659,4OT,0:14.0,,T. Young enters the game for J. Anderson,167,161
660,4OT,0:14.0,L. Markkanen makes free throw 2 of 2,,168,161
661,4OT,0:05.0,,J. Adams misses 3-pt jump shot from 24 ft,168,161
662,4OT,0:01.0,Defensive rebound by W. Selden,,168,161
