,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SACRAMENTO_ACTION,LA CLIPPERS_SCORE,SACRAMENTO_SCORE
373,4,9:59.0,Shooting foul by J. Jackson (drawn by P. Beverley),,107,96
374,4,9:59.0,D. Gallinari enters the game for M. Harrell,,107,96
375,4,9:59.0,P. Beverley makes free throw 1 of 1,,108,96
376,4,9:40.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,108,98
377,4,9:27.0,Turnover by M. Scott (out of bounds lost ball),,108,98
378,4,9:20.0,,Personal foul by S. Thornwell (drawn by T. Williams),108,98
379,4,9:11.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Bagley),108,101
380,4,8:47.0,L. Williams misses 2-pt layup from 2 ft,,108,101
381,4,8:44.0,,Defensive rebound by T. Williams,108,101
382,4,8:41.0,,Turnover by T. Williams (lost ball; steal by S. Thornwell),108,101
383,4,8:36.0,M. Scott makes 2-pt layup from 1 ft (assist by S. Thornwell),,110,101
384,4,8:36.0,,Sacramento full timeout,110,101
385,4,8:36.0,,W. Cauley-Stein enters the game for M. Bagley,110,101
386,4,8:18.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,110,101
387,4,8:16.0,,Offensive rebound by W. Cauley-Stein,110,101
388,4,8:14.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,110,103
389,4,7:58.0,P. Beverley makes 2-pt layup from 2 ft,,112,103
390,4,7:58.0,Shooting foul by B. Bogdanović (drawn by P. Beverley),,112,103
391,4,7:58.0,P. Beverley misses free throw 1 of 1,,112,103
392,4,7:57.0,Offensive rebound by Team,,112,103
393,4,7:56.0,Personal foul by T. Williams (drawn by P. Beverley),,112,103
394,4,7:56.0,,N. Bjelica enters the game for T. Williams,112,103
395,4,7:42.0,D. Gallinari misses 2-pt jump shot from 19 ft,,112,103
396,4,7:38.0,,Defensive rebound by J. Jackson,112,103
397,4,7:18.0,,B. Bogdanović makes 3-pt jump shot from 26 ft,112,106
398,4,6:49.0,M. Scott misses 3-pt jump shot from 25 ft,,112,106
399,4,6:45.0,Offensive rebound by L. Williams,,112,106
400,4,6:43.0,M. Scott misses 3-pt jump shot from 23 ft,,112,106
401,4,6:39.0,,Defensive rebound by J. Jackson,112,106
402,4,6:32.0,,B. Bogdanović makes 2-pt layup from 2 ft,112,108
403,4,6:32.0,LA Clippers full timeout,,112,108
404,4,6:32.0,A. Bradley enters the game for P. Beverley,,112,108
405,4,6:32.0,S. Gilgeous-Alexander enters the game for M. Scott,,112,108
406,4,6:32.0,M. Harrell enters the game for S. Thornwell,,112,108
407,4,6:32.0,T. Harris enters the game for L. Williams,,112,108
408,4,6:23.0,Personal foul by B. Bogdanović (drawn by S. Gilgeous-Alexander),,112,108
409,4,6:13.0,T. Harris makes 3-pt jump shot from 24 ft (assist by A. Bradley),,115,108
410,4,5:58.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by B. Bogdanović),115,110
411,4,5:39.0,T. Harris makes 2-pt jump shot from 7 ft (assist by M. Harrell),,117,110
412,4,5:18.0,,B. Bogdanović misses 2-pt jump shot from 3 ft (block by A. Bradley),117,110
413,4,5:15.0,Defensive rebound by A. Bradley,,117,110
414,4,5:10.0,M. Harrell makes 2-pt layup from 2 ft (assist by D. Gallinari),,119,110
415,4,5:10.0,Shooting foul by W. Cauley-Stein (drawn by M. Harrell),,119,110
416,4,5:10.0,,D. Fox enters the game for J. Jackson,119,110
417,4,5:10.0,M. Harrell makes free throw 1 of 1,,120,110
418,4,5:07.0,,Turnover by D. Fox (lost ball; steal by S. Gilgeous-Alexander),120,110
419,4,5:05.0,M. Harrell makes 2-pt layup from 1 ft (assist by T. Harris),,122,110
420,4,5:05.0,Shooting foul by W. Cauley-Stein (drawn by M. Harrell),,122,110
421,4,5:05.0,M. Harrell makes free throw 1 of 1,,123,110
422,4,4:46.0,,Shooting foul by A. Bradley (drawn by B. Bogdanović),123,110
423,4,4:46.0,,B. Bogdanović misses free throw 1 of 2,123,110
424,4,4:46.0,,Offensive rebound by Team,123,110
425,4,4:46.0,,I. Shumpert enters the game for N. Bjelica,123,110
426,4,4:46.0,,B. Bogdanović makes free throw 2 of 2,123,111
427,4,4:31.0,A. Bradley misses 2-pt jump shot from 22 ft,,123,111
428,4,4:31.0,,Defensive rebound by W. Cauley-Stein,123,111
429,4,4:26.0,Violation by Team (kicked ball),,123,111
430,4,4:18.0,,B. Hield misses 3-pt jump shot from 25 ft,123,111
431,4,4:15.0,Defensive rebound by S. Gilgeous-Alexander,,123,111
432,4,4:08.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by D. Fox),,123,111
433,4,4:04.0,Offensive rebound by M. Harrell,,123,111
434,4,4:03.0,M. Harrell misses 2-pt jump shot from 3 ft,,123,111
435,4,4:01.0,,Defensive rebound by W. Cauley-Stein,123,111
436,4,3:57.0,,Turnover by D. Fox (bad pass),123,111
437,4,3:57.0,LA Clippers full timeout,,123,111
438,4,3:33.0,D. Gallinari makes 2-pt layup from 2 ft,,125,111
439,4,3:10.0,,Shooting foul by T. Harris (drawn by B. Hield),125,111
440,4,3:10.0,,B. Hield makes free throw 1 of 2,125,112
441,4,3:10.0,,B. Hield makes free throw 2 of 2,125,113
442,4,2:54.0,D. Gallinari makes 2-pt jump shot from 18 ft,,127,113
443,4,2:42.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),127,115
444,4,2:20.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by A. Bradley),,130,115
445,4,2:06.0,,Turnover by W. Cauley-Stein (out of bounds lost ball),130,115
446,4,1:43.0,D. Gallinari misses 2-pt layup from 12 ft (block by I. Shumpert),,130,115
447,4,1:41.0,,Defensive rebound by I. Shumpert,130,115
448,4,1:38.0,,Shooting foul by A. Bradley (drawn by B. Bogdanović),130,115
449,4,1:38.0,,B. Bogdanović makes free throw 1 of 2,130,116
450,4,1:38.0,,H. Giles enters the game for W. Cauley-Stein,130,116
451,4,1:38.0,,J. Jackson enters the game for D. Fox,130,116
452,4,1:38.0,,F. Mason enters the game for B. Hield,130,116
453,4,1:38.0,,T. Williams enters the game for I. Shumpert,130,116
454,4,1:38.0,,B. Bogdanović makes free throw 2 of 2,130,117
455,4,1:18.0,T. Harris misses 2-pt jump shot from 17 ft,,130,117
456,4,1:15.0,,Defensive rebound by J. Jackson,130,117
457,4,1:14.0,,T. Williams makes 2-pt dunk from 2 ft (assist by J. Jackson),130,119
458,4,1:12.0,Personal foul by B. Bogdanović (drawn by S. Gilgeous-Alexander),,130,119
459,4,1:12.0,S. Gilgeous-Alexander misses free throw 1 of 2,,130,119
460,4,1:12.0,Offensive rebound by Team,,130,119
461,4,1:12.0,,Y. Ferrell enters the game for B. Bogdanović,130,119
462,4,1:12.0,S. Gilgeous-Alexander makes free throw 2 of 2,,131,119
463,4,0:59.0,,J. Jackson makes 2-pt layup from 2 ft (assist by Y. Ferrell),131,121
464,4,0:40.0,M. Harrell misses 2-pt dunk from 2 ft,,131,121
465,4,0:37.0,Offensive rebound by T. Harris,,131,121
466,4,0:36.0,T. Harris makes 2-pt layup from 2 ft,,133,121
467,4,0:25.0,,H. Giles misses 2-pt jump shot from 18 ft,133,121
468,4,0:21.0,Defensive rebound by S. Gilgeous-Alexander,,133,121
469,4,0:01.0,Turnover by Team (shot clock),,133,121
