,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MEMPHIS_ACTION,GOLDEN STATE_SCORE,MEMPHIS_SCORE
377,4,6:52.0,,B. Caboclo makes 3-pt jump shot from 25 ft (assist by M. Conley),100,95
378,4,6:33.0,K. Durant misses 2-pt jump shot from 10 ft,,100,95
379,4,6:31.0,,Defensive rebound by J. Valančiūnas,100,95
380,4,6:17.0,,Shooting foul by K. Durant (drawn by J. Valančiūnas),100,95
381,4,6:17.0,,J. Valančiūnas misses free throw 1 of 2,100,95
382,4,6:17.0,,Offensive rebound by Team,100,95
383,4,6:17.0,S. Curry enters the game for Q. Cook,,100,95
384,4,6:17.0,D. Green enters the game for K. Thompson,,100,95
385,4,6:17.0,,T. Dorsey enters the game for C. Parsons,100,95
386,4,6:17.0,,J. Valančiūnas makes free throw 2 of 2,100,96
387,4,5:56.0,S. Livingston makes 2-pt jump shot from 9 ft (assist by D. Cousins),,102,96
388,4,5:38.0,,J. Valančiūnas makes 2-pt jump shot from 21 ft (assist by M. Conley),102,98
389,4,5:21.0,S. Livingston makes 2-pt jump shot from 7 ft,,104,98
390,4,5:05.0,,Personal foul by D. Green (drawn by B. Caboclo),104,98
391,4,5:05.0,K. Thompson enters the game for S. Livingston,,104,98
392,4,5:00.0,,M. Conley misses 3-pt jump shot from 26 ft,104,98
393,4,4:58.0,,Offensive rebound by B. Caboclo,104,98
394,4,4:55.0,,J. Holiday misses 3-pt jump shot from 26 ft,104,98
395,4,4:53.0,Defensive rebound by D. Cousins,,104,98
396,4,4:44.0,D. Green makes 2-pt jump shot from 2 ft (assist by S. Curry),,106,98
397,4,4:31.0,,J. Valančiūnas misses 2-pt hook shot from 7 ft,106,98
398,4,4:29.0,Defensive rebound by K. Durant,,106,98
399,4,4:21.0,S. Curry misses 3-pt jump shot from 24 ft,,106,98
400,4,4:17.0,,Defensive rebound by J. Valančiūnas,106,98
401,4,4:10.0,,B. Caboclo misses 3-pt jump shot from 24 ft,106,98
402,4,4:06.0,Defensive rebound by S. Curry,,106,98
403,4,3:52.0,K. Thompson misses 3-pt jump shot from 23 ft,,106,98
404,4,3:48.0,,Defensive rebound by T. Dorsey,106,98
405,4,3:34.0,,J. Valančiūnas misses 2-pt hook shot from 8 ft,106,98
406,4,3:32.0,Defensive rebound by D. Green,,106,98
407,4,3:14.0,D. Cousins makes 2-pt jump shot from 20 ft (assist by S. Curry),,108,98
408,4,3:13.0,,Memphis full timeout,108,98
409,4,3:13.0,,C. Parsons enters the game for B. Caboclo,108,98
410,4,2:59.0,,Shooting foul by K. Thompson (drawn by M. Conley),108,98
411,4,2:59.0,,M. Conley misses free throw 1 of 2,108,98
412,4,2:59.0,,Offensive rebound by Team,108,98
413,4,2:59.0,,M. Conley makes free throw 2 of 2,108,99
414,4,2:43.0,S. Curry misses 3-pt jump shot from 27 ft,,108,99
415,4,2:41.0,,Defensive rebound by M. Conley,108,99
416,4,2:34.0,,M. Conley misses 2-pt jump shot from 11 ft,108,99
417,4,2:30.0,Defensive rebound by D. Green,,108,99
418,4,2:19.0,Personal foul by C. Parsons (drawn by S. Curry),,108,99
419,4,2:19.0,S. Curry makes free throw 1 of 2,,109,99
420,4,2:19.0,S. Curry makes free throw 2 of 2,,110,99
421,4,2:09.0,,C. Parsons misses 3-pt jump shot from 25 ft,110,99
422,4,2:05.0,Defensive rebound by K. Durant,,110,99
423,4,1:48.0,D. Cousins makes 2-pt layup from 1 ft,,112,99
424,4,1:48.0,Shooting foul by C. Parsons (drawn by D. Cousins),,112,99
425,4,1:48.0,,B. Caboclo enters the game for T. Dorsey,112,99
426,4,1:48.0,D. Cousins makes free throw 1 of 1,,113,99
427,4,1:36.0,,Turnover by C. Parsons (lost ball; steal by K. Durant),113,99
428,4,1:25.0,K. Durant makes 2-pt dunk from 1 ft,,115,99
429,4,1:25.0,Shooting foul by B. Caboclo (drawn by K. Durant),,115,99
430,4,1:25.0,Q. Cook enters the game for S. Curry,,115,99
431,4,1:25.0,K. Looney enters the game for D. Green,,115,99
432,4,1:25.0,A. McKinnie enters the game for K. Thompson,,115,99
433,4,1:25.0,,D. Wright enters the game for C. Parsons,115,99
434,4,1:25.0,K. Durant makes free throw 1 of 1,,116,99
435,4,1:17.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by D. Wright),116,102
436,4,1:05.0,K. Durant makes 2-pt jump shot from 9 ft,,118,102
437,4,1:00.0,,Personal foul by K. Looney (drawn by D. Wright),118,102
438,4,1:00.0,,D. Wright makes free throw 1 of 2,118,103
439,4,1:00.0,A. Bogut enters the game for D. Cousins,,118,103
440,4,1:00.0,J. Jerebko enters the game for K. Durant,,118,103
441,4,1:00.0,,J. Carter enters the game for M. Conley,118,103
442,4,1:00.0,,I. Rabb enters the game for J. Holiday,118,103
443,4,1:00.0,,J. Washburn enters the game for J. Valančiūnas,118,103
444,4,1:00.0,,D. Wright misses free throw 2 of 2,118,103
445,4,0:56.0,,Offensive rebound by J. Carter,118,103
446,4,0:54.0,,D. Wright misses 3-pt jump shot from 27 ft,118,103
447,4,0:51.0,,Offensive rebound by J. Washburn,118,103
448,4,0:39.0,,D. Wright misses 3-pt jump shot from 26 ft,118,103
449,4,0:35.0,,Offensive rebound by B. Caboclo,118,103
450,4,0:29.0,,J. Carter misses 3-pt jump shot from 23 ft,118,103
451,4,0:25.0,,Offensive rebound by D. Wright,118,103
452,4,0:22.0,,J. Washburn misses 3-pt jump shot from 26 ft,118,103
453,4,0:20.0,,Offensive rebound by J. Carter,118,103
454,4,0:18.0,,J. Carter misses 2-pt jump shot from 12 ft,118,103
455,4,0:15.0,Defensive rebound by A. Bogut,,118,103
