,QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
105,1,0:04.0,Offensive rebound by S. Ibaka,,19,24
106,1,0:04.0,S. Ibaka misses 2-pt hook shot at rim,,19,24
107,1,0:01.0,,Defensive rebound by B. Griffin,19,24
108,1,0:00.0,,B. Griffin misses 3-pt jump shot from 26 ft,19,24
109,1,0:00.0,,Offensive rebound by Team,19,24
110,2,11:45.0,J. Lin misses 2-pt layup from 1 ft,,19,24
111,2,11:44.0,,Defensive rebound by A. Drummond,19,24
112,2,11:39.0,,L. Kennard makes 3-pt jump shot from 22 ft (assist by T. Maker),19,27
113,2,11:20.0,Turnover by N. Powell (bad pass),,19,27
114,2,11:03.0,,T. Maker misses 3-pt jump shot from 23 ft,19,27
115,2,10:59.0,Defensive rebound by N. Powell,,19,27
116,2,10:54.0,Turnover by N. Powell (bad pass; steal by A. Drummond),,19,27
117,2,10:48.0,,L. Kennard makes 3-pt jump shot from 24 ft (assist by I. Smith),19,30
118,2,10:30.0,O. Anunoby makes 2-pt layup from 2 ft,,21,30
119,2,10:11.0,,L. Galloway misses 3-pt jump shot from 23 ft,21,30
120,2,10:08.0,Defensive rebound by N. Powell,,21,30
121,2,10:02.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by M. Gasol),,24,30
122,2,9:46.0,,L. Kennard makes 3-pt jump shot from 23 ft (assist by I. Smith),24,33
123,2,9:26.0,N. Powell misses 2-pt layup from 1 ft,,24,33
124,2,9:24.0,,Defensive rebound by T. Maker,24,33
125,2,9:07.0,,T. Maker misses 3-pt jump shot from 23 ft,24,33
126,2,9:03.0,Defensive rebound by N. Powell,,24,33
127,2,8:56.0,O. Anunoby makes 2-pt jump shot from 10 ft,,26,33
128,2,8:44.0,,T. Maker misses 2-pt layup from 3 ft,26,33
129,2,8:44.0,,Offensive rebound by A. Drummond,26,33
130,2,8:44.0,,Shooting foul by M. Gasol (drawn by A. Drummond),26,33
131,2,8:44.0,,A. Drummond makes free throw 1 of 2,26,34
132,2,8:44.0,P. McCaw enters the game for M. Gasol,,26,34
133,2,8:44.0,P. Siakam enters the game for N. Powell,,26,34
134,2,8:44.0,,A. Drummond misses free throw 2 of 2,26,34
135,2,8:41.0,Defensive rebound by S. Ibaka,,26,34
136,2,8:29.0,P. Siakam misses 2-pt layup from 5 ft (block by T. Maker),,26,34
137,2,8:25.0,Offensive rebound by S. Ibaka,,26,34
138,2,8:25.0,S. Ibaka makes 2-pt layup at rim,,28,34
139,2,8:04.0,,I. Smith makes 2-pt jump shot from 14 ft,28,36
140,2,7:49.0,S. Ibaka misses 2-pt jump shot from 19 ft,,28,36
141,2,7:46.0,,Defensive rebound by T. Maker,28,36
142,2,7:29.0,,L. Galloway misses 3-pt jump shot from 23 ft,28,36
143,2,7:27.0,,Offensive rebound by A. Drummond,28,36
144,2,7:27.0,,Personal foul by S. Ibaka (drawn by A. Drummond),28,36
145,2,7:27.0,K. Lowry enters the game for J. Lin,,28,36
146,2,7:27.0,,W. Ellington enters the game for L. Galloway,28,36
147,2,7:17.0,,I. Smith misses 2-pt layup from 3 ft,28,36
148,2,7:16.0,Defensive rebound by P. McCaw,,28,36
149,2,7:13.0,K. Lowry misses 3-pt jump shot from 24 ft,,28,36
150,2,7:08.0,,Defensive rebound by A. Drummond,28,36
151,2,6:58.0,,A. Drummond makes 2-pt layup from 3 ft (assist by I. Smith),28,38
152,2,6:44.0,P. Siakam makes 2-pt layup from 2 ft,,30,38
153,2,6:29.0,,Offensive foul by A. Drummond (drawn by O. Anunoby),30,38
154,2,6:29.0,,Turnover by A. Drummond (offensive foul),30,38
155,2,6:29.0,,Detroit full timeout,30,38
156,2,6:29.0,,B. Griffin enters the game for A. Drummond,30,38
157,2,6:12.0,K. Lowry misses 2-pt jump shot from 14 ft,,30,38
158,2,6:09.0,Offensive rebound by S. Ibaka,,30,38
159,2,6:07.0,K. Lowry misses 3-pt jump shot from 22 ft,,30,38
160,2,6:03.0,,Defensive rebound by W. Ellington,30,38
161,2,5:56.0,,W. Ellington misses 3-pt jump shot from 26 ft,30,38
162,2,5:53.0,Defensive rebound by S. Ibaka,,30,38
163,2,5:41.0,P. Siakam makes 2-pt hook shot from 9 ft,,32,38
164,2,5:21.0,,B. Griffin misses 3-pt jump shot from 23 ft,32,38
165,2,5:17.0,Defensive rebound by O. Anunoby,,32,38
166,2,5:04.0,P. Siakam misses 3-pt jump shot from 24 ft,,32,38
167,2,5:01.0,,Defensive rebound by W. Ellington,32,38
168,2,4:56.0,,L. Kennard misses 3-pt jump shot from 23 ft,32,38
169,2,4:52.0,Defensive rebound by K. Lowry,,32,38
170,2,4:49.0,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),,34,38
171,2,4:44.0,,Detroit full timeout,34,38
172,2,4:44.0,M. Gasol enters the game for S. Ibaka,,34,38
173,2,4:44.0,,R. Jackson enters the game for I. Smith,34,38
174,2,4:26.0,,R. Jackson makes 3-pt jump shot from 32 ft (assist by L. Kennard),34,41
175,2,4:02.0,Shooting foul by T. Maker (drawn by M. Gasol),,34,41
176,2,4:02.0,M. Gasol makes free throw 1 of 2,,35,41
177,2,4:02.0,M. Gasol makes free throw 2 of 2,,36,41
178,2,3:38.0,,R. Jackson makes 2-pt layup from 1 ft,36,43
179,2,3:13.0,K. Lowry misses 3-pt jump shot from 26 ft,,36,43
180,2,3:11.0,Offensive rebound by O. Anunoby,,36,43
181,2,3:11.0,Turnover by Team (shot clock),,36,43
182,2,2:48.0,,L. Kennard misses 3-pt jump shot from 25 ft,36,43
183,2,2:46.0,Defensive rebound by P. Siakam,,36,43
184,2,2:41.0,P. Siakam misses 3-pt jump shot from 24 ft,,36,43
185,2,2:37.0,Offensive rebound by O. Anunoby,,36,43
186,2,2:34.0,O. Anunoby misses 2-pt hook shot from 6 ft,,36,43
187,2,2:34.0,Offensive rebound by O. Anunoby,,36,43
188,2,2:27.0,P. McCaw makes 2-pt dunk from 1 ft (assist by P. Siakam),,38,43
189,2,2:06.0,,B. Griffin misses 2-pt layup from 3 ft,38,43
190,2,2:03.0,Defensive rebound by P. Siakam,,38,43
191,2,1:58.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. McCaw),,41,43
192,2,1:35.0,,Turnover by B. Griffin (lost ball; steal by P. McCaw),41,43
193,2,1:18.0,P. Siakam misses 2-pt hook shot from 6 ft,,41,43
194,2,1:16.0,Offensive rebound by M. Gasol,,41,43
195,2,1:13.0,P. McCaw misses 3-pt jump shot from 22 ft,,41,43
196,2,1:11.0,,Defensive rebound by L. Kennard,41,43
197,2,0:58.0,,B. Griffin makes 2-pt layup from 3 ft (assist by R. Jackson),41,45
198,2,0:58.0,,Shooting foul by P. McCaw (drawn by B. Griffin),41,45
199,2,0:58.0,D. Green enters the game for O. Anunoby,,41,45
200,2,0:58.0,,B. Brown enters the game for L. Kennard,41,45
201,2,0:58.0,,B. Griffin makes free throw 1 of 1,41,46
202,2,0:39.0,Turnover by K. Lowry (lost ball; steal by B. Brown),,41,46
203,2,0:34.0,,W. Ellington makes 2-pt layup from 3 ft (assist by B. Brown),41,48
204,2,0:31.0,Offensive foul by P. Siakam (drawn by B. Griffin),,41,48
205,2,0:31.0,Turnover by P. Siakam (offensive foul),,41,48
206,2,0:31.0,O. Anunoby enters the game for P. Siakam,,41,48
207,2,0:13.0,,Turnover by B. Griffin (lost ball; steal by D. Green),41,48
208,2,0:11.0,Shooting foul by T. Maker (drawn by O. Anunoby),,41,48
209,2,0:11.0,O. Anunoby makes free throw 1 of 2,,42,48
210,2,0:11.0,,L. Kennard enters the game for B. Brown,42,48
211,2,0:11.0,O. Anunoby makes free throw 2 of 2,,43,48
212,2,0:04.0,,B. Griffin misses 2-pt dunk from 1 ft,43,48
213,2,0:02.0,Defensive rebound by K. Lowry,,43,48
214,2,0:00.0,Personal foul by R. Jackson (drawn by K. Lowry),,43,48
215,2,0:00.0,K. Lowry makes free throw 1 of 2,,44,48
216,2,0:00.0,,Z. Pachulia enters the game for B. Griffin,44,48
217,2,0:00.0,K. Lowry makes free throw 2 of 2,,45,48
218,3,11:46.0,Turnover by J. Lin (bad pass; steal by A. Drummond),,45,48
219,3,11:43.0,,Offensive foul by A. Drummond (drawn by J. Lin),45,48
220,3,11:43.0,,Turnover by A. Drummond (offensive foul),45,48
221,3,11:38.0,Offensive foul by K. Lowry (drawn by B. Brown),,45,48
222,3,11:38.0,Turnover by K. Lowry (offensive foul),,45,48
223,3,11:38.0,,T. Maker enters the game for A. Drummond,45,48
224,3,11:23.0,,T. Maker makes 2-pt layup from 1 ft (assist by R. Jackson),45,50
225,3,11:12.0,J. Lin misses 3-pt jump shot from 26 ft,,45,50
226,3,11:07.0,Offensive rebound by D. Green,,45,50
227,3,10:56.0,Turnover by M. Gasol (bad pass; steal by B. Brown),,45,50
228,3,10:39.0,,Shooting foul by D. Green (drawn by T. Maker),45,50
229,3,10:39.0,,T. Maker makes free throw 1 of 2,45,51
230,3,10:39.0,,T. Maker makes free throw 2 of 2,45,52
231,3,10:21.0,K. Lowry misses 2-pt jump shot from 12 ft,,45,52
232,3,10:19.0,,Defensive rebound by T. Maker,45,52
233,3,10:14.0,,Personal foul by J. Lin (drawn by R. Jackson),45,52
234,3,10:08.0,,B. Brown makes 2-pt layup from 2 ft (assist by T. Maker),45,54
235,3,9:58.0,K. Lowry makes 2-pt layup from 1 ft (assist by M. Gasol),,47,54
236,3,9:40.0,,B. Griffin misses 2-pt hook shot from 6 ft,47,54
237,3,9:38.0,Defensive rebound by P. Siakam,,47,54
238,3,9:33.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. Siakam),,50,54
239,3,9:05.0,,Personal foul by P. Siakam (drawn by T. Maker),50,54
240,3,9:05.0,Technical foul by P. Siakam,,50,54
241,3,9:05.0,,R. Jackson misses technical free throw,50,54
242,3,9:05.0,,Offensive rebound by Team,50,54
243,3,8:56.0,,Personal foul by D. Green (drawn by B. Griffin),50,54
244,3,8:56.0,Technical foul by D. Green,,50,54
245,3,8:56.0,Toronto full timeout,,50,54
246,3,8:56.0,,W. Ellington misses technical free throw,50,54
247,3,8:56.0,,Offensive rebound by Team,50,54
248,3,8:52.0,,Turnover by B. Griffin (bad pass; steal by M. Gasol),50,54
249,3,8:49.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by P. Siakam),,53,54
250,3,8:26.0,,R. Jackson misses 2-pt jump shot from 19 ft,53,54
251,3,8:24.0,Defensive rebound by P. Siakam,,53,54
252,3,8:19.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by P. Siakam),,56,54
253,3,7:53.0,,Personal foul by M. Gasol (drawn by W. Ellington),56,54
254,3,7:53.0,,W. Ellington makes free throw 1 of 2,56,55
255,3,7:53.0,,W. Ellington makes free throw 2 of 2,56,56
256,3,7:40.0,Shooting foul by T. Maker (drawn by M. Gasol),,56,56
257,3,7:40.0,M. Gasol makes free throw 1 of 2,,57,56
258,3,7:40.0,M. Gasol makes free throw 2 of 2,,58,56
259,3,7:30.0,,Personal foul by D. Green (drawn by W. Ellington),58,56
260,3,7:30.0,,W. Ellington misses free throw 1 of 2,58,56
261,3,7:30.0,,Offensive rebound by Team,58,56
262,3,7:30.0,,W. Ellington makes free throw 2 of 2,58,57
263,3,7:20.0,Turnover by D. Green (bad pass; steal by B. Brown),,58,57
264,3,7:12.0,,T. Maker misses 2-pt layup from 4 ft,58,57
265,3,7:10.0,Defensive rebound by M. Gasol,,58,57
266,3,7:03.0,M. Gasol misses 3-pt jump shot from 26 ft,,58,57
267,3,6:58.0,Offensive rebound by J. Lin,,58,57
268,3,6:54.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by J. Lin),,61,57
269,3,6:43.0,,Offensive foul by R. Jackson (drawn by M. Gasol),61,57
270,3,6:43.0,,Turnover by R. Jackson (offensive foul),61,57
271,3,6:43.0,O. Anunoby enters the game for D. Green,,61,57
272,3,6:20.0,P. Siakam misses 2-pt layup from 6 ft,,61,57
273,3,6:19.0,,Defensive rebound by T. Maker,61,57
274,3,6:02.0,,B. Griffin makes 2-pt layup from 3 ft,61,59
275,3,5:50.0,Personal foul by T. Maker (drawn by P. Siakam),,61,59
276,3,5:45.0,Shooting foul by T. Maker (drawn by K. Lowry),,61,59
277,3,5:45.0,N. Powell enters the game for J. Lin,,61,59
278,3,5:45.0,,Z. Pachulia enters the game for T. Maker,61,59
279,3,5:45.0,K. Lowry makes free throw 1 of 2,,62,59
280,3,5:45.0,K. Lowry makes free throw 2 of 2,,63,59
281,3,5:23.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,63,59
282,3,5:19.0,,Offensive rebound by B. Brown,63,59
283,3,5:10.0,,B. Griffin misses 3-pt jump shot from 25 ft,63,59
284,3,5:08.0,,Offensive rebound by R. Jackson,63,59
285,3,4:59.0,,R. Jackson misses 3-pt jump shot from 26 ft,63,59
286,3,4:55.0,Defensive rebound by M. Gasol,,63,59
287,3,4:51.0,K. Lowry makes 3-pt jump shot from 26 ft,,66,59
288,3,4:44.0,,Detroit full timeout,66,59
289,3,4:44.0,,L. Galloway enters the game for B. Brown,66,59
290,3,4:44.0,,L. Kennard enters the game for W. Ellington,66,59
291,3,4:44.0,,I. Smith enters the game for R. Jackson,66,59
292,3,4:30.0,,B. Griffin makes 2-pt jump shot from 2 ft,66,61
293,3,4:17.0,Shooting foul by I. Smith (drawn by M. Gasol),,66,61
294,3,4:17.0,M. Gasol makes free throw 1 of 2,,67,61
295,3,4:17.0,M. Gasol makes free throw 2 of 2,,68,61
296,3,4:04.0,,L. Galloway misses 3-pt jump shot from 26 ft,68,61
297,3,4:01.0,Defensive rebound by N. Powell,,68,61
298,3,3:53.0,K. Lowry misses 3-pt jump shot from 23 ft,,68,61
299,3,3:49.0,,Defensive rebound by Z. Pachulia,68,61
300,3,3:40.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by I. Smith),68,64
301,3,3:23.0,N. Powell makes 3-pt jump shot from 26 ft (assist by M. Gasol),,71,64
302,3,3:06.0,,B. Griffin misses 3-pt jump shot from 25 ft,71,64
303,3,3:04.0,Defensive rebound by K. Lowry,,71,64
304,3,2:59.0,O. Anunoby misses 3-pt jump shot from 23 ft,,71,64
305,3,2:56.0,,Defensive rebound by Z. Pachulia,71,64
306,3,2:34.0,,Z. Pachulia misses 2-pt layup from 6 ft (block by M. Gasol),71,64
307,3,2:32.0,Defensive rebound by K. Lowry,,71,64
308,3,2:29.0,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),,74,64
309,3,2:27.0,,Technical foul by Z. Pachulia,74,64
310,3,2:27.0,,Technical foul by Z. Pachulia,74,64
311,3,2:27.0,K. Lowry misses technical free throw,,74,64
312,3,2:27.0,Offensive rebound by Team,,74,64
313,3,2:27.0,K. Lowry makes technical free throw,,75,64
314,3,2:27.0,,Z. Pachulia ejected from game,75,64
315,3,2:27.0,S. Ibaka enters the game for M. Gasol,,75,64
316,3,2:27.0,P. McCaw enters the game for P. Siakam,,75,64
317,3,2:27.0,,A. Drummond enters the game for Z. Pachulia,75,64
318,3,2:13.0,,I. Smith makes 2-pt layup from 1 ft,75,66
319,3,2:13.0,,Shooting foul by P. McCaw (drawn by I. Smith),75,66
320,3,2:13.0,,I. Smith makes free throw 1 of 1,75,67
321,3,2:01.0,N. Powell makes 2-pt layup from 3 ft,,77,67
322,3,2:01.0,Shooting foul by L. Galloway (drawn by N. Powell),,77,67
323,3,2:01.0,N. Powell makes free throw 1 of 1,,78,67
324,3,1:48.0,,I. Smith makes 2-pt layup from 1 ft,78,69
325,3,1:33.0,S. Ibaka misses 2-pt layup from 2 ft,,78,69
326,3,1:30.0,,Defensive rebound by A. Drummond,78,69
327,3,1:18.0,,A. Drummond makes 2-pt layup from 3 ft (assist by L. Galloway),78,71
328,3,1:16.0,Toronto full timeout,,78,71
329,3,1:16.0,J. Lin enters the game for K. Lowry,,78,71
330,3,1:16.0,,G. Robinson enters the game for B. Griffin,78,71
331,3,0:54.0,N. Powell misses 3-pt jump shot from 27 ft,,78,71
332,3,0:51.0,,Defensive rebound by A. Drummond,78,71
333,3,0:39.0,,A. Drummond makes 2-pt jump shot from 6 ft (assist by I. Smith),78,73
334,3,0:26.0,S. Ibaka misses 2-pt jump shot from 22 ft,,78,73
335,3,0:20.0,Offensive rebound by O. Anunoby,,78,73
336,3,0:20.0,O. Anunoby misses 2-pt layup at rim,,78,73
337,3,0:19.0,Offensive rebound by Team,,78,73
338,3,0:18.0,Turnover by N. Powell (back court),,78,73
339,3,0:01.0,,Turnover by L. Kennard (bad pass),78,73
340,4,11:50.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by I. Smith),78,76
341,4,11:24.0,J. Lin misses 3-pt jump shot from 27 ft,,78,76
342,4,11:21.0,,Defensive rebound by L. Galloway,78,76
343,4,11:11.0,,L. Kennard makes 2-pt jump shot from 9 ft,78,78
344,4,10:52.0,Turnover by N. Powell (step out of bounds),,78,78
345,4,10:52.0,P. Siakam enters the game for P. McCaw,,78,78
346,4,10:36.0,,G. Robinson misses 2-pt jump shot from 11 ft,78,78
347,4,10:34.0,,Offensive rebound by A. Drummond,78,78
348,4,10:34.0,,A. Drummond misses 2-pt layup from 5 ft,78,78
349,4,10:32.0,,Offensive rebound by A. Drummond,78,78
350,4,10:32.0,,A. Drummond misses 2-pt layup from 3 ft,78,78
351,4,10:32.0,Defensive rebound by S. Ibaka,,78,78
352,4,10:32.0,Personal foul by A. Drummond (drawn by S. Ibaka),,78,78
353,4,10:20.0,P. Siakam misses 2-pt jump shot from 5 ft,,78,78
354,4,10:18.0,,Defensive rebound by A. Drummond,78,78
355,4,10:13.0,,G. Robinson makes 2-pt dunk from 1 ft (assist by I. Smith),78,80
356,4,9:51.0,N. Powell misses 2-pt jump shot from 6 ft,,78,80
357,4,9:47.0,,Defensive rebound by A. Drummond,78,80
358,4,9:42.0,,G. Robinson makes 2-pt layup at rim (assist by I. Smith),78,82
359,4,9:24.0,N. Powell makes 2-pt jump shot from 17 ft (assist by P. Siakam),,80,82
360,4,9:09.0,,I. Smith misses 2-pt jump shot from 8 ft,80,82
361,4,9:06.0,Defensive rebound by S. Ibaka,,80,82
362,4,8:52.0,P. Siakam makes 2-pt jump shot from 8 ft,,82,82
363,4,8:34.0,,Turnover by L. Kennard (traveling),82,82
364,4,8:34.0,K. Lowry enters the game for J. Lin,,82,82
365,4,8:21.0,P. Siakam makes 2-pt layup from 3 ft,,84,82
366,4,8:07.0,,I. Smith makes 2-pt jump shot from 17 ft,84,84
367,4,7:57.0,Personal foul by G. Robinson (drawn by P. Siakam),,84,84
368,4,7:57.0,,B. Griffin enters the game for A. Drummond,84,84
369,4,7:57.0,,T. Maker enters the game for G. Robinson,84,84
370,4,7:47.0,O. Anunoby misses 3-pt jump shot from 23 ft,,84,84
371,4,7:43.0,,Defensive rebound by I. Smith,84,84
372,4,7:40.0,,Personal foul by O. Anunoby (drawn by I. Smith),84,84
373,4,7:40.0,D. Green enters the game for O. Anunoby,,84,84
374,4,7:20.0,,B. Griffin misses 3-pt jump shot from 25 ft,84,84
375,4,7:18.0,Defensive rebound by K. Lowry,,84,84
376,4,7:12.0,K. Lowry makes 2-pt layup from 3 ft,,86,84
377,4,6:57.0,,Personal foul by P. Siakam (drawn by B. Griffin),86,84
378,4,6:57.0,,Detroit full timeout,86,84
379,4,6:57.0,,W. Ellington enters the game for L. Galloway,86,84
380,4,6:47.0,,B. Griffin misses 2-pt layup from 3 ft,86,84
381,4,6:47.0,,Offensive rebound by B. Griffin,86,84
382,4,6:47.0,,B. Griffin misses 2-pt layup at rim,86,84
383,4,6:47.0,,Offensive rebound by Team,86,84
384,4,6:47.0,Loose ball foul by N. Powell (drawn by B. Griffin),,86,84
385,4,6:34.0,,B. Griffin makes 2-pt jump shot from 17 ft (assist by L. Kennard),86,86
386,4,6:13.0,N. Powell misses 3-pt jump shot from 23 ft,,86,86
387,4,6:10.0,,Defensive rebound by I. Smith,86,86
388,4,5:54.0,,T. Maker makes 2-pt layup from 3 ft (assist by B. Griffin),86,88
