,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
100,1,0:13.0,S. Curry misses 2-pt jump shot from 19 ft,,33,23
101,1,0:10.0,,Defensive rebound by P. Tucker,33,23
102,1,0:00.0,,C. Paul misses 2-pt layup from 5 ft,33,23
103,1,0:00.0,,Offensive rebound by Team,33,23
104,2,11:39.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by C. Paul),33,26
105,2,11:25.0,Def 3 sec tech foul by Team,,33,26
106,2,11:25.0,K. Thompson makes technical free throw,,34,26
107,2,11:21.0,K. Thompson misses 2-pt jump shot from 22 ft (block by I. Shumpert),,34,26
108,2,11:21.0,,Defensive rebound by Team,34,26
109,2,11:09.0,,C. Capela makes 2-pt hook shot from 6 ft (assist by C. Paul),34,28
110,2,11:09.0,Violation by Team (def goaltending),,34,28
111,2,10:50.0,Turnover by Q. Cook (bad pass; steal by I. Shumpert),,34,28
112,2,10:46.0,,I. Shumpert makes 2-pt layup from 3 ft,34,30
113,2,10:46.0,Golden State full timeout,,34,30
114,2,10:31.0,Turnover by S. Livingston (bad pass),,34,30
115,2,10:16.0,,Turnover by E. Gordon (bad pass; steal by D. Cousins),34,30
116,2,9:58.0,S. Livingston misses 2-pt jump shot from 9 ft,,34,30
117,2,9:56.0,,Defensive rebound by I. Shumpert,34,30
118,2,9:49.0,,I. Shumpert misses 3-pt jump shot from 27 ft,34,30
119,2,9:46.0,Defensive rebound by K. Thompson,,34,30
120,2,9:41.0,K. Thompson misses 3-pt jump shot from 29 ft,,34,30
121,2,9:38.0,Offensive rebound by J. Bell,,34,30
122,2,9:35.0,Q. Cook makes 3-pt jump shot from 24 ft (assist by J. Bell),,37,30
123,2,9:16.0,,E. Gordon misses 3-pt jump shot from 27 ft,37,30
124,2,9:14.0,Defensive rebound by D. Cousins,,37,30
125,2,9:03.0,Turnover by D. Cousins (bad pass),,37,30
126,2,8:38.0,,C. Paul misses 3-pt jump shot from 27 ft,37,30
127,2,8:36.0,Defensive rebound by J. Bell,,37,30
128,2,8:27.0,K. Thompson misses 3-pt jump shot from 26 ft,,37,30
129,2,8:24.0,,Defensive rebound by C. Paul,37,30
130,2,8:18.0,,Turnover by C. Paul (bad pass; steal by D. Cousins),37,30
131,2,8:18.0,,Loose ball foul by C. Paul (drawn by D. Cousins),37,30
132,2,8:18.0,,J. Harden enters the game for I. Shumpert,37,30
133,2,8:09.0,Golden State full timeout,,37,30
134,2,8:09.0,,G. Green enters the game for C. Paul,37,30
135,2,7:58.0,Turnover by Q. Cook (step out of bounds),,37,30
136,2,7:49.0,,Shooting foul by K. Thompson (drawn by J. Harden),37,30
137,2,7:49.0,,J. Harden makes free throw 1 of 2,37,31
138,2,7:49.0,,J. Harden makes free throw 2 of 2,37,32
139,2,7:37.0,K. Thompson makes 2-pt layup from 4 ft (assist by D. Cousins),,39,32
140,2,7:20.0,,J. Harden misses 3-pt jump shot from 28 ft,39,32
141,2,7:17.0,Defensive rebound by D. Cousins,,39,32
142,2,7:01.0,D. Cousins makes 2-pt jump shot from 6 ft,,41,32
143,2,6:36.0,,G. Green misses 3-pt jump shot from 27 ft,41,32
144,2,6:33.0,Defensive rebound by J. Bell,,41,32
145,2,6:19.0,Q. Cook makes 2-pt layup from 5 ft (assist by D. Cousins),,43,32
146,2,6:09.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),43,34
147,2,5:51.0,K. Thompson makes 3-pt jump shot from 28 ft (assist by D. Cousins),,46,34
148,2,5:51.0,S. Curry enters the game for J. Bell,,46,34
149,2,5:51.0,D. Green enters the game for Q. Cook,,46,34
150,2,5:51.0,D. Lee enters the game for S. Livingston,,46,34
151,2,5:51.0,,A. Rivers enters the game for G. Green,46,34
152,2,5:27.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by P. Tucker),46,37
153,2,5:27.0,,Shooting foul by D. Green (drawn by J. Harden),46,37
154,2,5:27.0,A. Iguodala enters the game for K. Thompson,,46,37
155,2,5:27.0,,J. Harden makes free throw 1 of 1,46,38
156,2,5:04.0,D. Cousins misses 2-pt jump shot from 5 ft (block by C. Capela),,46,38
157,2,5:03.0,Offensive rebound by D. Cousins,,46,38
158,2,5:02.0,Turnover by Team (shot clock),,46,38
159,2,4:51.0,,J. Harden misses 3-pt jump shot from 27 ft,46,38
160,2,4:48.0,Defensive rebound by D. Green,,46,38
161,2,4:43.0,D. Lee misses 3-pt jump shot from 25 ft,,46,38
162,2,4:41.0,,Defensive rebound by C. Capela,46,38
163,2,4:32.0,,J. Harden makes 2-pt jump shot from 4 ft,46,40
164,2,4:20.0,Personal foul by A. Rivers (drawn by S. Curry),,46,40
165,2,4:20.0,K. Looney enters the game for D. Cousins,,46,40
166,2,4:20.0,,C. Paul enters the game for E. Gordon,46,40
167,2,4:17.0,Personal foul by C. Paul (drawn by D. Lee),,46,40
168,2,4:11.0,Personal foul by C. Paul (drawn by K. Looney),,46,40
169,2,4:02.0,D. Lee misses 3-pt jump shot from 28 ft,,46,40
170,2,4:00.0,,Defensive rebound by C. Capela,46,40
171,2,3:50.0,,P. Tucker misses 3-pt jump shot from 23 ft,46,40
172,2,3:46.0,,Offensive rebound by P. Tucker,46,40
173,2,3:34.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),46,42
174,2,3:20.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by K. Looney),,49,42
175,2,2:56.0,,C. Paul makes 3-pt jump shot from 23 ft (assist by J. Harden),49,45
176,2,2:41.0,Turnover by D. Green (bad pass),,49,45
177,2,2:41.0,K. Thompson enters the game for D. Lee,,49,45
178,2,2:19.0,,J. Harden misses 2-pt layup from 4 ft (block by K. Looney),49,45
179,2,2:17.0,Defensive rebound by S. Curry,,49,45
180,2,2:11.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,52,45
181,2,1:51.0,,C. Paul makes 2-pt jump shot from 7 ft,52,47
182,2,1:41.0,S. Curry misses 3-pt jump shot from 30 ft,,52,47
183,2,1:39.0,,Defensive rebound by J. Harden,52,47
184,2,1:26.0,,C. Paul misses 3-pt jump shot from 27 ft,52,47
185,2,1:23.0,Defensive rebound by A. Iguodala,,52,47
186,2,1:20.0,Turnover by D. Green (lost ball; steal by A. Rivers),,52,47
187,2,1:00.0,,C. Capela misses 2-pt layup from 3 ft,52,47
188,2,0:58.0,,Offensive rebound by C. Paul,52,47
189,2,0:58.0,,C. Paul makes 2-pt jump shot from 5 ft,52,49
190,2,0:48.0,K. Thompson misses 3-pt jump shot from 27 ft,,52,49
191,2,0:45.0,,Defensive rebound by C. Capela,52,49
192,2,0:32.0,,J. Harden makes 3-pt jump shot from 28 ft,52,52
193,2,0:26.0,S. Curry misses 2-pt layup from 3 ft,,52,52
194,2,0:26.0,Offensive rebound by S. Curry,,52,52
195,2,0:26.0,S. Curry makes 2-pt layup from 1 ft,,54,52
196,2,0:05.0,,J. Harden misses 2-pt layup from 1 ft,54,52
197,2,0:04.0,,Offensive rebound by Team,54,52
198,3,11:37.0,,J. Harden makes 2-pt jump shot from 14 ft,54,54
199,3,11:18.0,K. Thompson makes 2-pt layup from 3 ft (assist by D. Cousins),,56,54
200,3,11:08.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by J. Harden),56,57
201,3,10:52.0,A. Iguodala misses 3-pt jump shot from 24 ft,,56,57
202,3,10:51.0,,Defensive rebound by C. Paul,56,57
203,3,10:34.0,,P. Tucker makes 3-pt jump shot from 27 ft (assist by E. Gordon),56,60
204,3,10:18.0,D. Cousins misses 2-pt layup from 4 ft,,56,60
205,3,10:14.0,Offensive rebound by D. Cousins,,56,60
206,3,10:14.0,D. Cousins misses 2-pt layup from 1 ft,,56,60
207,3,10:14.0,,Defensive rebound by C. Capela,56,60
208,3,9:55.0,,J. Harden misses 3-pt jump shot from 27 ft,56,60
209,3,9:53.0,Defensive rebound by D. Cousins,,56,60
210,3,9:48.0,K. Thompson makes 2-pt dunk from 1 ft (assist by D. Green),,58,60
211,3,9:37.0,,P. Tucker misses 3-pt jump shot from 23 ft,58,60
212,3,9:35.0,Defensive rebound by D. Green,,58,60
213,3,9:31.0,K. Thompson makes 3-pt jump shot from 30 ft (assist by D. Green),,61,60
214,3,9:05.0,,J. Harden misses 3-pt jump shot from 27 ft,61,60
215,3,9:03.0,Defensive rebound by A. Iguodala,,61,60
216,3,8:56.0,K. Thompson misses 3-pt jump shot from 27 ft,,61,60
217,3,8:54.0,,Defensive rebound by C. Capela,61,60
218,3,8:45.0,,Shooting foul by A. Iguodala (drawn by J. Harden),61,60
219,3,8:45.0,,J. Harden misses free throw 1 of 2,61,60
220,3,8:45.0,,Offensive rebound by Team,61,60
221,3,8:45.0,,J. Harden makes free throw 2 of 2,61,61
222,3,8:34.0,Shooting foul by C. Capela (drawn by D. Cousins),,61,61
223,3,8:34.0,D. Cousins makes free throw 1 of 2,,62,61
224,3,8:34.0,D. Cousins makes free throw 2 of 2,,63,61
225,3,8:19.0,,Turnover by E. Gordon (bad pass; steal by S. Curry),63,61
226,3,8:14.0,D. Cousins makes 2-pt layup from 2 ft (assist by S. Curry),,65,61
227,3,7:56.0,,J. Harden makes 2-pt layup from 4 ft,65,63
228,3,7:56.0,,Shooting foul by D. Green (drawn by J. Harden),65,63
229,3,7:56.0,,J. Harden makes free throw 1 of 1,65,64
230,3,7:32.0,D. Cousins makes 2-pt hook shot from 5 ft,,67,64
231,3,7:18.0,,C. Paul makes 2-pt jump shot from 7 ft,67,66
232,3,7:18.0,,Shooting foul by S. Curry (drawn by C. Paul),67,66
233,3,7:18.0,,C. Paul makes free throw 1 of 1,67,67
234,3,7:07.0,D. Cousins makes 2-pt jump shot from 17 ft (assist by S. Curry),,69,67
235,3,6:51.0,,C. Paul misses 3-pt jump shot from 28 ft,69,67
236,3,6:47.0,Defensive rebound by K. Thompson,,69,67
237,3,6:43.0,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Thompson),,72,67
238,3,6:43.0,,Houston full timeout,72,67
239,3,6:43.0,,K. Faried enters the game for C. Capela,72,67
240,3,6:43.0,,A. Rivers enters the game for C. Paul,72,67
241,3,6:24.0,,Offensive foul by E. Gordon (drawn by D. Green),72,67
242,3,6:24.0,,Turnover by E. Gordon (offensive foul),72,67
243,3,6:07.0,Shooting foul by A. Rivers (drawn by S. Curry),,72,67
244,3,6:07.0,S. Curry makes free throw 1 of 2,,73,67
245,3,6:07.0,S. Curry makes free throw 2 of 2,,74,67
246,3,5:45.0,,J. Harden makes 2-pt jump shot from 3 ft,74,69
247,3,5:35.0,D. Cousins makes 2-pt jump shot from 6 ft (assist by A. Iguodala),,76,69
248,3,5:19.0,,E. Gordon misses 3-pt jump shot from 27 ft,76,69
249,3,5:17.0,Defensive rebound by D. Green,,76,69
250,3,5:15.0,Personal foul by K. Faried (drawn by D. Cousins),,76,69
251,3,5:15.0,A. McKinnie enters the game for A. Iguodala,,76,69
252,3,5:15.0,,G. Green enters the game for E. Gordon,76,69
253,3,5:00.0,D. Cousins misses 2-pt layup from 7 ft (block by P. Tucker),,76,69
254,3,5:00.0,,Defensive rebound by Team,76,69
255,3,4:49.0,,J. Harden misses 2-pt layup from 6 ft,76,69
256,3,4:48.0,Defensive rebound by K. Thompson,,76,69
257,3,4:41.0,Turnover by S. Curry (lost ball; steal by J. Harden),,76,69
258,3,4:36.0,,Shooting foul by A. McKinnie (drawn by K. Faried),76,69
259,3,4:36.0,,K. Faried makes free throw 1 of 2,76,70
260,3,4:36.0,K. Looney enters the game for D. Cousins,,76,70
261,3,4:36.0,,K. Faried misses free throw 2 of 2,76,70
262,3,4:36.0,Defensive rebound by A. McKinnie,,76,70
263,3,4:22.0,A. McKinnie makes 3-pt jump shot from 23 ft (assist by S. Curry),,79,70
264,3,4:06.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Harden),79,73
265,3,4:04.0,Golden State full timeout,,79,73
266,3,3:53.0,A. McKinnie misses 2-pt jump shot from 6 ft,,79,73
267,3,3:53.0,Offensive rebound by Team,,79,73
268,3,3:53.0,S. Livingston enters the game for K. Thompson,,79,73
269,3,3:45.0,S. Curry makes 2-pt jump shot from 10 ft (assist by S. Livingston),,81,73
270,3,3:25.0,,A. Rivers makes 2-pt jump shot from 6 ft,81,75
271,3,3:08.0,S. Curry misses 2-pt jump shot from 15 ft,,81,75
272,3,3:06.0,Offensive rebound by S. Curry,,81,75
273,3,3:03.0,S. Curry misses 3-pt jump shot from 23 ft,,81,75
274,3,3:00.0,,Defensive rebound by J. Harden,81,75
275,3,2:54.0,,P. Tucker misses 3-pt jump shot from 24 ft,81,75
276,3,2:52.0,Defensive rebound by K. Looney,,81,75
277,3,2:43.0,D. Green misses 3-pt jump shot from 25 ft,,81,75
278,3,2:41.0,Offensive rebound by K. Looney,,81,75
279,3,2:32.0,S. Curry misses 3-pt jump shot from 26 ft,,81,75
280,3,2:28.0,Offensive rebound by A. McKinnie,,81,75
281,3,2:27.0,A. McKinnie misses 2-pt layup from 3 ft,,81,75
282,3,2:25.0,,Defensive rebound by G. Green,81,75
283,3,2:23.0,,Turnover by G. Green (bad pass; steal by S. Curry),81,75
284,3,2:13.0,Turnover by S. Livingston (bad pass; steal by J. Harden),,81,75
285,3,2:03.0,,G. Green makes 3-pt jump shot from 26 ft (assist by J. Harden),81,78
286,3,1:47.0,A. McKinnie misses 3-pt jump shot from 23 ft,,81,78
287,3,1:46.0,Offensive rebound by Team,,81,78
288,3,1:46.0,,C. Capela enters the game for K. Faried,81,78
289,3,1:46.0,,I. Shumpert enters the game for P. Tucker,81,78
290,3,1:41.0,Personal foul by A. Rivers (drawn by S. Livingston),,81,78
291,3,1:36.0,S. Livingston misses 2-pt layup from 7 ft,,81,78
292,3,1:32.0,Offensive rebound by K. Looney,,81,78
293,3,1:32.0,K. Looney makes 2-pt dunk from 1 ft,,83,78
294,3,1:19.0,,I. Shumpert misses 3-pt jump shot from 27 ft (block by D. Green),83,78
295,3,1:15.0,Defensive rebound by A. McKinnie,,83,78
296,3,1:03.0,S. Curry misses 2-pt layup from 7 ft,,83,78
297,3,1:01.0,,Defensive rebound by I. Shumpert,83,78
298,3,0:52.0,,G. Green misses 3-pt jump shot from 23 ft,83,78
299,3,0:50.0,Defensive rebound by A. McKinnie,,83,78
300,3,0:30.0,S. Curry misses 2-pt jump shot from 19 ft,,83,78
301,3,0:27.0,Offensive rebound by K. Looney,,83,78
302,3,0:18.0,S. Livingston makes 2-pt jump shot from 11 ft (assist by S. Curry),,85,78
303,3,0:02.0,,J. Harden misses 3-pt jump shot from 28 ft,85,78
304,3,0:02.0,,Offensive rebound by Team,85,78
305,4,11:42.0,D. Cousins makes 2-pt layup from 2 ft (assist by K. Thompson),,87,78
306,4,11:23.0,,Turnover by C. Paul (bad pass; steal by S. Livingston),87,78
307,4,11:12.0,K. Thompson makes 3-pt jump shot from 24 ft,,90,78
308,4,10:58.0,,G. Green misses 2-pt jump shot from 18 ft,90,78
309,4,10:56.0,Defensive rebound by S. Livingston,,90,78
310,4,10:48.0,K. Thompson misses 2-pt jump shot from 16 ft,,90,78
311,4,10:46.0,,Defensive rebound by C. Capela,90,78
312,4,10:38.0,,I. Shumpert misses 2-pt layup from 3 ft,90,78
313,4,10:37.0,Defensive rebound by D. Cousins,,90,78
314,4,10:16.0,Q. Cook makes 2-pt jump shot from 10 ft,,92,78
315,4,9:54.0,,I. Shumpert makes 2-pt jump shot from 20 ft (assist by C. Paul),92,80
316,4,9:37.0,Shooting foul by C. Capela (drawn by D. Cousins),,92,80
317,4,9:37.0,D. Cousins makes free throw 1 of 2,,93,80
318,4,9:37.0,,K. Faried enters the game for G. Green,93,80
319,4,9:37.0,,E. Gordon enters the game for A. Rivers,93,80
320,4,9:37.0,D. Cousins makes free throw 2 of 2,,94,80
321,4,9:27.0,,C. Capela misses 2-pt dunk from 3 ft,94,80
322,4,9:25.0,,Offensive rebound by K. Faried,94,80
323,4,9:14.0,,E. Gordon misses 3-pt jump shot from 28 ft,94,80
324,4,9:14.0,,Offensive rebound by Team,94,80
325,4,9:05.0,,K. Faried misses 3-pt jump shot from 27 ft,94,80
326,4,9:04.0,Defensive rebound by Team,,94,80
327,4,9:04.0,,Loose ball foul by C. Capela (drawn by D. Cousins),94,80
328,4,8:54.0,K. Thompson misses 2-pt layup from 4 ft,,94,80
329,4,8:53.0,,Defensive rebound by C. Capela,94,80
330,4,8:47.0,,K. Faried makes 2-pt layup from 3 ft (assist by I. Shumpert),94,82
331,4,8:29.0,K. Thompson makes 2-pt layup from 4 ft,,96,82
332,4,8:18.0,,Shooting foul by J. Bell (drawn by C. Capela),96,82
333,4,8:18.0,,C. Capela misses free throw 1 of 2,96,82
334,4,8:18.0,,Offensive rebound by Team,96,82
335,4,8:18.0,,C. Capela makes free throw 2 of 2,96,83
336,4,8:01.0,K. Thompson misses 2-pt jump shot from 12 ft,,96,83
337,4,8:00.0,,Defensive rebound by C. Capela,96,83
338,4,7:57.0,,Turnover by C. Paul (bad pass),96,83
339,4,7:57.0,,Houston full timeout,96,83
340,4,7:57.0,A. McKinnie enters the game for S. Livingston,,96,83
341,4,7:39.0,K. Thompson misses 2-pt jump shot from 17 ft,,96,83
342,4,7:37.0,,Defensive rebound by Team,96,83
343,4,7:24.0,,C. Capela makes 2-pt layup from 3 ft (assist by E. Gordon),96,85
344,4,7:13.0,Personal foul by C. Paul (drawn by D. Cousins),,96,85
345,4,7:13.0,D. Green enters the game for J. Bell,,96,85
346,4,7:13.0,,J. Harden enters the game for K. Faried,96,85
347,4,7:13.0,,P. Tucker enters the game for I. Shumpert,96,85
348,4,7:00.0,Turnover by D. Cousins (lost ball; steal by J. Harden),,96,85
349,4,6:36.0,,P. Tucker misses 3-pt jump shot from 28 ft,96,85
350,4,6:32.0,Defensive rebound by Q. Cook,,96,85
351,4,6:24.0,D. Cousins makes 2-pt hook shot from 5 ft (assist by D. Green),,98,85
352,4,6:02.0,,E. Gordon makes 2-pt layup from 3 ft,98,87
353,4,5:53.0,Golden State full timeout,,98,87
354,4,5:53.0,S. Curry enters the game for Q. Cook,,98,87
355,4,5:53.0,A. Iguodala enters the game for K. Thompson,,98,87
356,4,5:37.0,D. Cousins makes 2-pt layup from 2 ft,,100,87
357,4,5:17.0,,J. Harden makes 2-pt layup from 3 ft,100,89
358,4,4:52.0,D. Cousins makes 2-pt jump shot from 16 ft,,102,89
359,4,4:33.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),102,91
360,4,4:08.0,Offensive foul by D. Cousins (drawn by P. Tucker),,102,91
361,4,4:08.0,Turnover by D. Cousins (offensive foul),,102,91
362,4,4:08.0,K. Thompson enters the game for A. McKinnie,,102,91
363,4,3:58.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by J. Harden),102,94
364,4,3:44.0,Turnover by D. Cousins (bad pass),,102,94
365,4,3:29.0,,J. Harden misses 3-pt jump shot from 27 ft,102,94
366,4,3:27.0,Defensive rebound by K. Thompson,,102,94
367,4,3:07.0,K. Thompson makes 2-pt jump shot from 7 ft,,104,94
368,4,2:43.0,,Personal foul by D. Green (drawn by C. Capela),104,94
369,4,2:43.0,K. Looney enters the game for D. Cousins,,104,94
370,4,2:34.0,,E. Gordon makes 2-pt layup from 4 ft (assist by J. Harden),104,96
371,4,2:20.0,S. Curry misses 3-pt jump shot from 27 ft,,104,96
372,4,2:17.0,,Defensive rebound by C. Paul,104,96
373,4,1:57.0,,J. Harden misses 3-pt jump shot from 28 ft,104,96
374,4,1:53.0,Defensive rebound by A. Iguodala,,104,96
375,4,1:47.0,K. Thompson misses 3-pt jump shot from 27 ft,,104,96
376,4,1:45.0,,Defensive rebound by C. Capela,104,96
377,4,1:24.0,,Personal foul by S. Curry (drawn by J. Harden),104,96
378,4,1:16.0,,J. Harden makes 2-pt jump shot from 18 ft,104,98
379,4,1:01.0,A. Iguodala misses 3-pt jump shot from 26 ft,,104,98
380,4,0:58.0,,Defensive rebound by C. Capela,104,98
381,4,0:47.0,,Shooting foul by K. Thompson (drawn by C. Paul),104,98
382,4,0:47.0,,C. Paul makes free throw 1 of 2,104,99
383,4,0:47.0,D. Cousins enters the game for K. Looney,,104,99
384,4,0:47.0,Golden State full timeout,,104,99
385,4,0:47.0,,C. Paul makes free throw 2 of 2,104,100
386,4,0:30.0,Personal foul by E. Gordon (drawn by D. Cousins),,104,100
387,4,0:18.0,S. Curry misses 2-pt jump shot from 19 ft,,104,100
