,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
388,4,8:01.0,Defensive rebound by S. Ojeleye,,94,67
389,4,7:57.0,Offensive foul by S. Ojeleye (drawn by D. Dedmon),,94,67
390,4,7:57.0,Turnover by S. Ojeleye (offensive foul),,94,67
391,4,7:57.0,,J. Anderson enters the game for D. Dedmon,94,67
392,4,7:57.0,,D. Bembry enters the game for K. Huerter,94,67
393,4,7:57.0,,J. Collins enters the game for T. Prince,94,67
394,4,7:57.0,,A. Len enters the game for O. Spellman,94,67
395,4,7:57.0,,J. Lin enters the game for T. Young,94,67
396,4,7:39.0,,Turnover by D. Bembry (lost ball; steal by J. Brown),94,67
397,4,7:33.0,Turnover by J. Brown (lost ball; steal by D. Bembry),,94,67
398,4,7:31.0,,Shooting foul by D. Theis (drawn by D. Bembry),94,67
399,4,7:31.0,,D. Bembry misses free throw 1 of 2,94,67
400,4,7:31.0,,Offensive rebound by Team,94,67
401,4,7:31.0,,D. Bembry makes free throw 2 of 2,94,68
402,4,7:18.0,Shooting foul by J. Anderson (drawn by J. Brown),,94,68
403,4,7:18.0,J. Brown makes free throw 1 of 2,,95,68
404,4,7:18.0,J. Brown misses free throw 2 of 2,,95,68
405,4,7:17.0,Offensive rebound by Team,,95,68
406,4,7:17.0,,Loose ball foul by A. Len (drawn by D. Theis),95,68
407,4,7:17.0,B. Wanamaker enters the game for M. Smart,,95,68
408,4,7:07.0,T. Rozier misses 3-pt jump shot from 25 ft,,95,68
409,4,7:04.0,,Defensive rebound by A. Len,95,68
410,4,7:00.0,,J. Lin makes 3-pt jump shot from 25 ft,95,71
411,4,6:48.0,S. Ojeleye misses 2-pt layup from 3 ft,,95,71
412,4,6:44.0,,Defensive rebound by J. Collins,95,71
413,4,6:42.0,,J. Anderson makes 2-pt layup from 1 ft (assist by J. Lin),95,73
414,4,6:25.0,Turnover by D. Theis (bad pass; steal by J. Lin),,95,73
415,4,6:20.0,,J. Anderson makes 2-pt jump shot from 12 ft (assist by J. Lin),95,75
416,4,6:20.0,,Shooting foul by D. Theis (drawn by J. Anderson),95,75
417,4,6:20.0,A. Baynes enters the game for J. Brown,,95,75
418,4,6:20.0,M. Smart enters the game for D. Theis,,95,75
419,4,6:20.0,,J. Anderson makes free throw 1 of 1,95,76
420,4,6:06.0,M. Smart makes 2-pt layup from 6 ft,,97,76
421,4,5:50.0,,A. Len makes 3-pt jump shot from 23 ft (assist by D. Bembry),97,79
422,4,5:31.0,S. Ojeleye makes 2-pt layup from 1 ft (assist by T. Rozier),,99,79
423,4,5:18.0,,D. Bembry makes 2-pt layup from 7 ft,99,81
424,4,5:08.0,Personal foul by A. Len (drawn by A. Baynes),,99,81
425,4,5:08.0,,K. Huerter enters the game for J. Anderson,99,81
426,4,4:52.0,S. Ojeleye misses 2-pt jump shot from 19 ft,,99,81
427,4,4:49.0,,Defensive rebound by J. Lin,99,81
428,4,4:43.0,,J. Lin makes 2-pt layup from 2 ft,99,83
429,4,4:28.0,B. Wanamaker makes 2-pt jump shot from 13 ft (assist by T. Rozier),,101,83
430,4,4:19.0,,Shooting foul by T. Rozier (drawn by A. Len),101,83
431,4,4:19.0,,A. Len makes free throw 1 of 2,101,84
432,4,4:19.0,,V. Carter enters the game for J. Collins,101,84
433,4,4:19.0,,A. Len makes free throw 2 of 2,101,85
434,4,4:12.0,M. Smart misses 3-pt jump shot from 25 ft,,101,85
435,4,4:12.0,Offensive rebound by A. Baynes,,101,85
436,4,4:02.0,Boston full timeout,,101,85
437,4,4:02.0,J. Brown enters the game for M. Smart,,101,85
438,4,4:02.0,,M. Plumlee enters the game for A. Len,101,85
439,4,3:56.0,T. Rozier misses 2-pt jump shot from 11 ft,,101,85
440,4,3:56.0,Offensive rebound by Team,,101,85
441,4,3:56.0,Personal foul by M. Plumlee (drawn by A. Baynes),,101,85
442,4,3:49.0,Shooting foul by V. Carter (drawn by A. Baynes),,101,85
443,4,3:49.0,A. Baynes makes free throw 1 of 2,,102,85
444,4,3:49.0,A. Baynes makes free throw 2 of 2,,103,85
445,4,3:36.0,,V. Carter misses 2-pt layup from 3 ft,103,85
446,4,3:34.0,Defensive rebound by A. Baynes,,103,85
447,4,3:25.0,Turnover by B. Wanamaker (traveling),,103,85
448,4,3:13.0,,Turnover by D. Bembry (bad pass),103,85
449,4,2:56.0,S. Ojeleye misses 3-pt jump shot from 25 ft,,103,85
450,4,2:52.0,,Defensive rebound by V. Carter,103,85
451,4,2:48.0,,Shooting foul by B. Wanamaker (drawn by J. Lin),103,85
452,4,2:48.0,,J. Lin misses free throw 1 of 3,103,85
453,4,2:48.0,,Offensive rebound by Team,103,85
454,4,2:48.0,,J. Lin makes free throw 2 of 3,103,86
455,4,2:48.0,G. Yabusele enters the game for A. Baynes,,103,86
456,4,2:48.0,,J. Anderson enters the game for D. Bembry,103,86
457,4,2:48.0,,J. Collins enters the game for V. Carter,103,86
458,4,2:48.0,,J. Lin makes free throw 3 of 3,103,87
459,4,2:32.0,J. Brown makes 2-pt jump shot from 13 ft,,105,87
460,4,2:22.0,,J. Lin misses 3-pt jump shot from 26 ft,105,87
461,4,2:21.0,Defensive rebound by Team,,105,87
462,4,2:21.0,,Loose ball foul by K. Huerter (drawn by B. Wanamaker),105,87
463,4,2:21.0,B. Wanamaker makes free throw 1 of 2,,106,87
464,4,2:21.0,R. Williams enters the game for J. Brown,,106,87
465,4,2:21.0,B. Wanamaker misses free throw 2 of 2,,106,87
466,4,2:19.0,,Defensive rebound by J. Collins,106,87
467,4,2:10.0,,J. Anderson misses 3-pt jump shot from 25 ft,106,87
468,4,2:08.0,Defensive rebound by R. Williams,,106,87
469,4,1:52.0,G. Yabusele misses 3-pt jump shot from 23 ft,,106,87
470,4,1:50.0,,Defensive rebound by J. Lin,106,87
471,4,1:49.0,Violation by Team (kicked ball),,106,87
472,4,1:46.0,,Turnover by J. Collins (lost ball; steal by T. Rozier),106,87
473,4,1:43.0,T. Rozier makes 2-pt layup from 2 ft,,108,87
474,4,1:35.0,,J. Collins makes 2-pt layup from 1 ft (assist by J. Lin),108,89
475,4,1:24.0,R. Williams makes 2-pt dunk from 1 ft (assist by G. Yabusele),,110,89
476,4,1:16.0,,Shooting foul by G. Yabusele (drawn by J. Lin),110,89
477,4,1:16.0,,J. Lin makes free throw 1 of 2,110,90
478,4,1:16.0,,J. Lin makes free throw 2 of 2,110,91
479,4,1:01.0,G. Yabusele misses 2-pt hook shot from 8 ft,,110,91
480,4,0:59.0,,Defensive rebound by J. Lin,110,91
481,4,0:56.0,,J. Anderson makes 2-pt layup from 1 ft (assist by J. Lin),110,93
482,4,0:48.0,Turnover by S. Ojeleye (lost ball; steal by J. Anderson),,110,93
483,4,0:46.0,,Turnover by J. Anderson (bad pass),110,93
484,4,0:45.0,Personal foul by J. Anderson (drawn by B. Wanamaker),,110,93
485,4,0:45.0,B. Wanamaker makes free throw 1 of 2,,111,93
486,4,0:45.0,B. Wanamaker makes free throw 2 of 2,,112,93
487,4,0:38.0,,J. Collins makes 2-pt dunk from 1 ft (assist by J. Lin),112,95
488,4,0:13.0,G. Yabusele makes 2-pt jump shot from 15 ft (assist by B. Wanamaker),,114,95
489,4,0:06.0,,Shooting foul by R. Williams (drawn by J. Collins),114,95
490,4,0:06.0,,J. Collins misses free throw 1 of 2,114,95
491,4,0:06.0,,Offensive rebound by Team,114,95
492,4,0:06.0,,J. Collins makes free throw 2 of 2,114,96
