,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
384,4,7:02.0,L. Walker makes 3-pt jump shot from 23 ft (assist by P. Gasol),,116,96
385,4,6:47.0,,F. Jackson makes 2-pt jump shot from 5 ft (assist by J. Holiday),116,98
386,4,6:47.0,,Shooting foul by L. Walker (drawn by F. Jackson),116,98
387,4,6:47.0,,E. Payton enters the game for J. Holiday,116,98
388,4,6:47.0,,F. Jackson makes free throw 1 of 1,116,99
389,4,6:28.0,D. White makes 2-pt layup from 2 ft (assist by L. Walker),,118,99
390,4,6:28.0,Shooting foul by T. Frazier (drawn by D. White),,118,99
391,4,6:28.0,B. Forbes enters the game for R. Gay,,118,99
392,4,6:28.0,,D. Miller enters the game for F. Jackson,118,99
393,4,6:28.0,D. White makes free throw 1 of 1,,119,99
394,4,6:23.0,,Personal foul by D. White (drawn by D. Miller),119,99
395,4,6:12.0,,E. Payton misses 3-pt jump shot from 27 ft,119,99
396,4,6:08.0,Defensive rebound by D. White,,119,99
397,4,6:00.0,Shooting foul by J. Okafor (drawn by P. Gasol),,119,99
398,4,6:00.0,P. Gasol misses free throw 1 of 2,,119,99
399,4,6:00.0,Offensive rebound by Team,,119,99
400,4,6:00.0,D. Cunningham enters the game for M. Belinelli,,119,99
401,4,6:00.0,P. Mills enters the game for D. White,,119,99
402,4,6:00.0,,K. Williams enters the game for S. Hill,119,99
403,4,6:00.0,P. Gasol makes free throw 2 of 2,,120,99
404,4,5:36.0,,E. Payton makes 2-pt jump shot from 6 ft (assist by T. Frazier),120,101
405,4,5:25.0,Turnover by B. Forbes (bad pass; steal by D. Miller),,120,101
406,4,5:12.0,,E. Payton misses 3-pt jump shot from 26 ft,120,101
407,4,5:10.0,,Offensive rebound by J. Okafor,120,101
408,4,5:10.0,,Shooting foul by P. Gasol (drawn by J. Okafor),120,101
409,4,5:10.0,,J. Okafor makes free throw 1 of 2,120,102
410,4,5:10.0,,J. Okafor misses free throw 2 of 2,120,102
411,4,5:08.0,Defensive rebound by P. Gasol,,120,102
412,4,4:54.0,L. Walker misses 3-pt jump shot from 25 ft,,120,102
413,4,4:50.0,,Defensive rebound by J. Okafor,120,102
414,4,4:43.0,,T. Frazier makes 2-pt jump shot from 15 ft,120,104
415,4,4:17.0,D. Cunningham misses 2-pt layup from 2 ft,,120,104
416,4,4:17.0,Offensive rebound by Team,,120,104
417,4,4:17.0,Turnover by Team (shot clock),,120,104
418,4,4:17.0,Q. Pondexter enters the game for B. Forbes,,120,104
419,4,4:17.0,,F. Jackson enters the game for D. Miller,120,104
420,4,4:09.0,,Turnover by K. Williams (bad pass),120,104
421,4,3:51.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,120,104
422,4,3:46.0,,Defensive rebound by F. Jackson,120,104
423,4,3:39.0,,J. Okafor makes 2-pt layup from 2 ft (assist by F. Jackson),120,106
424,4,3:17.0,Q. Pondexter misses 2-pt layup from 2 ft (block by J. Okafor),,120,106
425,4,3:13.0,Offensive rebound by Q. Pondexter,,120,106
426,4,3:12.0,Q. Pondexter makes 2-pt layup from 1 ft,,122,106
427,4,2:58.0,,F. Jackson misses 3-pt jump shot from 23 ft,122,106
428,4,2:56.0,Defensive rebound by P. Gasol,,122,106
429,4,2:51.0,San Antonio full timeout,,122,106
430,4,2:51.0,C. Metu enters the game for P. Gasol,,122,106
431,4,2:51.0,J. Poeltl enters the game for P. Mills,,122,106
432,4,2:51.0,,C. Diallo enters the game for J. Okafor,122,106
433,4,2:36.0,Q. Pondexter makes 2-pt layup from 2 ft (assist by D. Cunningham),,124,106
434,4,2:21.0,,F. Jackson makes 2-pt jump shot from 16 ft (assist by E. Payton),124,108
435,4,2:08.0,Turnover by C. Metu (bad pass; steal by F. Jackson),,124,108
436,4,2:04.0,,Personal foul by C. Metu (drawn by C. Diallo),124,108
437,4,2:00.0,,T. Frazier misses 2-pt jump shot from 15 ft,124,108
438,4,1:56.0,Defensive rebound by L. Walker,,124,108
439,4,1:52.0,L. Walker misses 2-pt layup from 3 ft (block by E. Payton),,124,108
440,4,1:50.0,,Defensive rebound by Team,124,108
441,4,1:45.0,,C. Diallo makes 2-pt jump shot from 8 ft (assist by T. Frazier),124,110
442,4,1:32.0,Shooting foul by C. Diallo (drawn by J. Poeltl),,124,110
443,4,1:32.0,J. Poeltl makes free throw 1 of 2,,125,110
444,4,1:32.0,J. Poeltl makes free throw 2 of 2,,126,110
445,4,1:17.0,,F. Jackson misses 3-pt jump shot from 23 ft,126,110
446,4,1:13.0,Defensive rebound by J. Poeltl,,126,110
447,4,1:03.0,C. Metu misses 2-pt jump shot from 10 ft,,126,110
448,4,1:00.0,,Defensive rebound by C. Diallo,126,110
449,4,0:54.0,,T. Frazier misses 3-pt jump shot from 25 ft,126,110
450,4,0:54.0,,Offensive rebound by F. Jackson,126,110
451,4,0:48.0,,F. Jackson makes 2-pt layup from 1 ft,126,112
452,4,0:41.0,Q. Pondexter misses 2-pt layup from 4 ft,,126,112
453,4,0:37.0,,Defensive rebound by T. Frazier,126,112
454,4,0:32.0,,E. Payton misses 2-pt layup from 1 ft,126,112
455,4,0:30.0,Defensive rebound by L. Walker,,126,112
456,4,0:27.0,Turnover by L. Walker (lost ball; steal by C. Diallo),,126,112
457,4,0:22.0,,K. Williams makes 2-pt layup from 1 ft (assist by T. Frazier),126,114
