,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
65,1,4:13.0,H. Giles enters the game for W. Cauley-Stein,,21,18
66,1,4:13.0,,R. Westbrook misses free throw 1 of 1,21,18
67,1,4:10.0,,Offensive rebound by S. Adams,21,18
68,1,4:10.0,,S. Adams makes 2-pt layup at rim,21,20
69,1,3:53.0,B. Hield makes 2-pt jump shot from 22 ft,,23,20
70,1,3:41.0,,Turnover by S. Adams (bad pass),23,20
71,1,3:41.0,,A. Nader enters the game for T. Ferguson,23,20
72,1,3:41.0,Sacramento full timeout,,23,20
73,1,3:24.0,Personal foul by A. Nader (drawn by H. Giles),,23,20
74,1,3:19.0,Turnover by B. Hield (lost ball; steal by R. Westbrook),,23,20
75,1,3:16.0,,R. Westbrook makes 2-pt layup at rim,23,22
76,1,3:03.0,M. Bagley makes 2-pt hook shot from 7 ft (assist by D. Fox),,25,22
77,1,2:44.0,,Shooting foul by H. Giles (drawn by S. Adams),25,22
78,1,2:44.0,,S. Adams misses free throw 1 of 2,25,22
79,1,2:44.0,,Offensive rebound by Team,25,22
80,1,2:44.0,,P. George enters the game for J. Grant,25,22
81,1,2:44.0,,M. Morris enters the game for R. Westbrook,25,22
82,1,2:44.0,,S. Adams misses free throw 2 of 2,25,22
83,1,2:42.0,Defensive rebound by H. Giles,,25,22
84,1,2:34.0,D. Fox misses 2-pt jump shot from 8 ft,,25,22
85,1,2:31.0,Offensive rebound by H. Giles,,25,22
86,1,2:31.0,H. Giles misses 2-pt hook shot from 8 ft,,25,22
87,1,2:29.0,,Defensive rebound by M. Morris,25,22
88,1,2:17.0,,S. Adams misses 2-pt layup from 2 ft (block by M. Bagley),25,22
89,1,2:15.0,Defensive rebound by H. Giles,,25,22
90,1,2:13.0,B. Hield misses 3-pt jump shot from 25 ft,,25,22
91,1,2:10.0,Offensive rebound by H. Giles,,25,22
92,1,2:09.0,M. Bagley misses 3-pt jump shot from 23 ft,,25,22
93,1,2:05.0,,Defensive rebound by M. Morris,25,22
94,1,1:51.0,,Turnover by D. Schröder (bad pass; steal by D. Fox),25,22
95,1,1:45.0,M. Bagley makes 2-pt layup from 1 ft (assist by D. Fox),,27,22
96,1,1:28.0,,D. Schröder misses 3-pt jump shot from 25 ft,27,22
97,1,1:26.0,Defensive rebound by B. Hield,,27,22
98,1,1:18.0,D. Fox makes 2-pt layup from 3 ft,,29,22
99,1,1:12.0,,A. Nader makes 2-pt dunk from 1 ft (assist by D. Schröder),29,24
100,1,0:51.0,A. Burks makes 2-pt dunk from 1 ft (assist by H. Giles),,31,24
101,1,0:35.0,,M. Morris misses 3-pt jump shot from 22 ft,31,24
102,1,0:32.0,,Offensive rebound by D. Schröder,31,24
103,1,0:20.0,,P. George misses 2-pt jump shot from 6 ft,31,24
104,1,0:16.0,Defensive rebound by H. Giles,,31,24
105,1,0:00.0,D. Fox misses 2-pt jump shot from 6 ft,,31,24
106,1,0:00.0,Offensive rebound by Team,,31,24
107,2,11:38.0,B. Bogdanović misses 3-pt jump shot from 39 ft,,31,24
108,2,11:36.0,,Defensive rebound by Team,31,24
109,2,11:24.0,,Turnover by P. George (bad pass; steal by M. Bagley),31,24
110,2,11:20.0,M. Bagley misses 2-pt layup from 1 ft,,31,24
111,2,11:18.0,Offensive rebound by H. Giles,,31,24
112,2,11:18.0,H. Giles misses 2-pt layup from 3 ft,,31,24
113,2,11:18.0,Offensive rebound by Team,,31,24
114,2,11:18.0,Shooting foul by M. Morris (drawn by H. Giles),,31,24
115,2,11:18.0,H. Giles makes free throw 1 of 2,,32,24
116,2,11:18.0,H. Giles makes free throw 2 of 2,,33,24
117,2,11:08.0,,P. George misses 3-pt jump shot from 25 ft,33,24
118,2,11:06.0,Defensive rebound by M. Bagley,,33,24
119,2,10:55.0,Shooting foul by A. Nader (drawn by A. Burks),,33,24
120,2,10:55.0,A. Burks makes free throw 1 of 2,,34,24
121,2,10:55.0,A. Burks makes free throw 2 of 2,,35,24
122,2,10:44.0,,D. Schröder makes 2-pt layup from 1 ft (assist by N. Noel),35,26
123,2,10:29.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,35,26
124,2,10:26.0,,Defensive rebound by N. Noel,35,26
125,2,10:16.0,,A. Nader misses 3-pt jump shot from 25 ft,35,26
126,2,10:12.0,Defensive rebound by M. Bagley,,35,26
127,2,10:06.0,M. Bagley misses 2-pt layup from 2 ft,,35,26
128,2,10:04.0,,Defensive rebound by P. George,35,26
129,2,9:59.0,,D. Schröder misses 3-pt jump shot from 24 ft,35,26
130,2,9:56.0,Defensive rebound by M. Bagley,,35,26
131,2,9:50.0,H. Giles makes 2-pt layup from 2 ft (assist by M. Bagley),,37,26
132,2,9:49.0,,Oklahoma City full timeout,37,26
133,2,9:34.0,,M. Morris misses 3-pt jump shot from 25 ft,37,26
134,2,9:31.0,,Offensive rebound by N. Noel,37,26
135,2,9:29.0,,M. Morris makes 2-pt dunk at rim (assist by N. Noel),37,28
136,2,9:12.0,M. Bagley makes 2-pt hook shot from 6 ft,,39,28
137,2,9:00.0,,P. George misses 2-pt jump shot from 3 ft,39,28
138,2,8:58.0,,Offensive rebound by N. Noel,39,28
139,2,8:58.0,,N. Noel makes 2-pt layup at rim,39,30
140,2,8:50.0,Shooting foul by A. Nader (drawn by Y. Ferrell),,39,30
141,2,8:50.0,Y. Ferrell misses free throw 1 of 2,,39,30
142,2,8:50.0,Offensive rebound by Team,,39,30
143,2,8:50.0,,D. Burton enters the game for P. George,39,30
144,2,8:50.0,,R. Westbrook enters the game for A. Nader,39,30
145,2,8:50.0,Y. Ferrell makes free throw 2 of 2,,40,30
146,2,8:39.0,,D. Schröder misses 2-pt jump shot from 17 ft,40,30
147,2,8:37.0,,Offensive rebound by D. Schröder,40,30
148,2,8:32.0,,D. Schröder misses 3-pt jump shot from 26 ft,40,30
149,2,8:30.0,Defensive rebound by Team,,40,30
150,2,8:30.0,,Loose ball foul by M. Morris (drawn by A. Burks),40,30
151,2,8:14.0,Shooting foul by M. Morris (drawn by H. Giles),,40,30
152,2,8:14.0,H. Giles misses free throw 1 of 2,,40,30
153,2,8:14.0,Offensive rebound by Team,,40,30
154,2,8:14.0,H. Giles makes free throw 2 of 2,,41,30
155,2,8:05.0,,M. Morris misses 3-pt jump shot from 25 ft,41,30
156,2,8:02.0,Defensive rebound by Y. Ferrell,,41,30
157,2,7:58.0,Turnover by Y. Ferrell (discontinued dribble),,41,30
158,2,7:58.0,W. Cauley-Stein enters the game for H. Giles,,41,30
159,2,7:36.0,,Shooting foul by W. Cauley-Stein (drawn by D. Schröder),41,30
160,2,7:36.0,,D. Schröder misses free throw 1 of 2,41,30
161,2,7:36.0,,Offensive rebound by Team,41,30
162,2,7:36.0,,J. Grant enters the game for M. Morris,41,30
163,2,7:36.0,,D. Schröder makes free throw 2 of 2,41,31
164,2,7:21.0,Offensive foul by M. Bagley (drawn by D. Burton),,41,31
165,2,7:21.0,Turnover by M. Bagley (offensive foul),,41,31
166,2,7:21.0,,T. Ferguson enters the game for D. Schröder,41,31
167,2,7:16.0,,R. Westbrook makes 3-pt jump shot from 25 ft,41,34
168,2,7:04.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,44,34
169,2,6:50.0,,R. Westbrook misses 2-pt layup from 2 ft,44,34
170,2,6:49.0,Defensive rebound by W. Cauley-Stein,,44,34
171,2,6:38.0,M. Bagley makes 2-pt jump shot from 18 ft (assist by W. Cauley-Stein),,46,34
172,2,6:28.0,,J. Grant misses 3-pt jump shot from 23 ft,46,34
173,2,6:26.0,Defensive rebound by B. Bogdanović,,46,34
174,2,6:21.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,46,34
175,2,6:18.0,,Defensive rebound by R. Westbrook,46,34
176,2,6:15.0,,Turnover by D. Burton (lost ball; steal by B. Bogdanović),46,34
177,2,6:11.0,Personal foul by D. Burton (drawn by B. Bogdanović),,46,34
178,2,6:11.0,B. Bogdanović makes free throw 1 of 2,,47,34
179,2,6:11.0,,P. George enters the game for D. Burton,47,34
180,2,6:11.0,B. Bogdanović makes free throw 2 of 2,,48,34
181,2,6:01.0,,P. George misses 3-pt jump shot from 25 ft,48,34
182,2,5:59.0,,Offensive rebound by Team,48,34
183,2,5:57.0,,P. George misses 2-pt jump shot from 14 ft,48,34
184,2,5:53.0,Defensive rebound by W. Cauley-Stein,,48,34
185,2,5:50.0,W. Cauley-Stein misses 2-pt dunk from 1 ft,,48,34
186,2,5:47.0,,Defensive rebound by P. George,48,34
187,2,5:34.0,,N. Noel misses 2-pt hook shot from 8 ft,48,34
188,2,5:31.0,Defensive rebound by A. Burks,,48,34
189,2,5:24.0,Shooting foul by R. Westbrook (drawn by M. Bagley),,48,34
190,2,5:24.0,D. Fox enters the game for A. Burks,,48,34
191,2,5:24.0,B. Hield enters the game for Y. Ferrell,,48,34
192,2,5:24.0,,S. Adams enters the game for N. Noel,48,34
193,2,5:24.0,M. Bagley makes free throw 1 of 2,,49,34
194,2,5:24.0,M. Bagley misses free throw 2 of 2,,49,34
195,2,5:22.0,,Defensive rebound by R. Westbrook,49,34
196,2,5:18.0,,R. Westbrook misses 3-pt jump shot from 26 ft,49,34
197,2,5:15.0,Defensive rebound by W. Cauley-Stein,,49,34
198,2,5:06.0,W. Cauley-Stein misses 2-pt layup at rim,,49,34
199,2,5:04.0,,Defensive rebound by R. Westbrook,49,34
200,2,5:00.0,,R. Westbrook misses 2-pt layup from 2 ft,49,34
201,2,5:00.0,,Offensive rebound by Team,49,34
202,2,5:00.0,H. Barnes enters the game for M. Bagley,,49,34
203,2,5:00.0,Technical foul by,,49,34
204,2,5:00.0,B. Hield misses technical free throw,,49,34
205,2,5:00.0,,Defensive rebound by Team,49,34
206,2,4:51.0,,Shooting foul by B. Bogdanović (drawn by T. Ferguson),49,34
207,2,4:51.0,,T. Ferguson misses free throw 1 of 2,49,34
208,2,4:51.0,,Offensive rebound by Team,49,34
209,2,4:51.0,Sacramento full timeout,,49,34
210,2,4:51.0,,T. Ferguson makes free throw 2 of 2,49,35
211,2,4:40.0,D. Fox makes 2-pt jump shot from 8 ft,,51,35
212,2,4:17.0,,T. Ferguson misses 3-pt jump shot from 25 ft,51,35
213,2,4:14.0,Defensive rebound by W. Cauley-Stein,,51,35
214,2,4:10.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,51,35
215,2,4:08.0,,Defensive rebound by R. Westbrook,51,35
216,2,3:54.0,,R. Westbrook makes 2-pt jump shot from 11 ft,51,37
217,2,3:38.0,B. Hield makes 2-pt jump shot from 21 ft (assist by W. Cauley-Stein),,53,37
218,2,3:19.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),53,40
219,2,3:05.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Hield),,55,40
220,2,2:55.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),55,43
221,2,2:33.0,D. Fox misses 2-pt jump shot from 21 ft,,55,43
222,2,2:30.0,,Defensive rebound by S. Adams,55,43
223,2,2:25.0,,R. Westbrook misses 2-pt layup from 2 ft,55,43
224,2,2:23.0,,Offensive rebound by J. Grant,55,43
225,2,2:23.0,,J. Grant misses 2-pt layup at rim,55,43
226,2,2:23.0,,Offensive rebound by J. Grant,55,43
227,2,2:23.0,,J. Grant misses 2-pt layup from 2 ft (block by D. Fox),55,43
228,2,2:23.0,Defensive rebound by Team,,55,43
229,2,2:23.0,,D. Schröder enters the game for T. Ferguson,55,43
230,2,2:07.0,B. Hield makes 2-pt jump shot from 7 ft,,57,43
231,2,1:56.0,,Shooting foul by B. Bogdanović (drawn by J. Grant),57,43
232,2,1:56.0,,J. Grant makes free throw 1 of 2,57,44
233,2,1:56.0,,J. Grant makes free throw 2 of 2,57,45
234,2,1:46.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),,59,45
235,2,1:37.0,,R. Westbrook misses 3-pt jump shot from 26 ft,59,45
236,2,1:34.0,Defensive rebound by W. Cauley-Stein,,59,45
237,2,1:24.0,H. Barnes makes 2-pt layup from 1 ft (assist by B. Bogdanović),,61,45
238,2,1:14.0,,R. Westbrook makes 2-pt layup at rim,61,47
239,2,1:07.0,Offensive foul by B. Bogdanović (drawn by D. Schröder),,61,47
240,2,1:07.0,Turnover by B. Bogdanović (offensive foul),,61,47
241,2,1:07.0,M. Bagley enters the game for B. Bogdanović,,61,47
242,2,1:00.0,,Shooting foul by D. Fox (drawn by R. Westbrook),61,47
243,2,1:00.0,,R. Westbrook makes free throw 1 of 2,61,48
244,2,1:00.0,,R. Westbrook makes free throw 2 of 2,61,49
245,2,0:53.0,Turnover by D. Fox (traveling),,61,49
246,2,0:45.0,,R. Westbrook misses 3-pt jump shot from 23 ft,61,49
247,2,0:40.0,Defensive rebound by H. Barnes,,61,49
248,2,0:34.0,M. Bagley makes 2-pt layup from 1 ft (assist by D. Fox),,63,49
249,2,0:26.0,,P. George misses 3-pt jump shot from 25 ft,63,49
250,2,0:21.0,Defensive rebound by M. Bagley,,63,49
251,2,0:01.0,W. Cauley-Stein misses 2-pt jump shot from 5 ft,,63,49
252,2,0:01.0,,Defensive rebound by R. Westbrook,63,49
253,3,11:51.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,63,49
254,3,11:50.0,,Defensive rebound by P. George,63,49
255,3,11:46.0,,Turnover by R. Westbrook (bad pass; steal by B. Bogdanović),63,49
256,3,11:46.0,Personal foul by R. Westbrook (drawn by B. Hield),,63,49
257,3,11:35.0,D. Fox misses 2-pt layup from 3 ft,,63,49
258,3,11:33.0,,Defensive rebound by R. Westbrook,63,49
259,3,11:24.0,,R. Westbrook makes 2-pt layup from 1 ft,63,51
260,3,11:09.0,B. Hield makes 2-pt jump shot from 2 ft,,65,51
261,3,10:52.0,,P. George misses 2-pt jump shot from 10 ft,65,51
262,3,10:52.0,,Offensive rebound by S. Adams,65,51
263,3,10:51.0,,S. Adams makes 2-pt layup from 1 ft,65,53
264,3,10:43.0,D. Fox misses 2-pt layup from 3 ft,,65,53
265,3,10:43.0,Offensive rebound by H. Barnes,,65,53
266,3,10:41.0,H. Barnes misses 2-pt layup from 2 ft,,65,53
267,3,10:40.0,,Defensive rebound by S. Adams,65,53
268,3,10:40.0,,Personal foul by H. Barnes (drawn by S. Adams),65,53
269,3,10:33.0,,J. Grant misses 3-pt jump shot from 25 ft,65,53
270,3,10:31.0,Defensive rebound by D. Fox,,65,53
271,3,10:25.0,Personal foul by J. Grant (drawn by B. Bogdanović),,65,53
272,3,10:12.0,Turnover by B. Hield (off goaltending),,65,53
273,3,9:56.0,,S. Adams makes 2-pt layup from 2 ft (assist by P. George),65,55
274,3,9:56.0,,Shooting foul by B. Bogdanović (drawn by S. Adams),65,55
275,3,9:56.0,M. Bagley enters the game for B. Bogdanović,,65,55
276,3,9:56.0,,S. Adams makes free throw 1 of 1,65,56
277,3,9:47.0,Personal foul by R. Westbrook (drawn by D. Fox),,65,56
278,3,9:39.0,Turnover by D. Fox (bad pass),,65,56
279,3,9:33.0,,R. Westbrook makes 2-pt layup at rim,65,58
280,3,9:32.0,Sacramento full timeout,,65,58
281,3,9:20.0,B. Hield misses 2-pt jump shot from 13 ft,,65,58
282,3,9:18.0,,Defensive rebound by R. Westbrook,65,58
283,3,9:12.0,,J. Grant misses 2-pt jump shot from 4 ft,65,58
284,3,9:10.0,,Offensive rebound by R. Westbrook,65,58
285,3,9:06.0,,R. Westbrook misses 2-pt jump shot from 11 ft,65,58
286,3,9:01.0,Defensive rebound by B. Hield,,65,58
287,3,8:52.0,H. Barnes makes 2-pt jump shot from 13 ft,,67,58
288,3,8:38.0,,Turnover by R. Westbrook (bad pass; steal by B. Hield),67,58
289,3,8:33.0,B. Hield misses 2-pt layup from 1 ft (block by R. Westbrook),,67,58
290,3,8:30.0,,Defensive rebound by P. George,67,58
291,3,8:23.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by P. George),67,61
292,3,8:03.0,B. Hield misses 2-pt jump shot from 13 ft,,67,61
293,3,8:00.0,,Defensive rebound by P. George,67,61
294,3,7:56.0,,P. George makes 3-pt jump shot from 27 ft,67,64
295,3,7:54.0,Sacramento full timeout,,67,64
296,3,7:45.0,Shooting foul by T. Ferguson (drawn by B. Hield),,67,64
297,3,7:45.0,B. Hield makes free throw 1 of 3,,68,64
298,3,7:45.0,B. Hield misses free throw 2 of 3,,68,64
299,3,7:45.0,Offensive rebound by Team,,68,64
300,3,7:45.0,B. Hield makes free throw 3 of 3,,69,64
301,3,7:32.0,,P. George misses 2-pt layup from 4 ft,69,64
302,3,7:29.0,,Offensive rebound by P. George,69,64
303,3,7:29.0,,T. Ferguson makes 3-pt jump shot from 25 ft (assist by P. George),69,67
304,3,7:18.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by M. Bagley),,71,67
305,3,7:13.0,,Turnover by R. Westbrook (out of bounds lost ball),71,67
306,3,7:10.0,,Technical foul by R. Westbrook,71,67
307,3,7:10.0,B. Hield makes technical free throw,,72,67
308,3,6:55.0,H. Barnes misses 2-pt layup from 2 ft,,72,67
309,3,6:50.0,Offensive rebound by W. Cauley-Stein,,72,67
310,3,6:50.0,W. Cauley-Stein misses 2-pt layup at rim,,72,67
311,3,6:50.0,,Defensive rebound by J. Grant,72,67
312,3,6:42.0,,P. George misses 3-pt jump shot from 22 ft,72,67
313,3,6:38.0,Defensive rebound by B. Hield,,72,67
314,3,6:32.0,B. Hield makes 2-pt jump shot from 17 ft,,74,67
315,3,6:16.0,,P. George misses 2-pt layup from 3 ft (block by M. Bagley),74,67
316,3,6:14.0,Defensive rebound by H. Barnes,,74,67
317,3,6:12.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by D. Fox),,76,67
318,3,6:03.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),76,70
319,3,5:54.0,Personal foul by R. Westbrook (drawn by D. Fox),,76,70
320,3,5:54.0,H. Giles enters the game for W. Cauley-Stein,,76,70
321,3,5:54.0,D. Fox misses free throw 1 of 2,,76,70
322,3,5:54.0,Offensive rebound by Team,,76,70
323,3,5:54.0,,D. Schröder enters the game for P. George,76,70
324,3,5:54.0,D. Fox makes free throw 2 of 2,,77,70
325,3,5:46.0,,R. Westbrook misses 3-pt jump shot from 26 ft,77,70
326,3,5:43.0,Defensive rebound by M. Bagley,,77,70
327,3,5:29.0,D. Fox makes 3-pt jump shot from 25 ft (assist by B. Hield),,80,70
328,3,5:15.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Schröder),80,73
329,3,4:58.0,H. Barnes makes 2-pt jump shot from 7 ft,,82,73
330,3,4:49.0,,Shooting foul by H. Giles (drawn by R. Westbrook),82,73
331,3,4:49.0,,R. Westbrook misses free throw 1 of 2,82,73
332,3,4:49.0,,Offensive rebound by Team,82,73
333,3,4:49.0,,N. Noel enters the game for S. Adams,82,73
334,3,4:49.0,,R. Westbrook makes free throw 2 of 2,82,74
335,3,4:37.0,M. Bagley misses 2-pt jump shot from 9 ft,,82,74
336,3,4:34.0,,Defensive rebound by R. Westbrook,82,74
337,3,4:30.0,,Personal foul by H. Giles (drawn by R. Westbrook),82,74
338,3,4:24.0,,D. Schröder misses 3-pt jump shot from 26 ft,82,74
339,3,4:23.0,Defensive rebound by Team,,82,74
340,3,4:23.0,,M. Morris enters the game for J. Grant,82,74
341,3,4:11.0,H. Barnes misses 2-pt jump shot from 6 ft,,82,74
342,3,4:09.0,,Defensive rebound by M. Morris,82,74
343,3,3:57.0,,M. Morris misses 2-pt layup from 2 ft (block by D. Fox),82,74
344,3,3:56.0,,Offensive rebound by Team,82,74
345,3,3:52.0,,R. Westbrook misses 3-pt jump shot from 27 ft,82,74
346,3,3:48.0,Defensive rebound by B. Hield,,82,74
347,3,3:45.0,Shooting foul by D. Schröder (drawn by B. Hield),,82,74
348,3,3:45.0,B. Hield makes free throw 1 of 2,,83,74
349,3,3:45.0,Y. Ferrell enters the game for D. Fox,,83,74
350,3,3:45.0,B. Hield makes free throw 2 of 2,,84,74
351,3,3:33.0,,N. Noel misses 2-pt layup from 1 ft,84,74
352,3,3:32.0,Defensive rebound by H. Giles,,84,74
353,3,3:23.0,M. Bagley misses 2-pt jump shot from 8 ft,,84,74
354,3,3:21.0,,Defensive rebound by N. Noel,84,74
355,3,3:13.0,,R. Westbrook misses 2-pt jump shot from 9 ft,84,74
356,3,3:08.0,Defensive rebound by Y. Ferrell,,84,74
357,3,3:05.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,87,74
358,3,2:46.0,,D. Schröder misses 2-pt jump shot from 19 ft,87,74
359,3,2:45.0,,Offensive rebound by Team,87,74
360,3,2:45.0,A. Burks enters the game for H. Barnes,,87,74
361,3,2:45.0,,P. George enters the game for T. Ferguson,87,74
362,3,2:45.0,,A. Nader enters the game for R. Westbrook,87,74
363,3,2:43.0,,M. Morris misses 3-pt jump shot from 23 ft,87,74
364,3,2:39.0,Defensive rebound by H. Giles,,87,74
365,3,2:33.0,B. Hield makes 3-pt jump shot from 25 ft,,90,74
366,3,2:32.0,,Oklahoma City full timeout,90,74
367,3,2:24.0,,Personal foul by B. Hield (drawn by P. George),90,74
368,3,2:24.0,,P. George makes free throw 1 of 2,90,75
369,3,2:24.0,,P. George makes free throw 2 of 2,90,76
370,3,2:10.0,M. Bagley misses 2-pt jump shot from 12 ft,,90,76
371,3,2:08.0,,Defensive rebound by P. George,90,76
372,3,2:02.0,,A. Nader misses 2-pt layup from 2 ft,90,76
373,3,2:00.0,Defensive rebound by H. Giles,,90,76
374,3,1:51.0,A. Burks misses 2-pt layup from 2 ft,,90,76
375,3,1:49.0,,Defensive rebound by P. George,90,76
376,3,1:45.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by P. George),90,79
377,3,1:25.0,B. Hield misses 2-pt layup from 2 ft (block by N. Noel),,90,79
378,3,1:22.0,,Defensive rebound by P. George,90,79
379,3,1:12.0,,P. George misses 3-pt jump shot from 26 ft,90,79
380,3,1:06.0,,N. Noel makes 2-pt layup from 1 ft,90,81
381,3,1:06.0,,Offensive rebound by N. Noel,90,81
382,3,0:52.0,B. Hield makes 2-pt jump shot from 17 ft (assist by Y. Ferrell),,92,81
383,3,0:35.0,,Turnover by P. George (bad pass),92,81
384,3,0:32.0,B. Hield misses 3-pt jump shot from 28 ft (block by D. Schröder),,92,81
385,3,0:28.0,,Defensive rebound by M. Morris,92,81
386,3,0:15.0,,Shooting foul by M. Bagley (drawn by M. Morris),92,81
387,3,0:15.0,,M. Morris makes free throw 1 of 2,92,82
388,3,0:15.0,,M. Morris makes free throw 2 of 2,92,83
389,3,0:00.0,M. Bagley makes 2-pt jump shot from 17 ft,,94,83
