,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
379,3,0:06.0,,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),103,97
380,4,11:48.0,Offensive foul by J. Jerebko (drawn by B. Bogdanović),,103,97
381,4,11:48.0,Turnover by J. Jerebko (offensive foul),,103,97
382,4,11:34.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),103,100
383,4,11:19.0,K. Thompson misses 2-pt jump shot from 19 ft,,103,100
384,4,11:17.0,,Defensive rebound by B. Hield,103,100
385,4,11:01.0,,Turnover by B. Bogdanović (bad pass),103,100
386,4,10:46.0,Q. Cook misses 2-pt jump shot from 15 ft,,103,100
387,4,10:42.0,,Defensive rebound by K. Koufos,103,100
388,4,10:40.0,,J. Jackson makes 2-pt layup from 1 ft (assist by B. Hield),103,102
389,4,10:40.0,Golden State full timeout,,103,102
390,4,10:28.0,K. Thompson misses 3-pt jump shot from 25 ft,,103,102
391,4,10:22.0,Offensive rebound by A. McKinnie,,103,102
392,4,10:20.0,K. Thompson misses 2-pt jump shot from 12 ft,,103,102
393,4,10:20.0,Offensive rebound by A. McKinnie,,103,102
394,4,10:17.0,A. McKinnie makes 2-pt dunk at rim,,105,102
395,4,10:01.0,,B. Bogdanović makes 2-pt layup from 2 ft,105,104
396,4,9:48.0,Turnover by Q. Cook (bad pass),,105,104
397,4,9:41.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Hield),105,107
398,4,9:22.0,K. Thompson misses 2-pt layup from 4 ft (block by J. Jackson),,105,107
399,4,9:19.0,,Defensive rebound by J. Jackson,105,107
400,4,9:08.0,,B. Hield makes 2-pt layup from 4 ft,105,109
401,4,8:51.0,D. Green misses 2-pt jump shot from 23 ft,,105,109
402,4,8:49.0,,Defensive rebound by Y. Ferrell,105,109
403,4,8:45.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),105,112
404,4,8:24.0,Q. Cook misses 2-pt layup from 4 ft,,105,112
405,4,8:22.0,,Defensive rebound by J. Jackson,105,112
406,4,8:17.0,,Y. Ferrell misses 2-pt layup from 2 ft,105,112
407,4,8:14.0,Defensive rebound by K. Thompson,,105,112
408,4,8:03.0,Shooting foul by K. Koufos (drawn by J. Jerebko),,105,112
409,4,8:03.0,J. Jerebko misses free throw 1 of 2,,105,112
410,4,8:03.0,Offensive rebound by Team,,105,112
411,4,8:03.0,S. Curry enters the game for Q. Cook,,105,112
412,4,8:03.0,K. Durant enters the game for A. McKinnie,,105,112
413,4,8:03.0,J. Jerebko misses free throw 2 of 2,,105,112
414,4,8:01.0,,Defensive rebound by K. Koufos,105,112
415,4,7:47.0,,Turnover by K. Koufos (lost ball; steal by D. Green),105,112
416,4,7:43.0,J. Jerebko makes 2-pt layup from 1 ft (assist by K. Thompson),,107,112
417,4,7:43.0,Shooting foul by B. Bogdanović (drawn by J. Jerebko),,107,112
418,4,7:43.0,J. Jerebko makes free throw 1 of 1,,108,112
419,4,7:43.0,,Sacramento full timeout,108,112
420,4,7:43.0,K. Looney enters the game for D. Green,,108,112
421,4,7:43.0,A. McKinnie enters the game for J. Jerebko,,108,112
422,4,7:43.0,,W. Cauley-Stein enters the game for Y. Ferrell,108,112
423,4,7:43.0,,D. Fox enters the game for K. Koufos,108,112
424,4,7:23.0,,Turnover by B. Bogdanović (lost ball; steal by K. Thompson),108,112
425,4,7:11.0,K. Durant misses 3-pt jump shot from 25 ft,,108,112
426,4,7:08.0,Offensive rebound by A. McKinnie,,108,112
427,4,7:08.0,Turnover by A. McKinnie (step out of bounds),,108,112
428,4,7:01.0,,D. Fox misses 2-pt jump shot from 20 ft,108,112
429,4,6:58.0,Defensive rebound by K. Durant,,108,112
430,4,6:52.0,S. Curry misses 3-pt jump shot from 28 ft,,108,112
431,4,6:50.0,,Defensive rebound by W. Cauley-Stein,108,112
432,4,6:42.0,,Shooting foul by K. Durant (drawn by W. Cauley-Stein),108,112
433,4,6:42.0,,W. Cauley-Stein makes free throw 1 of 2,108,113
434,4,6:42.0,,W. Cauley-Stein misses free throw 2 of 2,108,113
435,4,6:38.0,Defensive rebound by A. McKinnie,,108,113
436,4,6:29.0,K. Durant makes 3-pt jump shot from 25 ft (assist by A. McKinnie),,111,113
437,4,6:18.0,,J. Jackson misses 3-pt jump shot from 26 ft,111,113
438,4,6:15.0,Defensive rebound by S. Curry,,111,113
439,4,6:05.0,K. Durant makes 2-pt jump shot from 17 ft,,113,113
440,4,5:52.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by B. Bogdanović),113,115
441,4,5:52.0,,Shooting foul by K. Looney (drawn by W. Cauley-Stein),113,115
442,4,5:52.0,,W. Cauley-Stein makes free throw 1 of 1,113,116
443,4,5:43.0,Offensive foul by A. McKinnie (drawn by B. Hield),,113,116
444,4,5:43.0,Turnover by A. McKinnie (offensive foul),,113,116
445,4,5:28.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),113,119
446,4,5:17.0,K. Durant misses 2-pt jump shot from 11 ft,,113,119
447,4,5:14.0,,Defensive rebound by D. Fox,113,119
448,4,5:11.0,,B. Hield makes 2-pt layup from 2 ft (assist by D. Fox),113,121
449,4,5:11.0,Golden State full timeout,,113,121
450,4,5:11.0,D. Green enters the game for A. McKinnie,,113,121
451,4,4:59.0,Turnover by K. Durant (bad pass),,113,121
452,4,4:45.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,113,121
453,4,4:41.0,Defensive rebound by K. Looney,,113,121
454,4,4:33.0,S. Curry misses 3-pt jump shot from 23 ft,,113,121
455,4,4:29.0,,Defensive rebound by W. Cauley-Stein,113,121
456,4,4:23.0,,Shooting foul by K. Looney (drawn by W. Cauley-Stein),113,121
457,4,4:23.0,,W. Cauley-Stein makes free throw 1 of 2,113,122
458,4,4:23.0,,W. Cauley-Stein makes free throw 2 of 2,113,123
459,4,4:05.0,K. Durant misses 2-pt layup from 1 ft,,113,123
460,4,4:03.0,Offensive rebound by K. Looney,,113,123
461,4,4:00.0,K. Thompson misses 3-pt jump shot from 23 ft,,113,123
462,4,3:57.0,,Defensive rebound by B. Bogdanović,113,123
463,4,3:50.0,,D. Fox misses 3-pt jump shot from 25 ft,113,123
464,4,3:46.0,Defensive rebound by D. Green,,113,123
465,4,3:33.0,K. Durant misses 3-pt jump shot from 27 ft,,113,123
466,4,3:30.0,,Defensive rebound by D. Fox,113,123
467,4,3:17.0,,Turnover by D. Fox (bad pass; steal by S. Curry),113,123
468,4,3:15.0,Personal take foul by D. Fox (drawn by S. Curry),,113,123
469,4,3:15.0,,Y. Ferrell enters the game for D. Fox,113,123
470,4,3:09.0,Personal foul by J. Jackson (drawn by S. Curry),,113,123
471,4,3:03.0,S. Curry misses 3-pt jump shot from 25 ft,,113,123
472,4,3:03.0,Offensive rebound by K. Durant,,113,123
473,4,3:03.0,Shooting foul by W. Cauley-Stein (drawn by K. Durant),,113,123
474,4,3:03.0,K. Durant misses free throw 1 of 2,,113,123
475,4,3:03.0,Offensive rebound by Team,,113,123
476,4,3:03.0,K. Durant makes free throw 2 of 2,,114,123
477,4,2:50.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,114,123
478,4,2:46.0,Defensive rebound by K. Thompson,,114,123
479,4,2:33.0,K. Durant makes 2-pt jump shot from 14 ft (assist by S. Curry),,116,123
480,4,2:11.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,116,123
481,4,2:08.0,Defensive rebound by K. Thompson,,116,123
482,4,2:03.0,K. Durant makes 2-pt layup from 1 ft,,118,123
483,4,2:03.0,Shooting foul by J. Jackson (drawn by K. Durant),,118,123
484,4,2:03.0,,D. Fox enters the game for Y. Ferrell,118,123
485,4,2:03.0,K. Durant makes free throw 1 of 1,,119,123
486,4,1:44.0,,Turnover by D. Fox (bad pass; steal by S. Curry),119,123
487,4,1:42.0,S. Curry makes 2-pt layup from 1 ft (assist by K. Thompson),,121,123
488,4,1:42.0,,Sacramento full timeout,121,123
489,4,1:42.0,,N. Bjelica enters the game for J. Jackson,121,123
490,4,1:17.0,,D. Fox misses 2-pt jump shot from 17 ft,121,123
491,4,1:15.0,Defensive rebound by D. Green,,121,123
492,4,1:03.0,Personal foul by W. Cauley-Stein (drawn by K. Durant),,121,123
493,4,1:03.0,K. Durant makes free throw 1 of 2,,122,123
494,4,1:03.0,K. Durant makes free throw 2 of 2,,123,123
495,4,0:46.0,,D. Fox makes 2-pt jump shot from 17 ft,123,125
496,4,0:39.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),,126,125
497,4,0:31.0,,Personal foul by D. Green (drawn by D. Fox),126,125
498,4,0:26.0,,D. Fox misses 2-pt jump shot from 15 ft,126,125
499,4,0:23.0,Defensive rebound by K. Durant,,126,125
500,4,0:14.0,Personal take foul by B. Bogdanović (drawn by S. Curry),,126,125
501,4,0:14.0,S. Curry makes free throw 1 of 2,,127,125
502,4,0:14.0,S. Curry makes free throw 2 of 2,,128,125
503,4,0:05.0,,B. Hield misses 3-pt jump shot from 25 ft,128,125
504,4,0:02.0,Defensive rebound by D. Green,,128,125
505,4,0:02.0,Personal take foul by N. Bjelica (drawn by S. Curry),,128,125
506,4,0:02.0,S. Curry makes free throw 1 of 2,,129,125
507,4,0:02.0,S. Curry makes free throw 2 of 2,,130,125
