,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
42,1,7:10.0,,K. Bazemore enters the game for J. Anderson,22,9
43,1,7:10.0,,V. Carter enters the game for A. Len,22,9
44,1,6:57.0,P. Connaughton makes 2-pt dunk from 1 ft (assist by T. Frazier),,24,9
45,1,6:46.0,,T. Young misses 3-pt jump shot from 27 ft,24,9
46,1,6:43.0,Defensive rebound by B. Colson,,24,9
47,1,6:34.0,Shooting foul by V. Carter (drawn by B. Colson),,24,9
48,1,6:34.0,B. Colson makes free throw 1 of 2,,25,9
49,1,6:34.0,B. Colson makes free throw 2 of 2,,26,9
50,1,6:34.0,,V. Carter misses 3-pt jump shot from 25 ft,26,9
51,1,6:22.0,Defensive rebound by E. İlyasova,,26,9
52,1,6:17.0,P. Connaughton makes 3-pt jump shot from 25 ft (assist by T. Frazier),,29,9
53,1,6:15.0,,Atlanta full timeout,29,9
54,1,6:15.0,,D. Bembry enters the game for K. Huerter,29,9
55,1,6:06.0,,Shooting foul by E. İlyasova (drawn by D. Bembry),29,9
56,1,6:06.0,,D. Bembry makes free throw 1 of 2,29,10
57,1,6:06.0,,D. Bembry misses free throw 2 of 2,29,10
58,1,6:04.0,Defensive rebound by B. Colson,,29,10
59,1,5:51.0,G. Hill makes 3-pt jump shot from 25 ft (assist by P. Connaughton),,32,10
60,1,5:27.0,Violation by Team (kicked ball),,32,10
61,1,5:25.0,,T. Young makes 3-pt jump shot from 27 ft (assist by J. Collins),32,13
62,1,5:11.0,E. İlyasova misses 3-pt jump shot from 23 ft,,32,13
63,1,5:09.0,Offensive rebound by P. Connaughton,,32,13
64,1,5:06.0,P. Connaughton misses 3-pt jump shot from 26 ft,,32,13
65,1,5:02.0,,Defensive rebound by J. Collins,32,13
66,1,4:57.0,,D. Bembry misses 3-pt jump shot from 23 ft,32,13
67,1,4:54.0,Defensive rebound by P. Connaughton,,32,13
68,1,4:50.0,G. Hill misses 3-pt jump shot from 25 ft,,32,13
69,1,4:47.0,Offensive rebound by T. Frazier,,32,13
70,1,4:42.0,T. Frazier makes 2-pt jump shot from 18 ft,,34,13
71,1,4:35.0,,Personal foul by G. Hill (drawn by T. Young),34,13
72,1,4:33.0,,T. Young makes 3-pt jump shot from 30 ft (assist by J. Collins),34,16
73,1,4:18.0,E. İlyasova makes 2-pt layup from 4 ft (assist by T. Frazier),,36,16
74,1,4:12.0,,Turnover by T. Young (bad pass),36,16
75,1,3:57.0,B. Colson makes 3-pt jump shot from 24 ft (assist by T. Frazier),,39,16
76,1,3:38.0,,V. Carter misses 3-pt jump shot from 26 ft,39,16
77,1,3:34.0,,Offensive rebound by D. Bembry,39,16
78,1,3:33.0,,D. Bembry makes 2-pt layup from 1 ft,39,18
79,1,3:13.0,T. Frazier misses 3-pt jump shot from 25 ft,,39,18
80,1,3:10.0,,Defensive rebound by V. Carter,39,18
81,1,3:05.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Bazemore),39,20
82,1,2:50.0,E. İlyasova misses 2-pt layup from 1 ft (block by K. Bazemore),,39,20
83,1,2:47.0,Offensive rebound by P. Connaughton,,39,20
84,1,2:39.0,Turnover by E. İlyasova (traveling),,39,20
85,1,2:39.0,,J. Adams enters the game for J. Collins,39,20
86,1,2:39.0,,D. Davis enters the game for T. Young,39,20
87,1,2:29.0,,V. Carter misses 3-pt jump shot from 25 ft,39,20
88,1,2:26.0,Defensive rebound by B. Colson,,39,20
89,1,2:17.0,Shooting foul by K. Bazemore (drawn by P. Connaughton),,39,20
90,1,2:17.0,P. Connaughton makes free throw 1 of 2,,40,20
91,1,2:17.0,S. Brown enters the game for G. Hill,,40,20
92,1,2:17.0,D. Wilson enters the game for E. İlyasova,,40,20
93,1,2:17.0,P. Connaughton misses free throw 2 of 2,,40,20
94,1,2:15.0,,Defensive rebound by D. Davis,40,20
95,1,2:08.0,,Personal foul by T. Frazier (drawn by K. Bazemore),40,20
96,1,2:02.0,,Turnover by J. Adams (bad pass),40,20
97,1,2:02.0,Milwaukee full timeout,,40,20
98,1,1:46.0,S. Brown makes 3-pt jump shot from 25 ft (assist by T. Frazier),,43,20
99,1,1:21.0,,K. Bazemore misses 3-pt jump shot from 25 ft,43,20
100,1,1:19.0,,Offensive rebound by Team,43,20
101,1,1:19.0,Loose ball foul by T. Frazier (drawn by D. Bembry),,43,20
102,1,1:14.0,,D. Davis misses 2-pt jump shot from 8 ft,43,20
103,1,1:11.0,Defensive rebound by B. Colson,,43,20
104,1,0:59.0,B. Colson misses 2-pt dunk from 1 ft (block by V. Carter),,43,20
105,1,0:56.0,,Defensive rebound by K. Bazemore,43,20
106,1,0:49.0,,J. Adams makes 3-pt jump shot from 26 ft,43,23
107,1,0:33.0,D. Wilson misses 3-pt jump shot from 26 ft,,43,23
108,1,0:30.0,,Defensive rebound by D. Davis,43,23
109,1,0:10.0,,D. Bembry makes 3-pt jump shot from 25 ft (assist by K. Bazemore),43,26
110,1,0:04.0,Turnover by P. Connaughton (bad pass; steal by J. Adams),,43,26
111,1,0:00.0,,D. Bembry misses 3-pt jump shot from 35 ft,43,26
112,1,0:00.0,,Offensive rebound by Team,43,26
113,2,11:48.0,,J. Adams misses 3-pt jump shot from 25 ft,43,26
114,2,11:44.0,Defensive rebound by B. Colson,,43,26
115,2,11:36.0,B. Colson misses 2-pt layup from 1 ft (block by D. Bembry),,43,26
116,2,11:32.0,,Defensive rebound by J. Adams,43,26
117,2,11:31.0,,Turnover by J. Adams (lost ball; steal by S. Brown),43,26
118,2,11:16.0,T. Frazier misses 2-pt layup from 1 ft,,43,26
119,2,11:13.0,,Defensive rebound by D. Bembry,43,26
120,2,11:09.0,,D. Bembry makes 2-pt layup from 2 ft,43,28
121,2,10:45.0,Turnover by S. Brown (bad pass; steal by V. Carter),,43,28
122,2,10:40.0,,V. Carter makes 2-pt dunk from 1 ft (assist by D. Bembry),43,30
123,2,10:28.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by T. Frazier),,46,30
124,2,10:13.0,,K. Huerter misses 2-pt jump shot from 11 ft,46,30
125,2,10:10.0,,Offensive rebound by K. Huerter,46,30
126,2,10:04.0,,J. Adams misses 3-pt jump shot from 25 ft,46,30
127,2,10:01.0,Defensive rebound by B. Lopez,,46,30
128,2,9:56.0,Shooting foul by J. Adams (drawn by B. Colson),,46,30
129,2,9:56.0,B. Colson makes free throw 1 of 2,,47,30
130,2,9:56.0,,A. Len enters the game for D. Davis,47,30
131,2,9:56.0,B. Colson makes free throw 2 of 2,,48,30
132,2,9:43.0,,D. Bembry makes 3-pt jump shot from 25 ft (assist by K. Huerter),48,33
133,2,9:32.0,B. Lopez misses 3-pt jump shot from 29 ft,,48,33
134,2,9:29.0,,Defensive rebound by D. Bembry,48,33
135,2,9:24.0,,Turnover by A. Len (lost ball; steal by B. Lopez),48,33
136,2,9:23.0,Turnover by B. Lopez (lost ball; steal by D. Bembry),,48,33
137,2,9:17.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by D. Bembry),48,36
138,2,9:03.0,B. Lopez misses 3-pt jump shot from 26 ft,,48,36
139,2,8:59.0,,Defensive rebound by D. Bembry,48,36
140,2,8:50.0,,V. Carter misses 3-pt jump shot from 23 ft,48,36
141,2,8:47.0,,Offensive rebound by A. Len,48,36
142,2,8:41.0,,J. Adams makes 3-pt jump shot from 25 ft (assist by D. Bembry),48,39
143,2,8:39.0,Milwaukee full timeout,,48,39
144,2,8:39.0,G. Hill enters the game for S. Brown,,48,39
145,2,8:39.0,,J. Anderson enters the game for D. Bembry,48,39
146,2,8:39.0,,J. Collins enters the game for V. Carter,48,39
147,2,8:21.0,G. Hill makes 2-pt layup at rim (assist by B. Colson),,50,39
148,2,8:08.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by J. Anderson),50,42
149,2,8:01.0,Offensive foul by B. Colson (drawn by J. Collins),,50,42
150,2,8:01.0,Turnover by B. Colson (offensive foul),,50,42
151,2,7:44.0,,J. Adams misses 3-pt jump shot from 26 ft,50,42
152,2,7:41.0,Defensive rebound by G. Hill,,50,42
153,2,7:37.0,T. Frazier misses 3-pt jump shot from 24 ft,,50,42
154,2,7:31.0,,Defensive rebound by J. Anderson,50,42
155,2,7:24.0,,A. Len makes 2-pt dunk from 1 ft (assist by J. Collins),50,44
156,2,7:06.0,B. Colson makes 2-pt jump shot from 19 ft (assist by B. Lopez),,52,44
157,2,6:53.0,,A. Len makes 3-pt jump shot from 22 ft (assist by K. Huerter),52,47
158,2,6:37.0,B. Colson misses 3-pt jump shot from 26 ft,,52,47
159,2,6:34.0,Offensive rebound by G. Hill,,52,47
160,2,6:25.0,G. Hill makes 3-pt jump shot from 26 ft (assist by T. Frazier),,55,47
161,2,6:12.0,,K. Huerter makes 3-pt jump shot from 26 ft (assist by J. Adams),55,50
162,2,5:56.0,Shooting foul by J. Adams (drawn by D. Wilson),,55,50
163,2,5:56.0,P. Connaughton enters the game for B. Colson,,55,50
164,2,5:56.0,E. İlyasova enters the game for B. Lopez,,55,50
165,2,5:56.0,,T. Young enters the game for J. Adams,55,50
166,2,5:56.0,D. Wilson makes free throw 1 of 2,,56,50
167,2,5:56.0,D. Wilson makes free throw 2 of 2,,57,50
168,2,5:38.0,,A. Len makes 2-pt layup from 2 ft,57,52
169,2,5:25.0,Offensive foul by D. Wilson (drawn by T. Young),,57,52
170,2,5:25.0,Turnover by D. Wilson (offensive foul),,57,52
171,2,5:25.0,B. Colson enters the game for D. Wilson,,57,52
172,2,5:16.0,,J. Anderson misses 3-pt jump shot from 26 ft,57,52
173,2,5:13.0,,Offensive rebound by K. Huerter,57,52
174,2,5:11.0,,K. Huerter misses 2-pt layup from 1 ft,57,52
175,2,5:08.0,,Offensive rebound by J. Anderson,57,52
176,2,5:08.0,,J. Anderson makes 2-pt dunk at rim,57,54
177,2,5:00.0,B. Colson misses 2-pt jump shot from 12 ft,,57,54
178,2,4:56.0,,Defensive rebound by J. Collins,57,54
179,2,4:50.0,,T. Young misses 3-pt jump shot from 30 ft,57,54
180,2,4:47.0,,Offensive rebound by J. Anderson,57,54
181,2,4:40.0,,Turnover by A. Len (bad pass; steal by T. Frazier),57,54
182,2,4:37.0,T. Frazier makes 2-pt dunk from 1 ft,,59,54
183,2,4:28.0,,A. Len misses 2-pt layup from 3 ft (block by B. Colson),59,54
184,2,4:25.0,,Offensive rebound by A. Len,59,54
185,2,4:24.0,,A. Len misses 2-pt layup from 4 ft,59,54
186,2,4:22.0,Defensive rebound by E. İlyasova,,59,54
187,2,4:20.0,Offensive foul by E. İlyasova (drawn by J. Anderson),,59,54
188,2,4:20.0,Turnover by E. İlyasova (offensive foul),,59,54
189,2,4:12.0,,Shooting foul by P. Connaughton (drawn by J. Anderson),59,54
190,2,4:12.0,,J. Anderson makes free throw 1 of 2,59,55
191,2,4:12.0,,J. Anderson makes free throw 2 of 2,59,56
192,2,4:05.0,P. Connaughton misses 3-pt jump shot from 26 ft,,59,56
193,2,4:02.0,,Defensive rebound by J. Collins,59,56
194,2,3:56.0,,A. Len makes 2-pt dunk at rim (assist by T. Young),59,58
195,2,3:39.0,T. Frazier makes 2-pt jump shot from 18 ft,,61,58
196,2,3:27.0,,A. Len misses 3-pt jump shot from 23 ft,61,58
197,2,3:24.0,Defensive rebound by B. Colson,,61,58
198,2,3:18.0,Shooting foul by T. Young (drawn by P. Connaughton),,61,58
199,2,3:18.0,P. Connaughton makes free throw 1 of 2,,62,58
200,2,3:18.0,S. Brown enters the game for G. Hill,,62,58
201,2,3:18.0,,K. Bazemore enters the game for K. Huerter,62,58
202,2,3:18.0,P. Connaughton makes free throw 2 of 2,,63,58
203,2,3:01.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by T. Young),63,61
204,2,2:53.0,B. Colson makes 2-pt layup from 1 ft (assist by T. Frazier),,65,61
205,2,2:49.0,,Personal foul by S. Brown (drawn by T. Young),65,61
206,2,2:49.0,,Atlanta full timeout,65,61
207,2,2:49.0,,D. Davis enters the game for A. Len,65,61
208,2,2:34.0,,J. Anderson misses 2-pt layup from 4 ft,65,61
209,2,2:31.0,,Offensive rebound by J. Anderson,65,61
210,2,2:31.0,,J. Anderson makes 2-pt layup at rim,65,63
211,2,2:19.0,B. Colson misses 3-pt jump shot from 22 ft,,65,63
212,2,2:17.0,Offensive rebound by P. Connaughton,,65,63
213,2,2:13.0,P. Connaughton misses 3-pt jump shot from 27 ft,,65,63
214,2,2:10.0,Offensive rebound by T. Frazier,,65,63
215,2,2:07.0,P. Connaughton misses 2-pt dunk from 1 ft (block by J. Collins),,65,63
216,2,2:01.0,,Defensive rebound by J. Anderson,65,63
217,2,1:58.0,,Shooting foul by E. İlyasova (drawn by J. Anderson),65,63
218,2,1:58.0,,J. Anderson misses free throw 1 of 2,65,63
219,2,1:58.0,,Offensive rebound by Team,65,63
220,2,1:58.0,G. Hill enters the game for P. Connaughton,,65,63
221,2,1:58.0,D. Wilson enters the game for E. İlyasova,,65,63
222,2,1:58.0,,J. Anderson misses free throw 2 of 2,65,63
223,2,1:56.0,Defensive rebound by S. Brown,,65,63
224,2,1:42.0,G. Hill misses 3-pt jump shot from 25 ft,,65,63
225,2,1:39.0,Offensive rebound by B. Colson,,65,63
226,2,1:36.0,G. Hill makes 2-pt layup from 2 ft (assist by B. Colson),,67,63
227,2,1:16.0,,K. Bazemore makes 3-pt jump shot from 26 ft (assist by J. Anderson),67,66
228,2,1:07.0,T. Frazier makes 3-pt jump shot from 25 ft,,70,66
229,2,0:55.0,,K. Bazemore misses 3-pt jump shot from 26 ft,70,66
230,2,0:53.0,Defensive rebound by S. Brown,,70,66
231,2,0:41.0,D. Wilson misses 2-pt layup from 6 ft,,70,66
232,2,0:37.0,Offensive rebound by G. Hill,,70,66
233,2,0:37.0,G. Hill misses 2-pt layup from 1 ft,,70,66
234,2,0:36.0,,Defensive rebound by D. Davis,70,66
235,2,0:33.0,,T. Young makes 2-pt jump shot from 11 ft,70,68
236,2,0:14.0,S. Brown misses 2-pt layup from 1 ft,,70,68
237,2,0:12.0,Offensive rebound by Team,,70,68
238,2,0:11.0,T. Frazier misses 2-pt jump shot from 14 ft,,70,68
239,2,0:07.0,,Defensive rebound by T. Young,70,68
240,2,0:04.0,,T. Young misses 2-pt layup from 5 ft (block by G. Hill),70,68
241,2,0:03.0,,Offensive rebound by Team,70,68
242,2,0:03.0,,Technical foul by T. Young,70,68
243,2,0:03.0,G. Hill makes technical free throw,,71,68
244,2,0:02.0,,D. Davis misses 3-pt jump shot from 23 ft,71,68
245,2,0:02.0,,Offensive rebound by J. Collins,71,68
246,2,0:00.0,,J. Collins misses 2-pt layup from 12 ft (block by S. Brown),71,68
247,2,0:00.0,,Offensive rebound by Team,71,68
248,3,11:46.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by T. Young),71,71
249,3,11:32.0,B. Colson misses 3-pt jump shot from 23 ft,,71,71
250,3,11:28.0,,Defensive rebound by J. Anderson,71,71
251,3,11:10.0,,J. Anderson misses 2-pt jump shot from 6 ft,71,71
252,3,11:06.0,Defensive rebound by S. Brown,,71,71
253,3,11:00.0,B. Lopez misses 3-pt jump shot from 31 ft,,71,71
254,3,10:57.0,,Defensive rebound by J. Anderson,71,71
255,3,10:49.0,,A. Len makes 3-pt jump shot from 23 ft (assist by K. Huerter),71,74
256,3,10:33.0,T. Frazier makes 2-pt jump shot from 11 ft,,73,74
257,3,10:22.0,,T. Young misses 2-pt jump shot from 11 ft,73,74
258,3,10:19.0,Defensive rebound by T. Frazier,,73,74
259,3,10:14.0,D. Wilson makes 3-pt jump shot from 25 ft (assist by T. Frazier),,76,74
260,3,9:59.0,,T. Young misses 3-pt jump shot from 26 ft,76,74
261,3,9:55.0,Defensive rebound by B. Lopez,,76,74
262,3,9:44.0,S. Brown misses 3-pt jump shot from 25 ft,,76,74
263,3,9:44.0,,Defensive rebound by J. Collins,76,74
264,3,9:32.0,,J. Collins misses 3-pt jump shot from 25 ft,76,74
265,3,9:28.0,Defensive rebound by B. Lopez,,76,74
266,3,9:21.0,Turnover by T. Frazier (bad pass; steal by T. Young),,76,74
267,3,9:11.0,,K. Huerter misses 3-pt jump shot from 25 ft,76,74
268,3,9:10.0,,Offensive rebound by Team,76,74
269,3,9:10.0,Loose ball foul by D. Wilson (drawn by J. Collins),,76,74
270,3,9:01.0,,J. Anderson makes 3-pt jump shot from 25 ft (assist by T. Young),76,77
271,3,8:44.0,T. Frazier makes 2-pt jump shot from 21 ft,,78,77
272,3,8:31.0,,J. Anderson misses 3-pt jump shot from 25 ft,78,77
273,3,8:28.0,Defensive rebound by D. Wilson,,78,77
274,3,8:20.0,D. Wilson misses 2-pt layup at rim (block by J. Collins),,78,77
275,3,8:17.0,,Defensive rebound by K. Huerter,78,77
276,3,8:14.0,,Shooting foul by B. Colson (drawn by J. Collins),78,77
277,3,8:14.0,Milwaukee full timeout,,78,77
278,3,8:14.0,,J. Collins makes free throw 1 of 2,78,78
279,3,8:14.0,,J. Collins misses free throw 2 of 2,78,78
280,3,8:12.0,Defensive rebound by B. Colson,,78,78
281,3,8:00.0,B. Lopez misses 3-pt jump shot from 26 ft,,78,78
282,3,7:54.0,Offensive rebound by D. Wilson,,78,78
283,3,7:54.0,D. Wilson misses 2-pt layup at rim,,78,78
284,3,7:53.0,,Defensive rebound by J. Collins,78,78
285,3,7:46.0,,Personal foul by S. Brown (drawn by T. Young),78,78
286,3,7:41.0,,Shooting foul by B. Lopez (drawn by J. Collins),78,78
287,3,7:41.0,,J. Collins makes free throw 1 of 2,78,79
288,3,7:41.0,,J. Collins misses free throw 2 of 2,78,79
289,3,7:39.0,Defensive rebound by D. Wilson,,78,79
290,3,7:34.0,S. Brown misses 2-pt layup from 1 ft (block by K. Huerter),,78,79
291,3,7:34.0,Offensive rebound by Team,,78,79
292,3,7:25.0,T. Frazier makes 3-pt jump shot from 26 ft (assist by B. Lopez),,81,79
293,3,7:09.0,,A. Len makes 2-pt dunk at rim (assist by J. Collins),81,81
294,3,6:56.0,B. Lopez misses 2-pt layup from 2 ft (block by J. Collins),,81,81
295,3,6:52.0,Offensive rebound by S. Brown,,81,81
296,3,6:46.0,S. Brown misses 3-pt jump shot from 22 ft,,81,81
297,3,6:43.0,,Defensive rebound by T. Young,81,81
298,3,6:39.0,,K. Huerter misses 2-pt layup from 1 ft,81,81
299,3,6:35.0,Defensive rebound by B. Lopez,,81,81
300,3,6:31.0,B. Colson misses 3-pt jump shot from 26 ft,,81,81
301,3,6:30.0,,Defensive rebound by Team,81,81
302,3,6:30.0,P. Connaughton enters the game for S. Brown,,81,81
303,3,6:30.0,G. Hill enters the game for B. Lopez,,81,81
304,3,6:30.0,E. İlyasova enters the game for D. Wilson,,81,81
305,3,6:30.0,,J. Anderson makes 3-pt jump shot from 24 ft (assist by T. Young),81,84
306,3,6:10.0,P. Connaughton makes 2-pt dunk from 1 ft,,83,84
307,3,5:59.0,,A. Len makes 2-pt dunk at rim (assist by T. Young),83,86
308,3,5:52.0,T. Frazier misses 3-pt jump shot from 24 ft,,83,86
309,3,5:50.0,,Defensive rebound by T. Young,83,86
310,3,5:43.0,,J. Anderson makes 3-pt jump shot from 23 ft (assist by T. Young),83,89
311,3,5:28.0,E. İlyasova misses 2-pt jump shot from 9 ft,,83,89
312,3,5:28.0,Offensive rebound by B. Colson,,83,89
313,3,5:23.0,B. Colson misses 2-pt layup from 1 ft,,83,89
314,3,5:22.0,Offensive rebound by G. Hill,,83,89
315,3,5:21.0,G. Hill makes 2-pt layup from 2 ft,,85,89
316,3,5:21.0,Shooting foul by T. Young (drawn by G. Hill),,85,89
317,3,5:21.0,,J. Adams enters the game for J. Anderson,85,89
318,3,5:21.0,,K. Bazemore enters the game for J. Collins,85,89
319,3,5:21.0,,V. Carter enters the game for A. Len,85,89
320,3,5:21.0,,D. Davis enters the game for T. Young,85,89
321,3,5:21.0,G. Hill makes free throw 1 of 1,,86,89
322,3,5:00.0,,V. Carter makes 3-pt jump shot from 29 ft,86,92
323,3,4:54.0,Shooting foul by J. Adams (drawn by T. Frazier),,86,92
324,3,4:54.0,T. Frazier makes free throw 1 of 2,,87,92
325,3,4:54.0,,D. Bembry enters the game for K. Huerter,87,92
326,3,4:54.0,T. Frazier makes free throw 2 of 2,,88,92
327,3,4:37.0,,V. Carter makes 2-pt layup from 1 ft (assist by D. Davis),88,94
328,3,4:21.0,B. Colson misses 3-pt jump shot from 25 ft,,88,94
329,3,4:12.0,,Defensive rebound by D. Bembry,88,94
330,3,4:05.0,,D. Bembry makes 2-pt layup from 8 ft,88,96
331,3,3:58.0,Turnover by T. Frazier (bad pass; steal by D. Bembry),,88,96
332,3,3:52.0,,V. Carter misses 3-pt jump shot from 26 ft,88,96
333,3,3:48.0,Defensive rebound by P. Connaughton,,88,96
334,3,3:41.0,P. Connaughton makes 2-pt dunk from 1 ft,,90,96
335,3,3:30.0,,J. Adams misses 3-pt jump shot from 23 ft,90,96
336,3,3:27.0,Defensive rebound by E. İlyasova,,90,96
337,3,3:08.0,T. Frazier misses 2-pt jump shot from 20 ft,,90,96
338,3,3:04.0,,Defensive rebound by K. Bazemore,90,96
339,3,2:52.0,,K. Bazemore misses 2-pt jump shot from 13 ft,90,96
340,3,2:47.0,Defensive rebound by G. Hill,,90,96
341,3,2:34.0,G. Hill makes 2-pt layup from 1 ft,,92,96
342,3,2:33.0,,Atlanta full timeout,92,96
343,3,2:33.0,D. Wilson enters the game for B. Colson,,92,96
344,3,2:18.0,,D. Bembry misses 3-pt jump shot from 26 ft,92,96
345,3,2:13.0,Defensive rebound by D. Wilson,,92,96
346,3,2:00.0,G. Hill makes 2-pt jump shot from 7 ft,,94,96
347,3,1:50.0,,V. Carter misses 3-pt jump shot from 25 ft,94,96
348,3,1:45.0,Defensive rebound by E. İlyasova,,94,96
349,3,1:32.0,G. Hill misses 3-pt jump shot from 24 ft,,94,96
350,3,1:29.0,,Defensive rebound by V. Carter,94,96
351,3,1:24.0,,K. Bazemore misses 2-pt jump shot from 11 ft,94,96
352,3,1:19.0,Defensive rebound by G. Hill,,94,96
353,3,1:09.0,Turnover by G. Hill (bad pass; steal by D. Bembry),,94,96
354,3,1:04.0,,K. Bazemore misses 3-pt jump shot from 25 ft,94,96
355,3,1:02.0,Defensive rebound by Team,,94,96
356,3,1:02.0,S. Brown enters the game for G. Hill,,94,96
357,3,1:02.0,B. Colson enters the game for E. İlyasova,,94,96
358,3,0:52.0,P. Connaughton misses 3-pt jump shot from 26 ft,,94,96
359,3,0:49.0,,Defensive rebound by K. Bazemore,94,96
360,3,0:40.0,,Personal foul by T. Frazier (drawn by V. Carter),94,96
361,3,0:40.0,,V. Carter makes free throw 1 of 2,94,97
362,3,0:40.0,,V. Carter makes free throw 2 of 2,94,98
363,3,0:28.0,S. Brown makes 3-pt jump shot from 22 ft (assist by D. Wilson),,97,98
364,3,0:08.0,,D. Bembry misses 3-pt jump shot from 26 ft,97,98
365,3,0:05.0,Defensive rebound by B. Colson,,97,98
366,3,0:02.0,P. Connaughton misses 2-pt layup from 1 ft,,97,98
367,3,0:01.0,,Defensive rebound by J. Adams,97,98
368,4,11:45.0,Shooting foul by D. Davis (drawn by B. Lopez),,97,98
369,4,11:45.0,B. Lopez makes free throw 1 of 2,,98,98
370,4,11:45.0,B. Lopez makes free throw 2 of 2,,99,98
371,4,11:31.0,,D. Davis makes 2-pt dunk from 1 ft (assist by J. Adams),99,100
372,4,11:13.0,Turnover by T. Frazier (bad pass; steal by K. Bazemore),,99,100
373,4,11:07.0,,K. Bazemore misses 2-pt layup from 1 ft,99,100
374,4,11:04.0,,Offensive rebound by D. Davis,99,100
375,4,11:04.0,,D. Davis misses 2-pt layup from 1 ft,99,100
376,4,11:03.0,Defensive rebound by S. Brown,,99,100
377,4,11:00.0,S. Brown misses 3-pt jump shot from 25 ft,,99,100
378,4,10:59.0,Offensive rebound by Team,,99,100
379,4,10:59.0,B. Colson misses 2-pt layup from 1 ft,,99,100
380,4,10:59.0,Offensive rebound by B. Colson,,99,100
381,4,10:45.0,B. Colson misses 3-pt jump shot from 24 ft,,99,100
382,4,10:42.0,,Defensive rebound by D. Davis,99,100
383,4,10:29.0,,J. Adams makes 2-pt jump shot from 11 ft,99,102
384,4,10:08.0,B. Colson makes 2-pt jump shot from 6 ft (assist by T. Frazier),,101,102
385,4,9:50.0,,K. Huerter misses 3-pt jump shot from 26 ft,101,102
386,4,9:47.0,Defensive rebound by D. Wilson,,101,102
