,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW ORLEANS_ACTION,PHOENIX_SCORE,NEW ORLEANS_SCORE
389,4,7:02.0,Defensive rebound by T. Warren,,89,100
390,4,6:46.0,Turnover by D. Booker (lost ball; steal by J. Holiday),,89,100
391,4,6:42.0,,Personal foul by D. Booker (drawn by J. Holiday),89,100
392,4,6:36.0,,J. Holiday makes 3-pt jump shot from 26 ft,89,103
393,4,6:15.0,R. Holmes makes 2-pt layup from 2 ft (assist by D. Booker),,91,103
394,4,5:50.0,,J. Randle misses 2-pt layup from 3 ft,91,103
395,4,5:48.0,Defensive rebound by T. Ariza,,91,103
396,4,5:44.0,T. Warren misses 3-pt jump shot from 23 ft,,91,103
397,4,5:40.0,,Defensive rebound by J. Randle,91,103
398,4,5:22.0,,J. Holiday misses 2-pt jump shot from 15 ft (block by T. Warren),91,103
399,4,5:19.0,,Offensive rebound by J. Randle,91,103
400,4,5:19.0,,Turnover by J. Randle (traveling),91,103
401,4,5:13.0,Personal foul by J. Holiday (drawn by D. Booker),,91,103
402,4,4:58.0,J. Crawford makes 2-pt jump shot from 3 ft (assist by D. Booker),,93,103
403,4,4:45.0,,D. Miller makes 3-pt jump shot from 26 ft (assist by J. Randle),93,106
404,4,4:45.0,D. Ayton enters the game for R. Holmes,,93,106
405,4,4:20.0,J. Crawford misses 3-pt jump shot from 28 ft,,93,106
406,4,4:17.0,,Defensive rebound by J. Holiday,93,106
407,4,4:14.0,,Personal foul by D. Booker (drawn by J. Holiday),93,106
408,4,4:04.0,,A. Davis makes 2-pt layup from 3 ft (assist by J. Holiday),93,108
409,4,3:55.0,Turnover by T. Warren (traveling),,93,108
410,4,3:46.0,,Shooting foul by T. Warren (drawn by J. Holiday),93,108
411,4,3:46.0,,J. Holiday makes free throw 1 of 2,93,109
412,4,3:46.0,,J. Holiday misses free throw 2 of 2,93,109
413,4,3:44.0,,Offensive rebound by J. Randle,93,109
414,4,3:38.0,,E. Moore makes 2-pt layup from 1 ft (assist by J. Holiday),93,111
415,4,3:38.0,Phoenix full timeout,,93,111
416,4,3:38.0,,New Orleans full timeout,93,111
417,4,3:24.0,T. Warren misses 2-pt jump shot from 12 ft,,93,111
418,4,3:24.0,,Defensive rebound by J. Randle,93,111
419,4,3:03.0,,A. Davis misses 2-pt hook shot from 8 ft,93,111
420,4,3:00.0,Defensive rebound by J. Crawford,,93,111
421,4,3:00.0,Turnover by J. Crawford (bad pass),,93,111
422,4,2:48.0,,Personal foul by J. Crawford (drawn by J. Randle),93,111
423,4,2:48.0,,J. Randle makes free throw 1 of 2,93,112
424,4,2:48.0,M. Bridges enters the game for T. Ariza,,93,112
425,4,2:48.0,R. Holmes enters the game for D. Ayton,,93,112
426,4,2:48.0,E. Okobo enters the game for D. Booker,,93,112
427,4,2:48.0,,C. Diallo enters the game for A. Davis,93,112
428,4,2:48.0,,J. Randle misses free throw 2 of 2,93,112
429,4,2:46.0,Defensive rebound by R. Holmes,,93,112
430,4,2:28.0,E. Okobo misses 3-pt jump shot from 28 ft,,93,112
431,4,2:24.0,,Defensive rebound by C. Diallo,93,112
432,4,2:11.0,,E. Moore misses 2-pt jump shot from 11 ft,93,112
433,4,2:08.0,,Offensive rebound by J. Randle,93,112
434,4,2:07.0,,J. Randle misses 2-pt layup from 2 ft (block by T. Warren),93,112
435,4,2:07.0,,Offensive rebound by J. Randle,93,112
436,4,2:02.0,,J. Randle makes 2-pt layup from 1 ft,93,114
437,4,1:50.0,R. Holmes misses 2-pt dunk from 2 ft,,93,114
438,4,1:47.0,,Defensive rebound by C. Diallo,93,114
439,4,1:47.0,,Shooting foul by J. Crawford (drawn by E. Moore),93,114
440,4,1:47.0,,E. Moore makes free throw 1 of 2,93,115
441,4,1:47.0,,F. Jackson enters the game for J. Holiday,93,115
442,4,1:47.0,,J. Okafor enters the game for D. Miller,93,115
443,4,1:47.0,,K. Williams enters the game for J. Randle,93,115
444,4,1:47.0,,E. Moore makes free throw 2 of 2,93,116
445,4,1:41.0,Personal take foul by F. Jackson (drawn by E. Okobo),,93,116
446,4,1:41.0,,T. Frazier enters the game for E. Moore,93,116
447,4,1:29.0,Shooting foul by T. Frazier (drawn by E. Okobo),,93,116
448,4,1:29.0,E. Okobo makes free throw 1 of 2,,94,116
449,4,1:29.0,E. Okobo makes free throw 2 of 2,,95,116
450,4,1:19.0,,F. Jackson makes 3-pt jump shot from 26 ft (assist by C. Diallo),95,119
451,4,1:04.0,E. Okobo makes 2-pt layup from 2 ft,,97,119
452,4,0:43.0,,Turnover by F. Jackson (bad pass; steal by E. Okobo),97,119
453,4,0:39.0,E. Okobo misses 3-pt jump shot from 26 ft,,97,119
454,4,0:36.0,,Defensive rebound by C. Diallo,97,119
455,4,0:26.0,,Turnover by K. Williams (lost ball; steal by E. Okobo),97,119
456,4,0:23.0,E. Okobo makes 2-pt dunk from 1 ft (assist by T. Warren),,99,119
