,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW ORLEANS_ACTION,SACRAMENTO_SCORE,NEW ORLEANS_SCORE
61,1,5:52.0,,A. Davis makes 2-pt layup from 1 ft,17,25
62,1,5:40.0,B. Hield makes 2-pt layup from 2 ft,,19,25
63,1,5:35.0,Violation by Team (kicked ball),,19,25
64,1,5:35.0,,D. Miller enters the game for J. Holiday,19,25
65,1,5:35.0,,J. Randle enters the game for N. Mirotić,19,25
66,1,5:30.0,,A. Davis makes 2-pt dunk at rim (assist by E. Payton),19,27
67,1,5:13.0,Turnover by H. Giles (bad pass; steal by E. Moore),,19,27
68,1,5:13.0,,E. Moore misses 2-pt layup from 3 ft (block by B. Hield),19,27
69,1,5:13.0,,Offensive rebound by Team,19,27
70,1,5:02.0,,Shooting foul by H. Giles (drawn by A. Davis),19,27
71,1,5:02.0,,A. Davis makes free throw 1 of 2,19,28
72,1,5:02.0,,A. Davis makes free throw 2 of 2,19,29
73,1,4:53.0,Personal foul by J. Randle (drawn by D. Fox),,19,29
74,1,4:46.0,M. Bagley makes 2-pt layup from 2 ft,,21,29
75,1,4:34.0,,E. Moore misses 3-pt jump shot from 26 ft,21,29
76,1,4:30.0,Defensive rebound by D. Fox,,21,29
77,1,4:26.0,Shooting foul by J. Randle (drawn by M. Bagley),,21,29
78,1,4:26.0,M. Bagley makes free throw 1 of 2,,22,29
79,1,4:26.0,,S. Hill enters the game for E. Moore,22,29
80,1,4:26.0,M. Bagley makes free throw 2 of 2,,23,29
81,1,4:26.0,,Turnover by A. Davis (3 sec),23,29
82,1,4:26.0,J. Jackson enters the game for D. Fox,,23,29
83,1,4:26.0,F. Mason enters the game for B. Hield,,23,29
84,1,3:59.0,H. Giles misses 2-pt jump shot from 14 ft,,23,29
85,1,3:59.0,,Defensive rebound by J. Randle,23,29
86,1,3:47.0,,J. Randle misses 2-pt jump shot from 5 ft,23,29
87,1,3:44.0,Defensive rebound by H. Giles,,23,29
88,1,3:29.0,H. Giles misses 2-pt hook shot from 7 ft,,23,29
89,1,3:26.0,,Defensive rebound by E. Payton,23,29
90,1,3:22.0,,D. Miller misses 3-pt jump shot from 26 ft,23,29
91,1,3:17.0,Defensive rebound by J. Jackson,,23,29
92,1,3:16.0,Turnover by J. Jackson (traveling),,23,29
93,1,2:57.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by E. Payton),23,32
94,1,2:36.0,Shooting foul by D. Miller (drawn by M. Bagley),,23,32
95,1,2:36.0,,New Orleans full timeout,23,32
96,1,2:36.0,,I. Clark enters the game for A. Davis,23,32
97,1,2:36.0,,N. Mirotić enters the game for E. Payton,23,32
98,1,2:36.0,M. Bagley makes free throw 1 of 2,,24,32
99,1,2:36.0,M. Bagley makes free throw 2 of 2,,25,32
100,1,2:24.0,,J. Randle makes 2-pt layup from 5 ft,25,34
101,1,2:11.0,Personal foul by I. Clark (drawn by F. Mason),,25,34
102,1,2:11.0,F. Mason makes free throw 1 of 2,,26,34
103,1,2:11.0,F. Mason makes free throw 2 of 2,,27,34
104,1,2:02.0,,Turnover by I. Clark (bad pass; steal by M. Bagley),27,34
105,1,1:58.0,M. Bagley makes 2-pt dunk from 1 ft,,29,34
106,1,1:41.0,,N. Mirotić makes 2-pt hook shot from 4 ft (assist by I. Clark),29,36
107,1,1:28.0,Shooting foul by I. Clark (drawn by H. Giles),,29,36
108,1,1:28.0,H. Giles makes free throw 1 of 2,,30,36
109,1,1:28.0,H. Giles misses free throw 2 of 2,,30,36
110,1,1:26.0,,Defensive rebound by J. Randle,30,36
111,1,1:12.0,,J. Randle misses 2-pt layup from 2 ft (block by M. Bagley),30,36
112,1,1:07.0,Defensive rebound by M. Bagley,,30,36
113,1,1:03.0,F. Mason makes 2-pt layup from 1 ft,,32,36
114,1,0:49.0,,N. Mirotić makes 2-pt jump shot from 22 ft,32,38
115,1,0:30.0,H. Giles misses 2-pt layup from 1 ft,,32,38
116,1,0:27.0,,Defensive rebound by S. Hill,32,38
117,1,0:22.0,,J. Randle makes 2-pt layup from 1 ft,32,40
118,1,0:02.0,J. Jackson misses 3-pt jump shot from 27 ft,,32,40
119,1,0:02.0,,Defensive rebound by J. Randle,32,40
120,2,11:40.0,W. Cauley-Stein misses 2-pt layup from 3 ft,,32,40
121,2,11:38.0,,Defensive rebound by J. Randle,32,40
122,2,11:32.0,,N. Mirotić misses 3-pt jump shot from 27 ft,32,40
123,2,11:26.0,,Offensive rebound by J. Holiday,32,40
124,2,11:25.0,,J. Holiday misses 2-pt layup from 2 ft,32,40
125,2,11:23.0,Defensive rebound by W. Cauley-Stein,,32,40
126,2,11:19.0,F. Mason misses 2-pt jump shot from 1 ft,,32,40
127,2,11:17.0,,Defensive rebound by J. Holiday,32,40
128,2,11:13.0,,D. Miller misses 3-pt jump shot from 25 ft,32,40
129,2,11:10.0,Defensive rebound by W. Cauley-Stein,,32,40
130,2,10:58.0,H. Giles makes 2-pt jump shot from 10 ft,,34,40
131,2,10:31.0,,J. Holiday misses 2-pt layup from 2 ft,34,40
132,2,10:28.0,,Offensive rebound by J. Holiday,34,40
133,2,10:21.0,,Turnover by J. Holiday (bad pass; steal by J. Jackson),34,40
134,2,10:17.0,F. Mason makes 2-pt layup from 3 ft (assist by J. Jackson),,36,40
135,2,10:01.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by J. Holiday),36,43
136,2,9:42.0,Shooting foul by N. Mirotić (drawn by Y. Ferrell),,36,43
137,2,9:42.0,Y. Ferrell makes free throw 1 of 2,,37,43
138,2,9:42.0,D. Fox enters the game for F. Mason,,37,43
139,2,9:42.0,Y. Ferrell makes free throw 2 of 2,,38,43
140,2,9:26.0,,J. Holiday misses 2-pt jump shot from 6 ft,38,43
141,2,9:23.0,Defensive rebound by W. Cauley-Stein,,38,43
142,2,9:19.0,Offensive foul by H. Giles (drawn by J. Holiday),,38,43
143,2,9:19.0,Turnover by H. Giles (offensive foul),,38,43
144,2,9:19.0,N. Bjelica enters the game for H. Giles,,38,43
145,2,9:07.0,,J. Holiday misses 2-pt layup from 5 ft,38,43
146,2,9:03.0,Defensive rebound by N. Bjelica,,38,43
147,2,8:53.0,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by N. Bjelica),,40,43
148,2,8:43.0,,N. Mirotić misses 3-pt jump shot from 27 ft,40,43
149,2,8:43.0,Defensive rebound by D. Fox,,40,43
150,2,8:35.0,D. Fox misses 3-pt jump shot from 26 ft,,40,43
151,2,8:30.0,,Defensive rebound by J. Randle,40,43
152,2,8:25.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by J. Holiday),40,46
153,2,8:14.0,Y. Ferrell makes 3-pt jump shot from 24 ft,,43,46
154,2,8:03.0,,Personal foul by J. Jackson (drawn by N. Mirotić),43,46
155,2,8:03.0,,A. Davis enters the game for I. Clark,43,46
156,2,8:03.0,,E. Moore enters the game for D. Miller,43,46
157,2,8:03.0,,E. Payton enters the game for J. Randle,43,46
158,2,7:54.0,,A. Davis makes 2-pt layup from 3 ft (assist by E. Payton),43,48
159,2,7:46.0,N. Bjelica makes 2-pt dunk from 1 ft (assist by D. Fox),,45,48
160,2,7:37.0,,Turnover by E. Payton (bad pass; steal by Y. Ferrell),45,48
161,2,7:35.0,D. Fox makes 2-pt layup from 2 ft (assist by Y. Ferrell),,47,48
162,2,7:35.0,Shooting foul by N. Mirotić (drawn by Y. Ferrell),,47,48
163,2,7:35.0,,New Orleans full timeout,47,48
164,2,7:35.0,D. Fox makes free throw 1 of 1,,48,48
165,2,7:16.0,,A. Davis misses 2-pt layup from 3 ft,48,48
166,2,7:11.0,,Offensive rebound by E. Payton,48,48
167,2,7:11.0,,E. Payton makes 2-pt layup from 1 ft,48,50
168,2,6:59.0,D. Fox misses 2-pt jump shot from 7 ft,,48,50
169,2,6:56.0,,Defensive rebound by A. Davis,48,50
170,2,6:51.0,,E. Payton misses 2-pt layup from 1 ft,48,50
171,2,6:47.0,Defensive rebound by W. Cauley-Stein,,48,50
172,2,6:45.0,N. Bjelica makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,50,50
173,2,6:38.0,,Turnover by E. Payton (bad pass),50,50
174,2,6:38.0,B. Hield enters the game for J. Jackson,,50,50
175,2,6:17.0,Turnover by B. Hield (lost ball; steal by J. Holiday),,50,50
176,2,6:17.0,,Turnover by J. Holiday (step out of bounds),50,50
177,2,6:15.0,Turnover by D. Fox (bad pass; steal by A. Davis),,50,50
178,2,6:10.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Holiday),50,52
179,2,6:10.0,,Shooting foul by N. Bjelica (drawn by N. Mirotić),50,52
180,2,6:10.0,M. Bagley enters the game for N. Bjelica,,50,52
181,2,6:10.0,,N. Mirotić misses free throw 1 of 1,50,52
182,2,6:10.0,Defensive rebound by M. Bagley,,50,52
183,2,5:56.0,M. Bagley makes 2-pt layup from 4 ft,,52,52
184,2,5:36.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Holiday),52,54
185,2,5:27.0,Turnover by D. Fox (back court),,52,54
186,2,5:27.0,,J. Randle enters the game for N. Mirotić,52,54
187,2,5:10.0,,Shooting foul by M. Bagley (drawn by J. Randle),52,54
188,2,5:10.0,,J. Randle misses free throw 1 of 2,52,54
189,2,5:10.0,,Offensive rebound by Team,52,54
190,2,5:10.0,,J. Randle misses free throw 2 of 2,52,54
191,2,5:08.0,Defensive rebound by M. Bagley,,52,54
192,2,4:55.0,M. Bagley makes 2-pt layup from 6 ft,,54,54
193,2,4:37.0,,E. Payton misses 2-pt jump shot from 6 ft,54,54
194,2,4:32.0,,Offensive rebound by A. Davis,54,54
195,2,4:32.0,,Turnover by A. Davis (bad pass),54,54
196,2,4:16.0,B. Hield misses 2-pt layup from 2 ft,,54,54
197,2,4:14.0,,Defensive rebound by A. Davis,54,54
198,2,4:10.0,,E. Moore misses 3-pt jump shot from 24 ft,54,54
199,2,4:06.0,,Offensive rebound by J. Holiday,54,54
200,2,4:04.0,,E. Moore makes 2-pt jump shot from 11 ft (assist by A. Davis),54,56
201,2,3:50.0,Y. Ferrell makes 2-pt layup from 1 ft,,56,56
202,2,3:41.0,,Turnover by A. Davis (traveling),56,56
203,2,3:41.0,Sacramento full timeout,,56,56
204,2,3:29.0,Turnover by D. Fox (lost ball; steal by J. Holiday),,56,56
205,2,3:23.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),56,58
206,2,3:11.0,Turnover by W. Cauley-Stein (lost ball; steal by A. Davis),,56,58
207,2,3:03.0,,J. Holiday makes 2-pt layup from 2 ft (assist by E. Moore),56,60
208,2,2:48.0,D. Fox misses 2-pt jump shot from 11 ft,,56,60
209,2,2:41.0,Offensive rebound by W. Cauley-Stein,,56,60
210,2,2:41.0,W. Cauley-Stein misses 2-pt layup at rim,,56,60
211,2,2:40.0,,Defensive rebound by A. Davis,56,60
212,2,2:32.0,,J. Holiday makes 2-pt layup from 3 ft,56,62
213,2,2:16.0,M. Bagley misses 3-pt jump shot from 24 ft,,56,62
214,2,2:13.0,,Defensive rebound by E. Payton,56,62
215,2,2:08.0,,Personal foul by M. Bagley (drawn by J. Randle),56,62
216,2,1:55.0,,Shooting foul by W. Cauley-Stein (drawn by A. Davis),56,62
217,2,1:55.0,,A. Davis makes free throw 1 of 2,56,63
218,2,1:55.0,S. Labissière enters the game for W. Cauley-Stein,,56,63
219,2,1:55.0,,N. Mirotić enters the game for J. Randle,56,63
220,2,1:55.0,,A. Davis makes free throw 2 of 2,56,64
221,2,1:39.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,56,64
222,2,1:36.0,,Defensive rebound by A. Davis,56,64
223,2,1:32.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by A. Davis),56,66
224,2,1:15.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,59,66
225,2,1:11.0,,Personal foul by B. Hield (drawn by N. Mirotić),59,66
226,2,1:11.0,,N. Mirotić misses free throw 1 of 2,59,66
227,2,1:11.0,,Offensive rebound by Team,59,66
228,2,1:11.0,,N. Mirotić makes free throw 2 of 2,59,67
229,2,0:57.0,B. Hield makes 2-pt jump shot from 22 ft,,61,67
230,2,0:44.0,,A. Davis makes 2-pt dunk from 1 ft (assist by E. Payton),61,69
231,2,0:33.0,Shooting foul by E. Moore (drawn by D. Fox),,61,69
232,2,0:33.0,D. Fox makes free throw 1 of 2,,62,69
233,2,0:33.0,D. Fox makes free throw 2 of 2,,63,69
234,2,0:25.0,,N. Mirotić misses 3-pt jump shot from 27 ft,63,69
235,2,0:21.0,,Offensive rebound by A. Davis,63,69
236,2,0:19.0,,J. Holiday makes 2-pt layup from 4 ft (assist by A. Davis),63,71
237,2,0:08.0,Offensive foul by S. Labissière (drawn by J. Holiday),,63,71
238,2,0:08.0,Turnover by S. Labissière (offensive foul),,63,71
239,2,0:03.0,,Shooting foul by S. Labissière (drawn by A. Davis),63,71
240,2,0:03.0,,A. Davis makes free throw 1 of 2,63,72
241,2,0:03.0,,A. Davis misses free throw 2 of 2,63,72
242,2,0:01.0,,Offensive rebound by N. Mirotić,63,72
243,2,0:00.0,,N. Mirotić misses 2-pt layup from 3 ft,63,72
244,2,0:00.0,,Offensive rebound by A. Davis,63,72
245,2,0:00.0,,A. Davis misses 2-pt layup from 1 ft,63,72
246,2,0:00.0,Defensive rebound by D. Fox,,63,72
247,3,11:45.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Fox),,65,72
248,3,11:23.0,,J. Holiday misses 2-pt jump shot from 7 ft,65,72
249,3,11:20.0,Defensive rebound by W. Cauley-Stein,,65,72
250,3,11:17.0,D. Fox makes 2-pt jump shot from 8 ft,,67,72
251,3,11:00.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by J. Holiday),67,75
252,3,10:45.0,D. Fox makes 2-pt layup from 1 ft,,69,75
253,3,10:40.0,,E. Moore makes 2-pt layup from 1 ft (assist by E. Payton),69,77
254,3,10:21.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by A. Davis),,69,77
255,3,10:18.0,,Defensive rebound by N. Mirotić,69,77
256,3,10:11.0,,E. Payton makes 2-pt layup from 1 ft,69,79
257,3,9:58.0,Shooting foul by E. Payton (drawn by D. Fox),,69,79
258,3,9:58.0,D. Fox makes free throw 1 of 2,,70,79
259,3,9:58.0,D. Fox misses free throw 2 of 2,,70,79
260,3,9:55.0,,Defensive rebound by N. Mirotić,70,79
261,3,9:41.0,,E. Moore misses 2-pt jump shot from 8 ft,70,79
262,3,9:34.0,,Offensive rebound by A. Davis,70,79
263,3,9:33.0,,A. Davis makes 2-pt layup from 1 ft,70,81
264,3,9:26.0,Shooting foul by N. Mirotić (drawn by W. Cauley-Stein),,70,81
265,3,9:26.0,W. Cauley-Stein misses free throw 1 of 2,,70,81
266,3,9:26.0,Offensive rebound by Team,,70,81
267,3,9:26.0,W. Cauley-Stein makes free throw 2 of 2,,71,81
268,3,9:13.0,,A. Davis misses 2-pt jump shot from 5 ft,71,81
269,3,9:09.0,Defensive rebound by Y. Ferrell,,71,81
270,3,9:07.0,N. Bjelica misses 3-pt jump shot from 26 ft,,71,81
271,3,9:02.0,Offensive rebound by B. Hield,,71,81
272,3,9:01.0,B. Hield makes 2-pt layup from 2 ft,,73,81
273,3,8:54.0,,E. Payton makes 2-pt layup from 4 ft,73,83
274,3,8:46.0,N. Bjelica misses 3-pt jump shot from 26 ft,,73,83
275,3,8:43.0,,Defensive rebound by A. Davis,73,83
276,3,8:38.0,,N. Mirotić makes 2-pt jump shot from 15 ft (assist by E. Payton),73,85
277,3,8:24.0,D. Fox makes 2-pt jump shot from 9 ft,,75,85
278,3,8:12.0,,N. Mirotić misses 2-pt jump shot from 19 ft,75,85
279,3,8:08.0,Defensive rebound by Y. Ferrell,,75,85
280,3,7:57.0,D. Fox makes 2-pt layup from 3 ft,,77,85
281,3,7:39.0,,A. Davis makes 3-pt jump shot from 28 ft (assist by J. Holiday),77,88
282,3,7:29.0,Personal foul by E. Moore (drawn by D. Fox),,77,88
283,3,7:29.0,M. Bagley enters the game for N. Bjelica,,77,88
284,3,7:21.0,Turnover by Y. Ferrell (out of bounds lost ball),,77,88
285,3,7:11.0,,J. Holiday makes 2-pt layup from 3 ft,77,90
286,3,6:57.0,Turnover by D. Fox (lost ball; steal by J. Holiday),,77,90
287,3,6:53.0,,E. Moore makes 2-pt layup from 1 ft (assist by J. Holiday),77,92
288,3,6:53.0,Sacramento full timeout,,77,92
289,3,6:53.0,I. Shumpert enters the game for Y. Ferrell,,77,92
290,3,6:53.0,,J. Randle enters the game for N. Mirotić,77,92
291,3,6:34.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),,79,92
292,3,6:17.0,,E. Moore misses 2-pt jump shot from 13 ft,79,92
293,3,6:12.0,Defensive rebound by D. Fox,,79,92
294,3,6:10.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,82,92
295,3,6:01.0,,Shooting foul by W. Cauley-Stein (drawn by J. Holiday),82,92
296,3,6:01.0,,J. Holiday makes free throw 1 of 2,82,93
297,3,6:01.0,H. Giles enters the game for W. Cauley-Stein,,82,93
298,3,6:01.0,,J. Holiday makes free throw 2 of 2,82,94
299,3,5:43.0,H. Giles misses 2-pt layup from 2 ft,,82,94
300,3,5:40.0,,Defensive rebound by A. Davis,82,94
301,3,5:39.0,,Shooting foul by M. Bagley (drawn by J. Randle),82,94
302,3,5:39.0,,J. Randle misses free throw 1 of 2,82,94
303,3,5:39.0,,Offensive rebound by Team,82,94
304,3,5:39.0,,J. Randle misses free throw 2 of 2,82,94
305,3,5:36.0,Defensive rebound by M. Bagley,,82,94
306,3,5:22.0,Turnover by B. Hield (traveling),,82,94
307,3,5:22.0,F. Mason enters the game for D. Fox,,82,94
308,3,5:22.0,,D. Miller enters the game for E. Payton,82,94
309,3,5:10.0,,E. Moore misses 3-pt jump shot from 26 ft,82,94
310,3,5:05.0,Defensive rebound by B. Hield,,82,94
311,3,5:03.0,Personal foul by D. Miller (drawn by M. Bagley),,82,94
312,3,4:56.0,H. Giles misses 2-pt jump shot from 18 ft,,82,94
313,3,4:52.0,,Defensive rebound by J. Randle,82,94
314,3,4:46.0,,J. Randle misses 2-pt layup from 2 ft,82,94
315,3,4:43.0,Defensive rebound by H. Giles,,82,94
316,3,4:38.0,I. Shumpert misses 3-pt jump shot from 24 ft,,82,94
317,3,4:34.0,,Defensive rebound by J. Holiday,82,94
318,3,4:20.0,,A. Davis makes 2-pt jump shot from 15 ft,82,96
319,3,4:08.0,F. Mason misses 2-pt jump shot from 13 ft,,82,96
320,3,4:05.0,,Defensive rebound by J. Randle,82,96
321,3,3:55.0,,Shooting foul by H. Giles (drawn by J. Holiday),82,96
322,3,3:55.0,,J. Holiday makes free throw 1 of 2,82,97
323,3,3:55.0,J. Jackson enters the game for B. Hield,,82,97
324,3,3:55.0,,S. Hill enters the game for E. Moore,82,97
325,3,3:55.0,,J. Holiday misses free throw 2 of 2,82,97
326,3,3:52.0,Defensive rebound by I. Shumpert,,82,97
327,3,3:38.0,H. Giles misses 2-pt hook shot from 9 ft,,82,97
328,3,3:35.0,,Defensive rebound by J. Randle,82,97
329,3,3:30.0,,S. Hill misses 3-pt jump shot from 27 ft,82,97
330,3,3:29.0,Defensive rebound by Team,,82,97
331,3,3:29.0,,I. Clark enters the game for J. Holiday,82,97
332,3,3:14.0,J. Jackson misses 2-pt jump shot from 15 ft,,82,97
333,3,3:11.0,Offensive rebound by J. Jackson,,82,97
334,3,3:06.0,F. Mason misses 2-pt layup from 8 ft (block by A. Davis),,82,97
335,3,3:02.0,,Defensive rebound by J. Randle,82,97
336,3,2:58.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by A. Davis),82,100
337,3,2:42.0,Personal foul by J. Randle (drawn by M. Bagley),,82,100
338,3,2:42.0,,New Orleans full timeout,82,100
339,3,2:42.0,,N. Mirotić enters the game for A. Davis,82,100
340,3,2:42.0,M. Bagley makes free throw 1 of 2,,83,100
341,3,2:42.0,M. Bagley misses free throw 2 of 2,,83,100
342,3,2:40.0,,Defensive rebound by J. Randle,83,100
343,3,2:27.0,,J. Randle makes 2-pt layup from 4 ft (assist by N. Mirotić),83,102
344,3,2:13.0,Shooting foul by D. Miller (drawn by H. Giles),,83,102
345,3,2:13.0,H. Giles misses free throw 1 of 2,,83,102
346,3,2:13.0,Offensive rebound by Team,,83,102
347,3,2:13.0,H. Giles misses free throw 2 of 2,,83,102
348,3,2:10.0,,Defensive rebound by J. Randle,83,102
349,3,1:53.0,,D. Miller makes 3-pt jump shot from 27 ft (assist by S. Hill),83,105
350,3,1:53.0,,Shooting foul by M. Bagley (drawn by D. Miller),83,105
351,3,1:53.0,,D. Miller makes free throw 1 of 1,83,106
352,3,1:39.0,F. Mason misses 2-pt layup from 2 ft,,83,106
353,3,1:35.0,,Defensive rebound by N. Mirotić,83,106
354,3,1:24.0,,J. Randle makes 2-pt jump shot from 9 ft,83,108
355,3,1:08.0,F. Mason misses 2-pt layup from 2 ft,,83,108
356,3,1:05.0,Offensive rebound by M. Bagley,,83,108
357,3,1:04.0,M. Bagley makes 2-pt dunk at rim,,85,108
358,3,0:59.0,,J. Randle misses 3-pt jump shot from 26 ft,85,108
359,3,0:57.0,Defensive rebound by M. Bagley,,85,108
360,3,0:43.0,F. Mason makes 2-pt layup from 1 ft (assist by H. Giles),,87,108
361,3,0:28.0,,Turnover by D. Miller (bad pass; steal by F. Mason),87,108
362,3,0:24.0,M. Bagley makes 2-pt layup from 2 ft (assist by F. Mason),,89,108
363,3,0:05.0,,I. Clark makes 2-pt layup from 2 ft,89,110
364,3,0:01.0,Personal foul by S. Hill (drawn by F. Mason),,89,110
365,3,0:01.0,F. Mason misses free throw 1 of 2,,89,110
366,3,0:01.0,Offensive rebound by Team,,89,110
367,3,0:01.0,F. Mason makes free throw 2 of 2,,90,110
368,3,0:00.0,,D. Miller misses 3-pt jump shot from 24 ft,90,110
369,3,0:00.0,Defensive rebound by Team,,90,110
370,4,11:49.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by D. Miller),90,113
371,4,11:30.0,M. Bagley misses 3-pt jump shot from 26 ft,,90,113
372,4,11:28.0,,Defensive rebound by J. Randle,90,113
373,4,11:22.0,,J. Randle misses 2-pt layup from 2 ft,90,113
374,4,11:19.0,Defensive rebound by J. Jackson,,90,113
375,4,11:17.0,F. Mason makes 2-pt jump shot from 7 ft,,92,113
376,4,11:00.0,,Shooting foul by H. Giles (drawn by I. Clark),92,113
377,4,11:00.0,,I. Clark makes free throw 1 of 2,92,114
378,4,11:00.0,,I. Clark makes free throw 2 of 2,92,115
379,4,10:49.0,J. Jackson misses 2-pt jump shot from 9 ft,,92,115
380,4,10:48.0,,Defensive rebound by Team,92,115
381,4,10:48.0,,Loose ball foul by J. Randle (drawn by J. Jackson),92,115
382,4,10:48.0,,Turnover by J. Randle (turnover),92,115
383,4,10:40.0,J. Jackson misses 3-pt jump shot from 25 ft,,92,115
