,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
374,4,8:21.0,Defensive rebound by A. Gordon,,76,101
375,4,8:03.0,J. Simmons misses 2-pt jump shot from 11 ft,,76,101
376,4,8:00.0,,Defensive rebound by E. İlyasova,76,101
377,4,7:52.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),76,104
378,4,7:33.0,Personal foul by E. İlyasova (drawn by A. Gordon),,76,104
379,4,7:33.0,,S. Brown enters the game for T. Snell,76,104
380,4,7:25.0,T. Ross misses 3-pt jump shot from 29 ft,,76,104
381,4,7:22.0,,Defensive rebound by P. Connaughton,76,104
382,4,7:13.0,,Turnover by M. Brogdon (bad pass; steal by J. Grant),76,104
383,4,7:02.0,Shooting foul by S. Brown (drawn by M. Bamba),,76,104
384,4,7:02.0,M. Bamba misses free throw 1 of 2,,76,104
385,4,7:02.0,Offensive rebound by Team,,76,104
386,4,7:02.0,M. Bamba makes free throw 2 of 2,,77,104
387,4,6:49.0,,Personal foul by A. Gordon (drawn by G. Antetokounmpo),77,104
388,4,6:49.0,,Milwaukee full timeout,77,104
389,4,6:49.0,K. Birch enters the game for M. Bamba,,77,104
390,4,6:49.0,I. Briscoe enters the game for A. Gordon,,77,104
391,4,6:49.0,W. Iwundu enters the game for T. Ross,,77,104
392,4,6:49.0,J. Martin enters the game for J. Simmons,,77,104
393,4,6:39.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,77,104
394,4,6:36.0,Defensive rebound by W. Iwundu,,77,104
395,4,6:29.0,J. Grant misses 3-pt jump shot from 27 ft,,77,104
396,4,6:25.0,,Defensive rebound by G. Antetokounmpo,77,104
397,4,6:10.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft,77,106
398,4,6:03.0,Personal take foul by P. Connaughton (drawn by I. Briscoe),,77,106
399,4,6:03.0,,M. Dellavedova enters the game for G. Antetokounmpo,77,106
400,4,6:03.0,,T. Maker enters the game for M. Brogdon,77,106
401,4,6:03.0,,T. Snell enters the game for E. İlyasova,77,106
402,4,5:51.0,J. Grant misses 2-pt jump shot from 19 ft (block by P. Connaughton),,77,106
403,4,5:47.0,,Defensive rebound by M. Dellavedova,77,106
404,4,5:45.0,,S. Brown misses 3-pt jump shot from 28 ft,77,106
405,4,5:41.0,,Offensive rebound by T. Snell,77,106
406,4,5:36.0,,T. Snell makes 2-pt layup from 1 ft,77,108
407,4,5:25.0,J. Martin misses 3-pt jump shot from 27 ft,,77,108
408,4,5:22.0,,Defensive rebound by S. Brown,77,108
409,4,5:15.0,,T. Snell misses 3-pt jump shot from 23 ft,77,108
410,4,5:15.0,,Offensive rebound by S. Brown,77,108
411,4,5:08.0,,S. Brown misses 2-pt dunk from 1 ft,77,108
412,4,5:07.0,Defensive rebound by J. Grant,,77,108
413,4,5:06.0,J. Martin misses 3-pt jump shot from 24 ft,,77,108
414,4,5:04.0,Offensive rebound by W. Iwundu,,77,108
415,4,5:04.0,W. Iwundu misses 2-pt dunk from 2 ft (block by T. Maker),,77,108
416,4,5:04.0,Offensive rebound by Team,,77,108
417,4,4:57.0,I. Briscoe misses 2-pt jump shot from 18 ft,,77,108
418,4,4:54.0,,Defensive rebound by T. Maker,77,108
419,4,4:43.0,,T. Maker misses 3-pt jump shot from 28 ft,77,108
420,4,4:40.0,Defensive rebound by I. Briscoe,,77,108
421,4,4:38.0,J. Martin makes 2-pt layup from 1 ft (assist by I. Briscoe),,79,108
422,4,4:21.0,,Turnover by M. Dellavedova (bad pass; steal by K. Birch),79,108
423,4,4:21.0,K. Birch makes 2-pt dunk from 1 ft,,81,108
424,4,4:21.0,,Milwaukee full timeout,81,108
425,4,4:08.0,,Turnover by S. Brown (bad pass; steal by K. Birch),81,108
426,4,3:57.0,J. Martin misses 2-pt jump shot from 15 ft,,81,108
427,4,3:53.0,,Defensive rebound by P. Connaughton,81,108
428,4,3:41.0,,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by T. Snell),81,111
429,4,3:25.0,W. Iwundu makes 2-pt jump shot from 17 ft (assist by J. Martin),,83,111
430,4,3:10.0,,Turnover by P. Connaughton (bad pass; steal by J. Grant),83,111
431,4,3:02.0,W. Iwundu makes 2-pt jump shot from 9 ft,,85,111
432,4,2:45.0,,S. Brown misses 3-pt jump shot from 24 ft,85,111
433,4,2:45.0,Defensive rebound by J. Martin,,85,111
434,4,2:37.0,J. Martin misses 2-pt jump shot from 18 ft,,85,111
435,4,2:35.0,,Defensive rebound by S. Brown,85,111
436,4,2:29.0,,S. Brown misses 2-pt layup from 5 ft,85,111
437,4,2:27.0,Defensive rebound by K. Birch,,85,111
438,4,2:15.0,Offensive foul by W. Iwundu (drawn by M. Dellavedova),,85,111
439,4,2:15.0,Turnover by W. Iwundu (offensive foul),,85,111
440,4,2:04.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,85,111
441,4,2:04.0,Defensive rebound by Team,,85,111
442,4,1:50.0,J. Grant misses 2-pt layup from 4 ft,,85,111
443,4,1:47.0,,Defensive rebound by S. Brown,85,111
444,4,1:34.0,,S. Brown misses 3-pt jump shot from 26 ft,85,111
445,4,1:34.0,Defensive rebound by J. Martin,,85,111
446,4,1:18.0,K. Birch misses 2-pt jump shot from 17 ft,,85,111
447,4,1:18.0,Offensive rebound by Team,,85,111
448,4,1:18.0,Personal foul by T. Snell (drawn by W. Iwundu),,85,111
449,4,1:18.0,W. Iwundu makes free throw 1 of 2,,86,111
450,4,1:18.0,W. Iwundu makes free throw 2 of 2,,87,111
451,4,1:06.0,,Turnover by S. Brown (lost ball; steal by J. Grant),87,111
452,4,0:59.0,J. Martin misses 3-pt jump shot from 24 ft,,87,111
453,4,0:56.0,,Defensive rebound by T. Maker,87,111
454,4,0:47.0,,P. Connaughton misses 3-pt jump shot from 26 ft,87,111
455,4,0:45.0,Defensive rebound by Team,,87,111
456,4,0:45.0,,Loose ball foul by T. Maker (drawn by W. Iwundu),87,111
457,4,0:45.0,W. Iwundu makes free throw 1 of 2,,88,111
458,4,0:45.0,W. Iwundu makes free throw 2 of 2,,89,111
459,4,0:38.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by M. Dellavedova),89,113
460,4,0:28.0,K. Birch makes 2-pt dunk from 1 ft (assist by I. Briscoe),,91,113
461,4,0:10.0,,P. Connaughton misses 2-pt jump shot from 11 ft,91,113
462,4,0:08.0,Defensive rebound by W. Iwundu,,91,113
463,4,0:02.0,W. Iwundu misses 2-pt jump shot from 10 ft,,91,113
464,4,0:02.0,,Defensive rebound by T. Maker,91,113
