,QUARTER,TIME_REMAINING,DALLAS_ACTION,PORTLAND_ACTION,DALLAS_SCORE,PORTLAND_SCORE
387,4,6:46.0,,Defensive rebound by S. Curry,88,95
388,4,6:36.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by E. Turner),88,98
389,4,6:35.0,Dallas full timeout,,88,98
390,4,6:35.0,H. Barnes enters the game for J. Barea,,88,98
391,4,6:35.0,J. Brunson enters the game for D. Finney-Smith,,88,98
392,4,6:35.0,L. Dončić enters the game for D. Harris,,88,98
393,4,6:35.0,D. Jordan enters the game for M. Kleber,,88,98
394,4,6:35.0,W. Matthews enters the game for D. Powell,,88,98
395,4,6:35.0,,A. Aminu enters the game for Z. Collins,88,98
396,4,6:35.0,,D. Lillard enters the game for N. Stauskas,88,98
397,4,6:35.0,,C. McCollum enters the game for E. Turner,88,98
398,4,6:14.0,L. Dončić misses 2-pt jump shot from 6 ft,,88,98
399,4,6:12.0,,Defensive rebound by M. Leonard,88,98
400,4,5:59.0,,D. Lillard misses 2-pt jump shot from 13 ft,88,98
401,4,5:57.0,Defensive rebound by L. Dončić,,88,98
402,4,5:49.0,H. Barnes makes 2-pt layup from 2 ft,,90,98
403,4,5:28.0,,A. Aminu misses 3-pt jump shot from 25 ft,90,98
404,4,5:26.0,Defensive rebound by J. Brunson,,90,98
405,4,5:21.0,J. Brunson makes 2-pt layup from 1 ft,,92,98
406,4,5:04.0,,C. McCollum makes 2-pt jump shot from 6 ft,92,100
407,4,4:52.0,H. Barnes makes 3-pt jump shot from 28 ft (assist by L. Dončić),,95,100
408,4,4:24.0,,S. Curry misses 3-pt jump shot from 24 ft,95,100
409,4,4:22.0,Defensive rebound by D. Jordan,,95,100
410,4,4:14.0,J. Brunson misses 2-pt jump shot from 16 ft,,95,100
411,4,4:11.0,,Defensive rebound by M. Leonard,95,100
412,4,4:00.0,,Turnover by D. Lillard (bad pass; steal by J. Brunson),95,100
413,4,3:56.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by J. Brunson),,98,100
414,4,3:56.0,,Portland full timeout,98,100
415,4,3:56.0,,M. Harkless enters the game for S. Curry,98,100
416,4,3:56.0,,J. Nurkić enters the game for M. Leonard,98,100
417,4,3:39.0,,J. Nurkić misses 2-pt jump shot from 2 ft,98,100
418,4,3:36.0,Defensive rebound by D. Jordan,,98,100
419,4,3:24.0,D. Jordan misses 2-pt layup from 1 ft,,98,100
420,4,3:22.0,,Defensive rebound by J. Nurkić,98,100
421,4,3:14.0,,D. Lillard misses 2-pt jump shot from 12 ft,98,100
422,4,3:12.0,Defensive rebound by D. Jordan,,98,100
423,4,3:08.0,Personal foul by D. Lillard (drawn by J. Brunson),,98,100
424,4,3:04.0,Personal foul by A. Aminu (drawn by L. Dončić),,98,100
425,4,2:53.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Jordan),,101,100
426,4,2:31.0,,A. Aminu misses 3-pt jump shot from 23 ft,101,100
427,4,2:26.0,Defensive rebound by W. Matthews,,101,100
428,4,2:18.0,Shooting foul by J. Nurkić (drawn by L. Dončić),,101,100
429,4,2:18.0,L. Dončić makes free throw 1 of 2,,102,100
430,4,2:18.0,L. Dončić misses free throw 2 of 2,,102,100
431,4,2:16.0,,Defensive rebound by C. McCollum,102,100
432,4,2:05.0,,A. Aminu misses 3-pt jump shot from 23 ft,102,100
433,4,2:03.0,Defensive rebound by W. Matthews,,102,100
434,4,1:53.0,H. Barnes misses 3-pt jump shot from 25 ft,,102,100
435,4,1:50.0,,Defensive rebound by D. Lillard,102,100
436,4,1:42.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by D. Lillard),102,103
437,4,1:42.0,Dallas full timeout,,102,103
438,4,1:30.0,L. Dončić makes 2-pt jump shot from 18 ft,,104,103
439,4,1:16.0,,C. McCollum makes 2-pt jump shot from 20 ft (assist by D. Lillard),104,105
440,4,1:00.0,L. Dončić misses 2-pt jump shot from 4 ft,,104,105
441,4,0:58.0,,Defensive rebound by A. Aminu,104,105
442,4,0:44.0,,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),104,107
443,4,0:44.0,Dallas full timeout,,104,107
444,4,0:36.0,W. Matthews misses 3-pt jump shot from 26 ft,,104,107
445,4,0:35.0,,Defensive rebound by Team,104,107
446,4,0:13.0,,D. Lillard misses 2-pt jump shot from 10 ft,104,107
447,4,0:08.0,,Offensive rebound by M. Harkless,104,107
448,4,0:08.0,,M. Harkless misses 2-pt layup at rim,104,107
449,4,0:08.0,Defensive rebound by J. Brunson,,104,107
450,4,0:02.0,Personal foul by D. Lillard (drawn by J. Brunson),,104,107
451,4,0:02.0,J. Brunson misses free throw 1 of 2,,104,107
452,4,0:02.0,Offensive rebound by Team,,104,107
453,4,0:02.0,D. Powell enters the game for W. Matthews,,104,107
454,4,0:02.0,,E. Turner enters the game for C. McCollum,104,107
455,4,0:02.0,J. Brunson misses free throw 2 of 2,,104,107
456,4,0:00.0,Offensive rebound by Team,,104,107
457,4,0:00.0,W. Matthews enters the game for D. Powell,,104,107
458,4,0:00.0,,C. McCollum enters the game for J. Nurkić,104,107
459,4,0:00.0,L. Dončić makes 3-pt jump shot from 22 ft (assist by J. Brunson),,107,107
460,1OT,4:43.0,,C. McCollum makes 2-pt dunk from 2 ft,107,109
461,1OT,4:29.0,W. Matthews misses 3-pt jump shot from 25 ft,,107,109
462,1OT,4:28.0,,Defensive rebound by A. Aminu,107,109
463,1OT,4:10.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),107,112
464,1OT,3:48.0,H. Barnes makes 2-pt hook shot from 3 ft,,109,112
465,1OT,3:31.0,,C. McCollum misses 3-pt jump shot from 26 ft,109,112
466,1OT,3:29.0,Defensive rebound by L. Dončić,,109,112
467,1OT,3:23.0,L. Dončić misses 3-pt jump shot from 28 ft,,109,112
468,1OT,3:18.0,,Defensive rebound by C. McCollum,109,112
469,1OT,3:06.0,,D. Lillard misses 3-pt jump shot from 25 ft,109,112
470,1OT,3:02.0,Defensive rebound by D. Jordan,,109,112
471,1OT,2:48.0,L. Dončić misses 3-pt jump shot from 26 ft,,109,112
472,1OT,2:47.0,,Defensive rebound by C. McCollum,109,112
473,1OT,2:43.0,,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),109,114
474,1OT,2:43.0,Dallas full timeout,,109,114
475,1OT,2:29.0,H. Barnes makes 2-pt jump shot from 10 ft,,111,114
476,1OT,2:08.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by M. Harkless),111,116
477,1OT,1:55.0,Personal foul by M. Harkless (drawn by L. Dončić),,111,116
478,1OT,1:52.0,H. Barnes misses 2-pt layup from 1 ft,,111,116
479,1OT,1:51.0,Offensive rebound by D. Jordan,,111,116
480,1OT,1:51.0,D. Jordan makes 2-pt dunk from 1 ft,,113,116
481,1OT,1:28.0,,C. McCollum misses 2-pt jump shot from 19 ft,113,116
482,1OT,1:28.0,,Offensive rebound by Team,113,116
483,1OT,1:28.0,,Turnover by Team (shot clock),113,116
484,1OT,1:14.0,Turnover by J. Brunson (bad pass; steal by A. Aminu),,113,116
485,1OT,0:59.0,,D. Lillard misses 2-pt jump shot from 21 ft,113,116
486,1OT,0:57.0,Defensive rebound by L. Dončić,,113,116
487,1OT,0:50.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,115,116
488,1OT,0:34.0,,D. Lillard makes 2-pt layup from 1 ft,115,118
489,1OT,0:34.0,Dallas full timeout,,115,118
490,1OT,0:28.0,H. Barnes misses 3-pt jump shot from 25 ft,,115,118
491,1OT,0:24.0,Offensive rebound by L. Dončić,,115,118
492,1OT,0:23.0,L. Dončić misses 3-pt jump shot from 25 ft,,115,118
493,1OT,0:23.0,Offensive rebound by D. Jordan,,115,118
494,1OT,0:19.0,J. Brunson misses 3-pt jump shot from 24 ft,,115,118
495,1OT,0:17.0,,Defensive rebound by A. Aminu,115,118
496,1OT,0:17.0,,Personal take foul by H. Barnes (drawn by A. Aminu),115,118
497,1OT,0:17.0,,E. Turner enters the game for M. Harkless,115,118
498,1OT,0:15.0,,Personal take foul by J. Brunson (drawn by D. Lillard),115,118
499,1OT,0:15.0,,D. Lillard makes free throw 1 of 2,115,119
500,1OT,0:15.0,,M. Harkless enters the game for E. Turner,115,119
501,1OT,0:15.0,,D. Lillard makes free throw 2 of 2,115,120
502,1OT,0:08.0,Shooting foul by J. Nurkić (drawn by L. Dončić),,115,120
503,1OT,0:08.0,,M. Leonard enters the game for J. Nurkić,115,120
504,1OT,0:08.0,L. Dončić makes free throw 1 of 2,,116,120
505,1OT,0:08.0,L. Dončić misses free throw 2 of 2,,116,120
506,1OT,0:07.0,,Defensive rebound by A. Aminu,116,120
507,1OT,0:07.0,,Personal take foul by W. Matthews (drawn by A. Aminu),116,120
508,1OT,0:07.0,,A. Aminu misses free throw 1 of 2,116,120
509,1OT,0:07.0,,Offensive rebound by Team,116,120
510,1OT,0:07.0,,E. Turner enters the game for M. Leonard,116,120
511,1OT,0:07.0,,A. Aminu makes free throw 2 of 2,116,121
512,1OT,0:01.0,L. Dončić makes 2-pt layup from 1 ft,,118,121
