,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
392,4,6:30.0,Personal foul by A. Bradley (drawn by A. Davis),,73,83
393,4,6:30.0,A. Davis makes free throw 1 of 2,,74,83
394,4,6:30.0,A. Davis makes free throw 2 of 2,,75,83
395,4,6:18.0,,J. Noah misses 2-pt jump shot from 8 ft (block by A. Davis),75,83
396,4,6:18.0,,Offensive rebound by Team,75,83
397,4,6:15.0,,M. Conley misses 3-pt jump shot from 25 ft,75,83
398,4,6:13.0,,Offensive rebound by Team,75,83
399,4,6:00.0,,M. Conley misses 3-pt jump shot from 26 ft,75,83
400,4,5:57.0,Defensive rebound by A. Davis,,75,83
401,4,5:55.0,Personal foul by J. Noah (drawn by A. Davis),,75,83
402,4,5:55.0,A. Davis misses free throw 1 of 2,,75,83
403,4,5:55.0,Offensive rebound by Team,,75,83
404,4,5:55.0,,J. Holiday enters the game for J. Noah,75,83
405,4,5:55.0,A. Davis makes free throw 2 of 2,,76,83
406,4,5:47.0,,Shooting foul by A. Davis (drawn by J. Jackson),76,83
407,4,5:47.0,,J. Jackson misses free throw 1 of 2,76,83
408,4,5:47.0,,Offensive rebound by Team,76,83
409,4,5:47.0,J. Randle enters the game for A. Davis,,76,83
410,4,5:47.0,,J. Jackson makes free throw 2 of 2,76,84
411,4,5:34.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Miller),,79,84
412,4,5:16.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Bradley),79,87
413,4,5:05.0,Personal foul by J. Holiday (drawn by J. Randle),,79,87
414,4,5:05.0,J. Randle makes free throw 1 of 2,,80,87
415,4,5:05.0,J. Randle makes free throw 2 of 2,,81,87
416,4,4:48.0,,C. Miles misses 2-pt layup from 2 ft (block by J. Randle),81,87
417,4,4:45.0,Defensive rebound by F. Jackson,,81,87
418,4,4:41.0,J. Randle makes 2-pt layup from 1 ft (assist by K. Williams),,83,87
419,4,4:26.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by M. Conley),83,90
420,4,4:26.0,,Shooting foul by J. Randle (drawn by J. Jackson),83,90
421,4,4:26.0,,J. Noah enters the game for C. Miles,83,90
422,4,4:26.0,,J. Jackson makes free throw 1 of 1,83,91
423,4,4:26.0,New Orleans full timeout,,83,91
424,4,4:26.0,A. Davis enters the game for D. Miller,,83,91
425,4,4:08.0,A. Davis misses 2-pt jump shot from 12 ft,,83,91
426,4,4:04.0,,Defensive rebound by J. Noah,83,91
427,4,3:45.0,,A. Bradley misses 3-pt jump shot from 24 ft,83,91
428,4,3:42.0,,Offensive rebound by M. Conley,83,91
429,4,3:42.0,,Personal foul by K. Williams (drawn by M. Conley),83,91
430,4,3:37.0,,A. Bradley misses 2-pt jump shot from 17 ft,83,91
431,4,3:34.0,,Offensive rebound by J. Noah,83,91
432,4,3:27.0,,M. Conley misses 3-pt jump shot from 25 ft,83,91
433,4,3:24.0,Defensive rebound by A. Davis,,83,91
434,4,3:18.0,Shooting foul by M. Conley (drawn by J. Randle),,83,91
435,4,3:18.0,Offensive rebound by Team,,83,91
436,4,3:18.0,J. Randle misses free throw 1 of 2,,83,91
437,4,3:18.0,J. Randle makes free throw 2 of 2,,84,91
438,4,3:01.0,,J. Jackson misses 2-pt hook shot from 10 ft,84,91
439,4,2:55.0,Defensive rebound by A. Davis,,84,91
440,4,2:53.0,Personal foul by M. Conley (drawn by J. Randle),,84,91
441,4,2:53.0,J. Randle misses free throw 1 of 2,,84,91
442,4,2:53.0,Offensive rebound by Team,,84,91
443,4,2:53.0,,I. Rabb enters the game for J. Noah,84,91
444,4,2:53.0,J. Randle makes free throw 2 of 2,,85,91
445,4,2:41.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Holiday),85,94
446,4,2:26.0,K. Williams misses 3-pt jump shot from 26 ft,,85,94
447,4,2:23.0,,Defensive rebound by A. Bradley,85,94
448,4,2:09.0,,Turnover by M. Conley (bad pass; steal by A. Davis),85,94
449,4,2:04.0,A. Davis makes 2-pt layup at rim (assist by K. Williams),,87,94
450,4,1:50.0,,M. Conley makes 2-pt jump shot from 11 ft,87,96
451,4,1:50.0,,Shooting foul by J. Holiday (drawn by M. Conley),87,96
452,4,1:50.0,C. Diallo enters the game for A. Davis,,87,96
453,4,1:50.0,T. Frazier enters the game for J. Holiday,,87,96
454,4,1:50.0,D. Miller enters the game for J. Randle,,87,96
455,4,1:50.0,,J. Noah enters the game for I. Rabb,87,96
456,4,1:50.0,,M. Conley makes free throw 1 of 1,87,97
457,4,1:37.0,D. Miller misses 3-pt jump shot from 26 ft,,87,97
458,4,1:35.0,,Defensive rebound by M. Conley,87,97
459,4,1:18.0,,J. Jackson makes 2-pt hook shot from 8 ft,87,99
460,4,1:10.0,T. Frazier makes 3-pt jump shot from 23 ft (assist by K. Williams),,90,99
461,4,0:49.0,,J. Jackson misses 2-pt jump shot from 4 ft,90,99
462,4,0:46.0,Defensive rebound by K. Williams,,90,99
463,4,0:43.0,T. Frazier misses 3-pt jump shot from 26 ft,,90,99
464,4,0:39.0,Offensive rebound by K. Williams,,90,99
465,4,0:39.0,New Orleans full timeout,,90,99
466,4,0:39.0,,C. Miles enters the game for J. Noah,90,99
467,4,0:29.0,D. Miller misses 3-pt jump shot from 26 ft,,90,99
468,4,0:25.0,,Defensive rebound by J. Holiday,90,99
469,4,0:03.0,,Turnover by Team (shot clock),90,99
