,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
43,1,5:53.0,,D. White makes 2-pt layup from 1 ft,11,16
44,1,5:28.0,N. Jokić misses 2-pt jump shot from 19 ft,,11,16
45,1,5:25.0,,Defensive rebound by D. White,11,16
46,1,5:23.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by D. White),11,18
47,1,5:23.0,Violation by Team (def goaltending),,11,18
48,1,5:04.0,G. Harris misses 2-pt jump shot from 17 ft,,11,18
49,1,4:59.0,,Defensive rebound by L. Aldridge,11,18
50,1,4:55.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. DeRozan),11,21
51,1,4:54.0,Denver full timeout,,11,21
52,1,4:54.0,M. Beasley enters the game for T. Craig,,11,21
53,1,4:31.0,G. Harris misses 2-pt layup from 4 ft,,11,21
54,1,4:27.0,Offensive rebound by N. Jokić,,11,21
55,1,4:26.0,M. Beasley misses 3-pt jump shot from 26 ft,,11,21
56,1,4:26.0,Offensive rebound by N. Jokić,,11,21
57,1,4:26.0,N. Jokić misses 2-pt layup from 1 ft,,11,21
58,1,4:26.0,Offensive rebound by N. Jokić,,11,21
59,1,4:19.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by N. Jokić),,14,21
60,1,4:04.0,,Shooting foul by M. Beasley (drawn by D. White),14,21
61,1,4:04.0,,D. White misses free throw 1 of 2,14,21
62,1,4:04.0,,Offensive rebound by Team,14,21
63,1,4:04.0,,D. White makes free throw 2 of 2,14,22
64,1,3:43.0,Turnover by P. Millsap (lost ball; steal by L. Aldridge),,14,22
65,1,3:34.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),14,24
66,1,3:22.0,Shooting foul by J. Poeltl (drawn by M. Beasley),,14,24
67,1,3:22.0,M. Beasley makes free throw 1 of 2,,15,24
68,1,3:22.0,M. Morris enters the game for P. Millsap,,15,24
69,1,3:22.0,M. Plumlee enters the game for J. Murray,,15,24
70,1,3:22.0,,M. Belinelli enters the game for B. Forbes,15,24
71,1,3:22.0,,R. Gay enters the game for J. Poeltl,15,24
72,1,3:22.0,,P. Mills enters the game for D. White,15,24
73,1,3:22.0,M. Beasley makes free throw 2 of 2,,16,24
74,1,3:01.0,,L. Aldridge misses 2-pt jump shot from 15 ft,16,24
75,1,2:58.0,Defensive rebound by M. Morris,,16,24
76,1,2:48.0,Turnover by M. Morris (lost ball; steal by L. Aldridge),,16,24
77,1,2:40.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by R. Gay),16,26
78,1,2:29.0,G. Harris misses 2-pt jump shot from 5 ft,,16,26
79,1,2:29.0,Offensive rebound by M. Morris,,16,26
80,1,2:18.0,M. Plumlee makes 2-pt hook shot from 6 ft,,18,26
81,1,2:01.0,,L. Aldridge misses 2-pt layup from 2 ft,18,26
82,1,2:01.0,Defensive rebound by M. Morris,,18,26
83,1,1:51.0,N. Jokić misses 3-pt jump shot from 26 ft,,18,26
84,1,1:46.0,,Defensive rebound by D. DeRozan,18,26
85,1,1:45.0,,Shooting foul by M. Plumlee (drawn by D. DeRozan),18,26
86,1,1:45.0,,D. DeRozan makes free throw 1 of 2,18,27
87,1,1:45.0,W. Barton enters the game for G. Harris,,18,27
88,1,1:45.0,T. Craig enters the game for N. Jokić,,18,27
89,1,1:45.0,,D. DeRozan makes free throw 2 of 2,18,28
90,1,1:36.0,Personal foul by P. Mills (drawn by M. Morris),,18,28
91,1,1:36.0,,D. Bertāns enters the game for D. DeRozan,18,28
92,1,1:31.0,T. Craig makes 2-pt dunk from 1 ft (assist by M. Plumlee),,20,28
93,1,1:12.0,,P. Mills makes 2-pt layup from 2 ft,20,30
94,1,0:53.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Beasley),,22,30
95,1,0:40.0,,Shooting foul by M. Plumlee (drawn by L. Aldridge),22,30
96,1,0:40.0,,L. Aldridge makes free throw 1 of 2,22,31
97,1,0:40.0,,L. Aldridge makes free throw 2 of 2,22,32
98,1,0:31.0,Offensive foul by M. Plumlee (drawn by P. Mills),,22,32
99,1,0:31.0,Turnover by M. Plumlee (offensive foul),,22,32
100,1,0:15.0,,M. Belinelli misses 2-pt jump shot from 17 ft,22,32
101,1,0:15.0,,Offensive rebound by L. Aldridge,22,32
102,1,0:14.0,,L. Aldridge makes 2-pt dunk from 1 ft,22,34
103,1,0:02.0,W. Barton misses 2-pt jump shot from 6 ft,,22,34
104,1,0:02.0,,Defensive rebound by R. Gay,22,34
105,2,11:47.0,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Beasley),,25,34
106,2,11:35.0,,M. Belinelli misses 3-pt jump shot from 26 ft,25,34
107,2,11:35.0,Defensive rebound by M. Morris,,25,34
108,2,11:29.0,M. Morris makes 2-pt layup from 1 ft,,27,34
109,2,11:28.0,,San Antonio full timeout,27,34
110,2,11:06.0,,R. Gay misses 2-pt jump shot from 15 ft,27,34
111,2,11:02.0,Defensive rebound by M. Beasley,,27,34
112,2,10:50.0,Personal foul by R. Gay (drawn by P. Millsap),,27,34
113,2,10:43.0,M. Morris misses 3-pt jump shot from 25 ft,,27,34
114,2,10:40.0,,Defensive rebound by R. Gay,27,34
115,2,10:32.0,,R. Gay misses 2-pt jump shot from 6 ft,27,34
116,2,10:27.0,,Offensive rebound by J. Poeltl,27,34
117,2,10:27.0,,J. Poeltl misses 2-pt layup from 1 ft,27,34
118,2,10:26.0,Defensive rebound by N. Jokić,,27,34
119,2,10:24.0,N. Jokić misses 2-pt layup from 6 ft,,27,34
120,2,10:15.0,Offensive rebound by W. Barton,,27,34
121,2,10:15.0,W. Barton misses 2-pt layup at rim,,27,34
122,2,10:14.0,,Defensive rebound by M. Belinelli,27,34
123,2,10:12.0,,Shooting foul by M. Morris (drawn by P. Mills),27,34
124,2,10:12.0,,P. Mills makes free throw 1 of 3,27,35
125,2,10:12.0,,P. Mills misses free throw 2 of 3,27,35
126,2,10:12.0,,Offensive rebound by Team,27,35
127,2,10:12.0,,P. Mills makes free throw 3 of 3,27,36
128,2,9:57.0,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),,29,36
129,2,9:45.0,,D. Bertāns makes 2-pt layup at rim (assist by J. Poeltl),29,38
130,2,9:28.0,M. Beasley misses 2-pt jump shot from 5 ft,,29,38
131,2,9:28.0,,Defensive rebound by M. Belinelli,29,38
132,2,9:14.0,,R. Gay misses 2-pt jump shot from 18 ft,29,38
133,2,9:11.0,Defensive rebound by P. Millsap,,29,38
134,2,9:04.0,W. Barton makes 3-pt jump shot from 26 ft (assist by M. Morris),,32,38
135,2,8:45.0,,Shooting foul by M. Morris (drawn by P. Mills),32,38
136,2,8:45.0,,P. Mills makes free throw 1 of 3,32,39
137,2,8:45.0,,P. Mills makes free throw 2 of 3,32,40
138,2,8:45.0,,D. DeRozan enters the game for M. Belinelli,32,40
139,2,8:45.0,,B. Forbes enters the game for D. Bertāns,32,40
140,2,8:45.0,,P. Mills makes free throw 3 of 3,32,41
141,2,8:28.0,Shooting foul by D. DeRozan (drawn by W. Barton),,32,41
142,2,8:28.0,W. Barton makes free throw 1 of 2,,33,41
143,2,8:28.0,W. Barton makes free throw 2 of 2,,34,41
144,2,8:12.0,,Shooting foul by M. Beasley (drawn by B. Forbes),34,41
145,2,8:12.0,,B. Forbes makes free throw 1 of 2,34,42
146,2,8:12.0,G. Harris enters the game for M. Beasley,,34,42
147,2,8:12.0,,B. Forbes makes free throw 2 of 2,34,43
148,2,8:02.0,G. Harris misses 3-pt jump shot from 25 ft,,34,43
149,2,7:58.0,,Defensive rebound by R. Gay,34,43
150,2,7:46.0,,Shooting foul by W. Barton (drawn by R. Gay),34,43
151,2,7:46.0,,R. Gay makes free throw 1 of 2,34,44
152,2,7:46.0,T. Craig enters the game for P. Millsap,,34,44
153,2,7:46.0,J. Murray enters the game for M. Morris,,34,44
154,2,7:46.0,,D. White enters the game for P. Mills,34,44
155,2,7:46.0,,R. Gay makes free throw 2 of 2,34,45
156,2,7:27.0,T. Craig makes 3-pt jump shot from 23 ft (assist by G. Harris),,37,45
157,2,7:07.0,,R. Gay misses 3-pt jump shot from 26 ft,37,45
158,2,7:04.0,Defensive rebound by W. Barton,,37,45
159,2,6:57.0,W. Barton misses 2-pt jump shot from 20 ft,,37,45
160,2,6:55.0,Offensive rebound by Team,,37,45
161,2,6:55.0,,L. Aldridge enters the game for J. Poeltl,37,45
162,2,6:47.0,N. Jokić makes 2-pt layup from 3 ft,,39,45
163,2,6:47.0,Shooting foul by L. Aldridge (drawn by N. Jokić),,39,45
164,2,6:47.0,,D. Bertāns enters the game for R. Gay,39,45
165,2,6:47.0,N. Jokić makes free throw 1 of 1,,40,45
166,2,6:43.0,,San Antonio full timeout,40,45
167,2,6:38.0,,B. Forbes misses 3-pt jump shot from 25 ft,40,45
168,2,6:35.0,Defensive rebound by T. Craig,,40,45
169,2,6:29.0,W. Barton misses 2-pt layup from 3 ft,,40,45
170,2,6:27.0,,Defensive rebound by D. White,40,45
171,2,6:18.0,,L. Aldridge misses 2-pt jump shot from 15 ft,40,45
172,2,6:15.0,Defensive rebound by J. Murray,,40,45
173,2,6:01.0,W. Barton misses 2-pt jump shot from 8 ft,,40,45
174,2,5:59.0,,Defensive rebound by B. Forbes,40,45
175,2,5:48.0,,D. White misses 2-pt jump shot from 12 ft,40,45
176,2,5:44.0,Defensive rebound by T. Craig,,40,45
177,2,5:37.0,W. Barton misses 2-pt layup from 3 ft (block by L. Aldridge),,40,45
178,2,5:36.0,,Defensive rebound by D. White,40,45
179,2,5:36.0,,Turnover by D. White (bad pass),40,45
180,2,5:36.0,P. Millsap enters the game for W. Barton,,40,45
181,2,5:36.0,,J. Poeltl enters the game for D. Bertāns,40,45
182,2,5:27.0,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),,43,45
183,2,5:18.0,,D. DeRozan misses 2-pt jump shot from 19 ft,43,45
184,2,5:18.0,Defensive rebound by G. Harris,,43,45
185,2,5:09.0,P. Millsap misses 3-pt jump shot from 27 ft,,43,45
186,2,5:07.0,,Defensive rebound by B. Forbes,43,45
187,2,4:58.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. White),43,47
188,2,4:38.0,N. Jokić misses 2-pt jump shot from 11 ft,,43,47
189,2,4:29.0,Offensive rebound by P. Millsap,,43,47
190,2,4:29.0,P. Millsap misses 2-pt layup at rim,,43,47
191,2,4:29.0,,Defensive rebound by L. Aldridge,43,47
192,2,4:27.0,,D. DeRozan makes 2-pt layup from 7 ft,43,49
193,2,4:07.0,N. Jokić misses 2-pt layup from 1 ft,,43,49
194,2,4:07.0,,Defensive rebound by Team,43,49
195,2,3:55.0,,D. DeRozan misses 2-pt jump shot from 20 ft,43,49
196,2,3:55.0,Defensive rebound by N. Jokić,,43,49
197,2,3:44.0,J. Murray makes 2-pt jump shot from 19 ft (assist by N. Jokić),,45,49
198,2,3:31.0,,D. DeRozan misses 2-pt layup from 4 ft,45,49
199,2,3:29.0,Defensive rebound by N. Jokić,,45,49
200,2,3:24.0,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Murray),,48,49
201,2,2:56.0,,L. Aldridge misses 3-pt jump shot from 23 ft,48,49
202,2,2:54.0,,Offensive rebound by J. Poeltl,48,49
203,2,2:47.0,,Offensive foul by B. Forbes (drawn by P. Millsap),48,49
204,2,2:47.0,,Turnover by B. Forbes (offensive foul),48,49
205,2,2:35.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,50,49
206,2,2:35.0,Shooting foul by J. Poeltl (drawn by N. Jokić),,50,49
207,2,2:35.0,N. Jokić makes free throw 1 of 1,,51,49
208,2,2:15.0,,Shooting foul by J. Murray (drawn by D. DeRozan),51,49
209,2,2:15.0,,D. DeRozan makes free throw 1 of 2,51,50
210,2,2:15.0,,R. Gay enters the game for J. Poeltl,51,50
211,2,2:15.0,,D. DeRozan makes free throw 2 of 2,51,51
212,2,2:02.0,P. Millsap misses 2-pt layup from 3 ft,,51,51
213,2,2:00.0,,Defensive rebound by L. Aldridge,51,51
214,2,1:47.0,,D. White misses 2-pt layup from 1 ft,51,51
215,2,1:44.0,,Offensive rebound by L. Aldridge,51,51
216,2,1:42.0,,B. Forbes misses 3-pt jump shot from 25 ft,51,51
217,2,1:36.0,Defensive rebound by P. Millsap,,51,51
218,2,1:35.0,Personal foul by B. Forbes (drawn by T. Craig),,51,51
219,2,1:35.0,T. Craig makes free throw 1 of 2,,52,51
220,2,1:35.0,T. Craig misses free throw 2 of 2,,52,51
221,2,1:34.0,,Defensive rebound by Team,52,51
222,2,1:34.0,Loose ball foul by P. Millsap (drawn by D. DeRozan),,52,51
223,2,1:34.0,,D. DeRozan makes free throw 1 of 2,52,52
224,2,1:34.0,,D. DeRozan misses free throw 2 of 2,52,52
225,2,1:32.0,Defensive rebound by N. Jokić,,52,52
226,2,1:22.0,J. Murray makes 2-pt jump shot from 8 ft (assist by N. Jokić),,54,52
227,2,0:57.0,,D. White misses 3-pt jump shot from 24 ft,54,52
228,2,0:54.0,Defensive rebound by T. Craig,,54,52
229,2,0:32.0,N. Jokić misses 2-pt hook shot from 4 ft,,54,52
230,2,0:30.0,,Defensive rebound by D. DeRozan,54,52
231,2,0:15.0,,D. DeRozan misses 2-pt jump shot from 10 ft,54,52
232,2,0:15.0,,Offensive rebound by L. Aldridge,54,52
233,2,0:12.0,,L. Aldridge makes 2-pt hook shot from 6 ft,54,54
234,2,0:00.0,J. Murray misses 3-pt jump shot from 26 ft,,54,54
235,2,0:00.0,Offensive rebound by Team,,54,54
236,3,11:50.0,J. Murray makes 2-pt jump shot from 10 ft,,56,54
237,3,11:28.0,,Shooting foul by T. Craig (drawn by J. Poeltl),56,54
238,3,11:28.0,,J. Poeltl makes free throw 1 of 2,56,55
239,3,11:28.0,,J. Poeltl makes free throw 2 of 2,56,56
240,3,11:17.0,P. Millsap makes 2-pt jump shot from 17 ft (assist by J. Murray),,58,56
241,3,11:01.0,,L. Aldridge makes 2-pt jump shot from 9 ft (assist by D. White),58,58
242,3,10:44.0,T. Craig misses 2-pt layup from 2 ft,,58,58
243,3,10:42.0,,Defensive rebound by D. DeRozan,58,58
244,3,10:36.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by B. Forbes),58,60
245,3,10:19.0,N. Jokić misses 3-pt jump shot from 25 ft,,58,60
246,3,10:17.0,,Defensive rebound by D. White,58,60
247,3,10:06.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by D. White),58,62
248,3,9:47.0,G. Harris makes 3-pt jump shot from 28 ft (assist by N. Jokić),,61,62
249,3,9:32.0,,D. White misses 2-pt layup from 4 ft,61,62
250,3,9:32.0,,Offensive rebound by J. Poeltl,61,62
251,3,9:17.0,,D. DeRozan misses 2-pt jump shot from 19 ft,61,62
252,3,9:15.0,Defensive rebound by G. Harris,,61,62
253,3,9:10.0,Personal foul by L. Aldridge (drawn by P. Millsap),,61,62
254,3,9:04.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),,64,62
255,3,8:42.0,,L. Aldridge makes 2-pt layup from 1 ft,64,64
256,3,8:32.0,Shooting foul by D. White (drawn by J. Murray),,64,64
257,3,8:32.0,J. Murray makes free throw 1 of 2,,65,64
258,3,8:32.0,J. Murray makes free throw 2 of 2,,66,64
259,3,8:20.0,,Shooting foul by T. Craig (drawn by D. White),66,64
260,3,8:20.0,,D. White misses free throw 1 of 2,66,64
261,3,8:20.0,,Offensive rebound by Team,66,64
262,3,8:20.0,,D. White makes free throw 2 of 2,66,65
263,3,7:55.0,T. Craig makes 3-pt jump shot from 26 ft (assist by G. Harris),,69,65
264,3,7:41.0,,San Antonio full timeout,69,65
265,3,7:41.0,,Turnover by (5 sec),69,65
266,3,7:29.0,P. Millsap misses 3-pt jump shot from 26 ft,,69,65
267,3,7:26.0,Offensive rebound by P. Millsap,,69,65
268,3,7:24.0,Shooting foul by J. Poeltl (drawn by N. Jokić),,69,65
269,3,7:24.0,N. Jokić makes free throw 1 of 2,,70,65
270,3,7:24.0,,R. Gay enters the game for J. Poeltl,70,65
271,3,7:24.0,N. Jokić makes free throw 2 of 2,,71,65
272,3,7:05.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by D. White),71,67
273,3,6:38.0,N. Jokić misses 3-pt jump shot from 26 ft,,71,67
274,3,6:35.0,,Defensive rebound by B. Forbes,71,67
275,3,6:24.0,,D. White makes 2-pt layup from 2 ft,71,69
276,3,6:24.0,Denver full timeout,,71,69
277,3,6:01.0,J. Murray makes 3-pt jump shot from 27 ft,,74,69
278,3,5:38.0,,L. Aldridge misses 2-pt jump shot from 16 ft,74,69
279,3,5:34.0,Defensive rebound by J. Murray,,74,69
280,3,5:21.0,J. Murray makes 2-pt dunk from 1 ft (assist by N. Jokić),,76,69
281,3,4:58.0,,B. Forbes makes 2-pt layup from 2 ft (assist by D. DeRozan),76,71
282,3,4:48.0,T. Craig makes 3-pt jump shot from 27 ft (assist by J. Murray),,79,71
283,3,4:26.0,,R. Gay misses 2-pt jump shot from 9 ft,79,71
284,3,4:24.0,Defensive rebound by G. Harris,,79,71
285,3,4:15.0,Shooting foul by R. Gay (drawn by N. Jokić),,79,71
286,3,4:15.0,N. Jokić makes free throw 1 of 2,,80,71
287,3,4:15.0,M. Beasley enters the game for T. Craig,,80,71
288,3,4:15.0,,M. Belinelli enters the game for D. DeRozan,80,71
289,3,4:15.0,,D. Bertāns enters the game for B. Forbes,80,71
290,3,4:15.0,,P. Mills enters the game for D. White,80,71
291,3,4:15.0,N. Jokić makes free throw 2 of 2,,81,71
292,3,3:55.0,,R. Gay misses 2-pt jump shot from 12 ft,81,71
293,3,3:50.0,,Offensive rebound by R. Gay,81,71
294,3,3:49.0,,Turnover by R. Gay (lost ball; steal by P. Millsap),81,71
295,3,3:43.0,M. Beasley misses 3-pt jump shot from 25 ft,,81,71
296,3,3:40.0,,Defensive rebound by R. Gay,81,71
297,3,3:29.0,,L. Aldridge misses 2-pt jump shot from 10 ft,81,71
298,3,3:28.0,,Offensive rebound by R. Gay,81,71
299,3,3:28.0,,R. Gay misses 2-pt layup from 2 ft (block by P. Millsap),81,71
300,3,3:27.0,Defensive rebound by Team,,81,71
301,3,3:18.0,Offensive foul by P. Millsap (drawn by M. Belinelli),,81,71
302,3,3:18.0,Turnover by P. Millsap (offensive foul),,81,71
303,3,3:18.0,M. Plumlee enters the game for P. Millsap,,81,71
304,3,3:01.0,,Shooting foul by N. Jokić (drawn by L. Aldridge),81,71
305,3,3:01.0,,L. Aldridge makes free throw 1 of 2,81,72
306,3,3:01.0,M. Morris enters the game for J. Murray,,81,72
307,3,3:01.0,,L. Aldridge misses free throw 2 of 2,81,72
308,3,2:58.0,Defensive rebound by N. Jokić,,81,72
309,3,2:44.0,Personal foul by M. Belinelli (drawn by N. Jokić),,81,72
310,3,2:44.0,N. Jokić makes free throw 1 of 2,,82,72
311,3,2:44.0,W. Barton enters the game for G. Harris,,82,72
312,3,2:44.0,N. Jokić makes free throw 2 of 2,,83,72
313,3,2:31.0,,P. Mills misses 3-pt jump shot from 24 ft,83,72
314,3,2:29.0,Defensive rebound by W. Barton,,83,72
315,3,2:25.0,M. Morris misses 2-pt layup from 2 ft,,83,72
316,3,2:23.0,,Defensive rebound by M. Belinelli,83,72
317,3,2:08.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by R. Gay),83,74
318,3,2:08.0,Violation by Team (def goaltending),,83,74
319,3,1:49.0,N. Jokić makes 2-pt jump shot from 11 ft,,85,74
320,3,1:41.0,,Personal foul by N. Jokić (drawn by L. Aldridge),85,74
321,3,1:41.0,T. Craig enters the game for N. Jokić,,85,74
322,3,1:33.0,,Turnover by M. Belinelli (lost ball; steal by T. Craig),85,74
323,3,1:30.0,Shooting foul by D. Bertāns (drawn by W. Barton),,85,74
324,3,1:30.0,W. Barton makes free throw 1 of 2,,86,74
325,3,1:30.0,,D. Motiejūnas enters the game for L. Aldridge,86,74
326,3,1:30.0,W. Barton misses free throw 2 of 2,,86,74
327,3,1:28.0,,Defensive rebound by D. Motiejūnas,86,74
328,3,1:16.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by P. Mills),86,76
329,3,1:00.0,M. Morris makes 2-pt jump shot from 10 ft (assist by M. Plumlee),,88,76
330,3,1:00.0,Shooting foul by D. Motiejūnas (drawn by M. Morris),,88,76
331,3,1:00.0,M. Morris makes free throw 1 of 1,,89,76
332,3,0:51.0,,Shooting foul by M. Plumlee (drawn by P. Mills),89,76
333,3,0:51.0,,P. Mills misses free throw 1 of 2,89,76
334,3,0:51.0,,Offensive rebound by Team,89,76
335,3,0:51.0,,P. Mills makes free throw 2 of 2,89,77
336,3,0:34.0,M. Morris makes 2-pt layup from 1 ft,,91,77
337,3,0:15.0,,D. Motiejūnas makes 2-pt hook shot from 4 ft (assist by P. Mills),91,79
338,3,0:00.0,Turnover by M. Morris (bad pass; steal by P. Mills),,91,79
339,4,11:45.0,,D. Bertāns makes 2-pt jump shot from 7 ft,91,81
340,4,11:31.0,M. Beasley misses 3-pt jump shot from 26 ft,,91,81
341,4,11:28.0,Offensive rebound by M. Morris,,91,81
342,4,11:26.0,M. Morris makes 2-pt jump shot from 17 ft,,93,81
343,4,11:12.0,,M. Belinelli misses 2-pt jump shot from 23 ft,93,81
344,4,11:10.0,Defensive rebound by T. Craig,,93,81
345,4,10:58.0,W. Barton misses 2-pt layup from 2 ft,,93,81
346,4,10:55.0,,Defensive rebound by J. Poeltl,93,81
347,4,10:54.0,,Shooting foul by T. Craig (drawn by D. Bertāns),93,81
348,4,10:54.0,,D. Bertāns makes free throw 1 of 2,93,82
349,4,10:54.0,,D. Bertāns misses free throw 2 of 2,93,82
350,4,10:50.0,Defensive rebound by T. Craig,,93,82
351,4,10:38.0,M. Morris misses 2-pt jump shot from 14 ft,,93,82
352,4,10:34.0,,Defensive rebound by P. Mills,93,82
353,4,10:29.0,,P. Mills misses 2-pt layup from 2 ft,93,82
354,4,10:29.0,Defensive rebound by W. Barton,,93,82
355,4,10:22.0,T. Craig makes 3-pt jump shot from 26 ft (assist by W. Barton),,96,82
356,4,10:02.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by D. Bertāns),96,84
357,4,9:39.0,M. Plumlee makes 2-pt hook shot from 5 ft,,98,84
358,4,9:25.0,,P. Mills makes 2-pt layup from 1 ft,98,86
359,4,9:10.0,W. Barton makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,101,86
360,4,9:09.0,,San Antonio full timeout,101,86
361,4,8:55.0,,P. Mills makes 2-pt layup from 2 ft,101,88
362,4,8:38.0,M. Beasley makes 2-pt jump shot from 5 ft (assist by M. Morris),,103,88
363,4,8:26.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Mills),103,90
364,4,8:07.0,Turnover by M. Morris (bad pass),,103,90
365,4,7:59.0,,Personal foul by M. Morris (drawn by P. Mills),103,90
366,4,7:51.0,,D. Bertāns misses 3-pt jump shot from 26 ft,103,90
367,4,7:45.0,,Offensive rebound by D. DeRozan,103,90
368,4,7:43.0,,D. DeRozan makes 2-pt dunk at rim,103,92
369,4,7:43.0,Denver full timeout,,103,92
370,4,7:43.0,G. Harris enters the game for W. Barton,,103,92
371,4,7:43.0,N. Jokić enters the game for M. Morris,,103,92
372,4,7:43.0,J. Murray enters the game for M. Plumlee,,103,92
373,4,7:43.0,,D. White enters the game for M. Belinelli,103,92
374,4,7:26.0,T. Craig makes 3-pt jump shot from 26 ft (assist by N. Jokić),,106,92
375,4,7:05.0,,P. Mills misses 3-pt jump shot from 25 ft,106,92
376,4,7:02.0,Defensive rebound by T. Craig,,106,92
377,4,6:44.0,T. Craig misses 3-pt jump shot from 26 ft,,106,92
378,4,6:41.0,,Defensive rebound by P. Mills,106,92
379,4,6:34.0,,J. Poeltl misses 2-pt layup from 2 ft,106,92
380,4,6:31.0,Defensive rebound by M. Beasley,,106,92
381,4,6:31.0,,B. Forbes enters the game for P. Mills,106,92
382,4,6:14.0,J. Murray makes 2-pt jump shot from 16 ft,,108,92
383,4,5:53.0,,B. Forbes misses 2-pt layup from 3 ft (block by T. Craig),108,92
384,4,5:53.0,Defensive rebound by G. Harris,,108,92
385,4,5:53.0,Personal foul by D. DeRozan (drawn by G. Harris),,108,92
386,4,5:44.0,J. Murray misses 2-pt jump shot from 16 ft,,108,92
387,4,5:40.0,,Defensive rebound by J. Poeltl,108,92
