,QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
33,1,7:38.0,,B. Griffin misses 2-pt jump shot from 12 ft,14,10
34,1,7:37.0,,Offensive rebound by B. Griffin,14,10
35,1,7:35.0,,Shooting foul by B. Adebayo (drawn by B. Griffin),14,10
36,1,7:35.0,,B. Griffin misses free throw 1 of 2,14,10
37,1,7:35.0,,Offensive rebound by Team,14,10
38,1,7:35.0,,B. Griffin misses free throw 2 of 2,14,10
39,1,7:33.0,Defensive rebound by J. Winslow,,14,10
40,1,7:26.0,Personal foul by G. Robinson (drawn by J. Richardson),,14,10
41,1,7:21.0,Personal foul by B. Brown (drawn by J. Richardson),,14,10
42,1,7:06.0,R. McGruder misses 2-pt jump shot from 10 ft,,14,10
43,1,7:05.0,,Defensive rebound by A. Drummond,14,10
44,1,6:59.0,,G. Robinson makes 3-pt jump shot from 24 ft (assist by B. Griffin),14,13
45,1,6:48.0,Turnover by J. Winslow (step out of bounds),,14,13
46,1,6:48.0,,L. Galloway enters the game for B. Brown,14,13
47,1,6:34.0,,Turnover by G. Robinson (lost ball; steal by B. Adebayo),14,13
48,1,6:27.0,J. Winslow misses 2-pt jump shot from 7 ft,,14,13
49,1,6:25.0,,Defensive rebound by A. Drummond,14,13
50,1,6:22.0,,Shooting foul by R. McGruder (drawn by R. Jackson),14,13
51,1,6:22.0,,R. Jackson makes free throw 1 of 2,14,14
52,1,6:22.0,D. Wade enters the game for J. Richardson,,14,14
53,1,6:22.0,,R. Jackson makes free throw 2 of 2,14,15
54,1,6:07.0,J. Winslow misses 2-pt jump shot from 10 ft,,14,15
55,1,6:04.0,,Defensive rebound by A. Drummond,14,15
56,1,6:00.0,,R. Jackson misses 3-pt jump shot from 27 ft,14,15
57,1,5:57.0,,Offensive rebound by L. Galloway,14,15
58,1,5:49.0,,Shooting foul by B. Adebayo (drawn by B. Griffin),14,15
59,1,5:49.0,,B. Griffin makes free throw 1 of 2,14,16
60,1,5:49.0,K. Olynyk enters the game for B. Adebayo,,14,16
61,1,5:49.0,,B. Griffin makes free throw 2 of 2,14,17
62,1,5:34.0,G. Dragić misses 3-pt jump shot from 23 ft,,14,17
63,1,5:29.0,,Defensive rebound by L. Galloway,14,17
64,1,5:23.0,,A. Drummond misses 2-pt layup from 2 ft,14,17
65,1,5:21.0,,Offensive rebound by Team,14,17
66,1,5:17.0,,Turnover by R. Jackson (bad pass),14,17
67,1,5:17.0,D. Jones enters the game for J. Winslow,,14,17
68,1,5:06.0,D. Wade misses 2-pt layup from 4 ft (block by G. Robinson),,14,17
69,1,5:03.0,,Defensive rebound by G. Robinson,14,17
70,1,4:58.0,,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),14,19
71,1,4:38.0,Turnover by D. Jones (bad pass; steal by B. Griffin),,14,19
72,1,4:36.0,Violation by Team (kicked ball),,14,19
73,1,4:36.0,T. Johnson enters the game for G. Dragić,,14,19
74,1,4:36.0,J. Richardson enters the game for R. McGruder,,14,19
75,1,4:36.0,,S. Johnson enters the game for R. Jackson,14,19
76,1,4:36.0,,I. Smith enters the game for G. Robinson,14,19
77,1,4:24.0,,B. Griffin misses 2-pt layup from 5 ft,14,19
78,1,4:22.0,Defensive rebound by K. Olynyk,,14,19
79,1,4:18.0,Turnover by D. Wade (bad pass; steal by I. Smith),,14,19
80,1,4:13.0,,B. Griffin misses 3-pt jump shot from 27 ft,14,19
81,1,4:09.0,,Offensive rebound by A. Drummond,14,19
82,1,4:09.0,,A. Drummond misses 2-pt layup from 1 ft,14,19
83,1,4:09.0,,Offensive rebound by A. Drummond,14,19
84,1,4:09.0,,A. Drummond makes 2-pt layup at rim,14,21
85,1,4:09.0,,Shooting foul by D. Jones (drawn by A. Drummond),14,21
86,1,4:09.0,,A. Drummond misses free throw 1 of 1,14,21
87,1,4:07.0,Defensive rebound by D. Jones,,14,21
88,1,4:04.0,Miami full timeout,,14,21
89,1,4:04.0,,Z. Pachulia enters the game for A. Drummond,14,21
90,1,3:53.0,T. Johnson misses 2-pt jump shot from 20 ft,,14,21
91,1,3:50.0,,Defensive rebound by B. Griffin,14,21
92,1,3:27.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by L. Galloway),14,23
93,1,3:11.0,D. Jones misses 2-pt layup from 5 ft,,14,23
94,1,3:11.0,,Defensive rebound by B. Griffin,14,23
95,1,3:04.0,,L. Galloway misses 3-pt jump shot from 28 ft,14,23
96,1,3:01.0,Defensive rebound by J. Richardson,,14,23
97,1,2:52.0,J. Richardson makes 2-pt layup from 3 ft (assist by K. Olynyk),,16,23
98,1,2:28.0,,B. Griffin misses 2-pt jump shot from 9 ft,16,23
99,1,2:27.0,Defensive rebound by D. Jones,,16,23
100,1,2:21.0,K. Olynyk misses 3-pt jump shot from 26 ft,,16,23
101,1,2:17.0,,Defensive rebound by I. Smith,16,23
102,1,2:10.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by K. Olynyk),16,23
103,1,2:09.0,Defensive rebound by Team,,16,23
104,1,2:09.0,,J. Leuer enters the game for B. Griffin,16,23
105,1,1:54.0,Turnover by T. Johnson (out of bounds lost ball),,16,23
106,1,1:35.0,,L. Galloway misses 3-pt jump shot from 22 ft,16,23
107,1,1:31.0,Defensive rebound by K. Olynyk,,16,23
108,1,1:21.0,D. Wade misses 2-pt jump shot from 19 ft,,16,23
109,1,1:17.0,Offensive rebound by D. Jones,,16,23
110,1,1:16.0,D. Jones makes 2-pt layup from 1 ft,,18,23
111,1,1:03.0,,Turnover by Z. Pachulia (lost ball; steal by K. Olynyk),18,23
112,1,0:59.0,D. Wade makes 2-pt dunk from 1 ft (assist by K. Olynyk),,20,23
113,1,0:55.0,,Shooting foul by T. Johnson (drawn by L. Galloway),20,23
114,1,0:55.0,,L. Galloway misses free throw 1 of 2,20,23
115,1,0:55.0,,Offensive rebound by Team,20,23
116,1,0:55.0,,L. Galloway makes free throw 2 of 2,20,24
117,1,0:52.0,Personal foul by Z. Pachulia (drawn by K. Olynyk),,20,24
118,1,0:45.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Richardson),,23,24
119,1,0:31.0,,Turnover by Z. Pachulia (out of bounds lost ball),23,24
120,1,0:21.0,D. Jones makes 2-pt dunk at rim (assist by J. Richardson),,25,24
121,1,0:03.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by I. Smith),25,27
122,1,0:00.0,T. Johnson makes 3-pt jump shot from 37 ft,,28,27
123,2,11:46.0,Turnover by T. Johnson (bad pass; steal by L. Galloway),,28,27
124,2,11:39.0,,L. Galloway misses 2-pt jump shot from 22 ft,28,27
125,2,11:35.0,,Offensive rebound by A. Drummond,28,27
126,2,11:27.0,,A. Drummond misses 2-pt layup from 2 ft,28,27
127,2,11:23.0,,Offensive rebound by A. Drummond,28,27
128,2,11:23.0,,A. Drummond misses 2-pt layup from 1 ft,28,27
129,2,11:23.0,Defensive rebound by D. Jones,,28,27
130,2,11:21.0,D. Wade misses 2-pt jump shot from 16 ft,,28,27
131,2,11:21.0,Offensive rebound by Team,,28,27
132,2,11:13.0,Turnover by D. Wade (traveling),,28,27
133,2,11:11.0,,Shooting foul by J. Richardson (drawn by A. Drummond),28,27
134,2,11:11.0,,A. Drummond misses free throw 1 of 2,28,27
135,2,11:11.0,,Offensive rebound by Team,28,27
136,2,11:11.0,,A. Drummond misses free throw 2 of 2,28,27
137,2,11:11.0,,Offensive rebound by J. Leuer,28,27
138,2,11:07.0,,I. Smith misses 3-pt jump shot from 26 ft,28,27
139,2,11:02.0,Defensive rebound by D. Jones,,28,27
140,2,10:59.0,Personal foul by I. Smith (drawn by T. Johnson),,28,27
141,2,10:54.0,J. Richardson makes 2-pt layup from 2 ft,,30,27
142,2,10:38.0,,A. Drummond makes 2-pt layup from 2 ft (assist by L. Galloway),30,29
143,2,10:28.0,K. Olynyk misses 3-pt jump shot from 26 ft,,30,29
144,2,10:25.0,,Defensive rebound by J. Leuer,30,29
145,2,10:25.0,,R. Jackson enters the game for L. Galloway,30,29
146,2,10:14.0,,Turnover by I. Smith (bad pass),30,29
147,2,10:01.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,33,29
148,2,9:50.0,,Turnover by A. Drummond (lost ball; steal by T. Johnson),33,29
149,2,9:44.0,D. Wade makes 2-pt layup from 1 ft,,35,29
150,2,9:38.0,,Detroit full timeout,35,29
151,2,9:38.0,,B. Griffin enters the game for S. Johnson,35,29
152,2,9:38.0,,G. Robinson enters the game for J. Leuer,35,29
153,2,9:19.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by I. Smith),35,31
154,2,9:06.0,D. Jones misses 2-pt dunk from 2 ft,,35,31
155,2,9:06.0,Offensive rebound by Team,,35,31
156,2,9:05.0,Turnover by D. Jones (illegal assist),,35,31
157,2,8:55.0,,G. Robinson makes 3-pt jump shot from 25 ft (assist by I. Smith),35,34
158,2,8:33.0,D. Wade misses 2-pt jump shot from 14 ft,,35,34
159,2,8:31.0,,Defensive rebound by A. Drummond,35,34
160,2,8:21.0,,G. Robinson misses 2-pt layup from 3 ft,35,34
161,2,8:18.0,,Offensive rebound by A. Drummond,35,34
162,2,8:18.0,,A. Drummond makes 2-pt layup from 1 ft,35,36
163,2,8:17.0,Miami full timeout,,35,36
164,2,8:17.0,R. McGruder enters the game for D. Wade,,35,36
165,2,8:17.0,,J. Calderón enters the game for I. Smith,35,36
166,2,8:12.0,Personal foul by R. Jackson (drawn by J. Richardson),,35,36
167,2,8:06.0,J. Richardson misses 2-pt jump shot from 13 ft,,35,36
168,2,8:04.0,,Defensive rebound by Team,35,36
169,2,7:44.0,,R. Jackson misses 3-pt jump shot from 26 ft,35,36
170,2,7:42.0,,Offensive rebound by A. Drummond,35,36
171,2,7:42.0,,A. Drummond makes 2-pt layup from 1 ft,35,38
172,2,7:42.0,,Shooting foul by K. Olynyk (drawn by A. Drummond),35,38
173,2,7:42.0,G. Dragić enters the game for D. Jones,,35,38
174,2,7:42.0,J. Winslow enters the game for J. Richardson,,35,38
175,2,7:42.0,,A. Drummond makes free throw 1 of 1,35,39
176,2,7:29.0,R. McGruder makes 2-pt jump shot from 7 ft (assist by K. Olynyk),,37,39
177,2,7:15.0,,B. Griffin misses 2-pt hook shot from 10 ft,37,39
178,2,7:13.0,Defensive rebound by G. Dragić,,37,39
179,2,6:58.0,K. Olynyk misses 3-pt jump shot from 26 ft,,37,39
180,2,6:55.0,,Defensive rebound by R. Jackson,37,39
181,2,6:51.0,,Turnover by A. Drummond (out of bounds lost ball),37,39
182,2,6:51.0,B. Adebayo enters the game for K. Olynyk,,37,39
183,2,6:37.0,Turnover by R. McGruder (bad pass; steal by G. Robinson),,37,39
184,2,6:24.0,,B. Griffin misses 2-pt layup from 6 ft,37,39
185,2,6:23.0,Defensive rebound by J. Winslow,,37,39
186,2,6:18.0,T. Johnson makes 2-pt layup from 4 ft,,39,39
187,2,6:18.0,Shooting foul by J. Calderón (drawn by T. Johnson),,39,39
188,2,6:18.0,T. Johnson makes free throw 1 of 1,,40,39
189,2,6:03.0,,J. Calderón misses 3-pt jump shot from 26 ft,40,39
190,2,6:00.0,Defensive rebound by B. Adebayo,,40,39
191,2,5:59.0,Personal foul by A. Drummond (drawn by B. Adebayo),,40,39
192,2,5:59.0,W. Ellington enters the game for T. Johnson,,40,39
193,2,5:49.0,Turnover by G. Dragić (out of bounds lost ball),,40,39
194,2,5:41.0,,Personal foul by R. McGruder (drawn by R. Jackson),40,39
195,2,5:29.0,,B. Griffin misses 2-pt layup from 4 ft,40,39
196,2,5:29.0,,Offensive rebound by Team,40,39
197,2,5:15.0,,B. Griffin misses 3-pt jump shot from 23 ft,40,39
198,2,5:12.0,Defensive rebound by W. Ellington,,40,39
199,2,5:08.0,W. Ellington misses 3-pt jump shot from 25 ft,,40,39
200,2,5:06.0,,Defensive rebound by R. Jackson,40,39
201,2,4:53.0,,G. Robinson makes 2-pt jump shot from 9 ft (assist by B. Griffin),40,41
202,2,4:39.0,G. Dragić makes 2-pt layup from 2 ft,,42,41
203,2,4:28.0,,R. Jackson makes 2-pt jump shot from 16 ft,42,43
204,2,4:18.0,G. Dragić misses 2-pt jump shot from 14 ft,,42,43
205,2,4:16.0,Offensive rebound by B. Adebayo,,42,43
206,2,4:01.0,J. Winslow misses 3-pt jump shot from 25 ft,,42,43
207,2,3:59.0,,Defensive rebound by A. Drummond,42,43
208,2,3:50.0,,J. Calderón misses 2-pt layup from 2 ft (block by G. Dragić),42,43
209,2,3:47.0,Defensive rebound by J. Winslow,,42,43
210,2,3:46.0,Shooting foul by G. Robinson (drawn by J. Winslow),,42,43
211,2,3:46.0,J. Winslow makes free throw 1 of 2,,43,43
212,2,3:46.0,J. Richardson enters the game for R. McGruder,,43,43
213,2,3:46.0,J. Winslow makes free throw 2 of 2,,44,43
214,2,3:42.0,,Detroit full timeout,44,43
215,2,3:25.0,,Shooting foul by J. Richardson (drawn by R. Jackson),44,43
216,2,3:25.0,,R. Jackson makes free throw 1 of 2,44,44
217,2,3:25.0,,R. Jackson makes free throw 2 of 2,44,45
218,2,3:11.0,W. Ellington misses 3-pt jump shot from 25 ft,,44,45
219,2,3:06.0,,Defensive rebound by A. Drummond,44,45
220,2,3:05.0,,Shooting foul by W. Ellington (drawn by B. Griffin),44,45
221,2,3:05.0,,B. Griffin makes free throw 1 of 2,44,46
222,2,3:05.0,,L. Galloway enters the game for J. Calderón,44,46
223,2,3:05.0,,B. Griffin makes free throw 2 of 2,44,47
224,2,2:53.0,J. Richardson misses 2-pt layup from 6 ft,,44,47
225,2,2:50.0,Offensive rebound by J. Richardson,,44,47
226,2,2:43.0,B. Adebayo misses 2-pt hook shot from 8 ft,,44,47
227,2,2:43.0,,Defensive rebound by A. Drummond,44,47
228,2,2:33.0,,G. Robinson makes 2-pt layup from 2 ft (assist by R. Jackson),44,49
229,2,2:23.0,G. Dragić misses 2-pt layup from 6 ft,,44,49
230,2,2:19.0,Offensive rebound by G. Dragić,,44,49
231,2,2:19.0,G. Dragić misses 2-pt layup from 1 ft,,44,49
232,2,2:19.0,Offensive rebound by G. Dragić,,44,49
233,2,2:19.0,Shooting foul by G. Robinson (drawn by G. Dragić),,44,49
234,2,2:19.0,G. Dragić makes free throw 1 of 2,,45,49
235,2,2:19.0,R. McGruder enters the game for W. Ellington,,45,49
236,2,2:19.0,D. Wade enters the game for J. Richardson,,45,49
237,2,2:19.0,,S. Johnson enters the game for G. Robinson,45,49
238,2,2:19.0,G. Dragić makes free throw 2 of 2,,46,49
239,2,2:08.0,,Turnover by R. Jackson (bad pass; steal by B. Adebayo),46,49
240,2,1:50.0,R. McGruder misses 3-pt jump shot from 25 ft,,46,49
241,2,1:47.0,,Defensive rebound by S. Johnson,46,49
242,2,1:41.0,,B. Griffin misses 3-pt jump shot from 26 ft,46,49
243,2,1:36.0,Defensive rebound by B. Adebayo,,46,49
244,2,1:28.0,Shooting foul by R. Jackson (drawn by G. Dragić),,46,49
245,2,1:28.0,G. Dragić makes free throw 1 of 2,,47,49
246,2,1:28.0,T. Johnson enters the game for R. McGruder,,47,49
247,2,1:28.0,G. Dragić makes free throw 2 of 2,,48,49
248,2,1:15.0,,B. Griffin misses 2-pt layup from 3 ft,48,49
249,2,1:15.0,Defensive rebound by T. Johnson,,48,49
250,2,1:10.0,Turnover by D. Wade (bad pass; steal by L. Galloway),,48,49
251,2,1:06.0,,B. Griffin makes 2-pt dunk from 1 ft (assist by L. Galloway),48,51
252,2,0:53.0,Shooting foul by B. Griffin (drawn by D. Wade),,48,51
253,2,0:53.0,D. Wade misses free throw 1 of 2,,48,51
254,2,0:53.0,Offensive rebound by Team,,48,51
255,2,0:53.0,D. Wade makes free throw 2 of 2,,49,51
256,2,0:38.0,,S. Johnson misses 3-pt jump shot from 24 ft,49,51
257,2,0:35.0,,Offensive rebound by B. Griffin,49,51
258,2,0:30.0,,R. Jackson misses 3-pt jump shot from 27 ft,49,51
259,2,0:28.0,Defensive rebound by G. Dragić,,49,51
260,2,0:26.0,D. Wade makes 2-pt dunk from 1 ft (assist by G. Dragić),,51,51
261,2,0:04.0,,Turnover by S. Johnson (lost ball; steal by J. Winslow),51,51
262,2,0:01.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Winslow),,53,51
263,2,0:00.0,,Personal foul by B. Adebayo (drawn by B. Griffin),53,51
264,2,0:00.0,,B. Griffin makes free throw 1 of 2,53,52
265,2,0:00.0,D. Jones enters the game for G. Dragić,,53,52
266,2,0:00.0,,B. Griffin makes free throw 2 of 2,53,53
267,3,11:47.0,Shooting foul by G. Robinson (drawn by R. McGruder),,53,53
268,3,11:47.0,R. McGruder misses free throw 1 of 2,,53,53
269,3,11:47.0,Offensive rebound by Team,,53,53
270,3,11:47.0,R. McGruder misses free throw 2 of 2,,53,53
271,3,11:45.0,,Defensive rebound by B. Griffin,53,53
272,3,11:31.0,,G. Robinson misses 2-pt hook shot from 10 ft,53,53
273,3,11:29.0,Defensive rebound by J. Richardson,,53,53
274,3,11:26.0,J. Winslow misses 2-pt jump shot from 10 ft,,53,53
275,3,11:22.0,,Defensive rebound by B. Griffin,53,53
276,3,11:19.0,,B. Brown misses 2-pt layup from 4 ft (block by J. Richardson),53,53
277,3,11:17.0,Defensive rebound by J. Richardson,,53,53
278,3,11:10.0,R. McGruder misses 2-pt layup from 6 ft,,53,53
279,3,11:09.0,,Defensive rebound by Team,53,53
280,3,11:09.0,,Personal foul by R. McGruder (drawn by A. Drummond),53,53
281,3,11:09.0,,L. Galloway enters the game for G. Robinson,53,53
282,3,10:50.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by B. Griffin),53,56
283,3,10:36.0,G. Dragić misses 3-pt jump shot from 27 ft,,53,56
284,3,10:33.0,Offensive rebound by J. Richardson,,53,56
285,3,10:31.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by B. Adebayo),,56,56
286,3,10:15.0,,B. Griffin misses 3-pt jump shot from 24 ft,56,56
287,3,10:13.0,Defensive rebound by J. Richardson,,56,56
288,3,10:06.0,G. Dragić makes 2-pt layup from 3 ft,,58,56
289,3,9:54.0,,R. Jackson misses 2-pt layup from 3 ft (block by J. Richardson),58,56
290,3,9:51.0,,Offensive rebound by R. Jackson,58,56
291,3,9:41.0,,B. Griffin makes 3-pt jump shot from 24 ft,58,59
292,3,9:26.0,Turnover by G. Dragić (offensive foul),,58,59
293,3,9:26.0,Offensive foul by G. Dragić (drawn by R. Jackson),,58,59
294,3,9:17.0,,R. Jackson misses 2-pt jump shot from 17 ft,58,59
295,3,9:12.0,,R. Jackson misses 2-pt layup from 2 ft,58,59
296,3,9:13.0,,Offensive rebound by R. Jackson,58,59
297,3,9:12.0,Defensive rebound by R. McGruder,,58,59
298,3,9:08.0,Shooting foul by L. Galloway (drawn by J. Winslow),,58,59
299,3,9:08.0,J. Winslow misses free throw 1 of 2,,58,59
300,3,9:08.0,Offensive rebound by Team,,58,59
301,3,9:08.0,,I. Smith enters the game for R. Jackson,58,59
302,3,9:08.0,J. Winslow misses free throw 2 of 2,,58,59
303,3,9:06.0,,Defensive rebound by B. Griffin,58,59
304,3,8:55.0,,I. Smith misses 2-pt jump shot from 8 ft,58,59
305,3,8:54.0,,Offensive rebound by A. Drummond,58,59
306,3,8:53.0,,A. Drummond misses 2-pt layup from 2 ft,58,59
307,3,8:49.0,Defensive rebound by B. Adebayo,,58,59
308,3,8:46.0,J. Winslow makes 2-pt layup from 6 ft,,60,59
309,3,8:38.0,,Shooting foul by J. Richardson (drawn by L. Galloway),60,59
310,3,8:38.0,,L. Galloway misses free throw 1 of 3,60,59
311,3,8:38.0,,Offensive rebound by Team,60,59
312,3,8:38.0,,L. Galloway makes free throw 2 of 3,60,60
313,3,8:38.0,,L. Galloway makes free throw 3 of 3,60,61
314,3,8:28.0,B. Adebayo makes 2-pt jump shot from 11 ft (assist by G. Dragić),,62,61
315,3,8:04.0,,I. Smith misses 2-pt layup from 3 ft (block by B. Adebayo),62,61
316,3,8:01.0,Defensive rebound by G. Dragić,,62,61
317,3,7:57.0,B. Adebayo makes 2-pt layup from 3 ft (assist by J. Winslow),,64,61
318,3,7:57.0,Violation by Team (delay of game),,64,61
319,3,7:46.0,,Personal foul by J. Winslow (drawn by B. Griffin),64,61
320,3,7:36.0,,B. Griffin misses 3-pt jump shot from 26 ft,64,61
321,3,7:31.0,,Offensive rebound by L. Galloway,64,61
322,3,7:20.0,,A. Drummond makes 2-pt layup from 2 ft,64,63
323,3,7:12.0,Personal foul by B. Griffin (drawn by B. Adebayo),,64,63
324,3,6:59.0,J. Richardson misses 2-pt jump shot from 17 ft,,64,63
325,3,6:57.0,,Defensive rebound by A. Drummond,64,63
326,3,6:47.0,,I. Smith makes 2-pt jump shot from 4 ft (assist by A. Drummond),64,65
327,3,6:29.0,G. Dragić makes 2-pt layup from 3 ft,,66,65
328,3,6:29.0,,Violation by Team (def goaltending),66,65
329,3,6:03.0,,A. Drummond misses 2-pt layup from 5 ft,66,65
330,3,6:01.0,Defensive rebound by J. Winslow,,66,65
331,3,5:59.0,G. Dragić makes 2-pt layup at rim (assist by J. Winslow),,68,65
332,3,5:59.0,,Detroit full timeout,68,65
333,3,5:43.0,,I. Smith misses 3-pt jump shot from 23 ft,68,65
334,3,5:39.0,Defensive rebound by G. Dragić,,68,65
335,3,5:29.0,J. Winslow makes 3-pt jump shot from 27 ft (assist by G. Dragić),,71,65
336,3,5:14.0,,L. Galloway makes 2-pt layup from 2 ft (assist by A. Drummond),71,67
337,3,4:51.0,R. McGruder misses 2-pt layup from 4 ft (block by A. Drummond),,71,67
338,3,4:51.0,Offensive rebound by Team,,71,67
339,3,4:51.0,K. Olynyk enters the game for B. Adebayo,,71,67
340,3,4:51.0,D. Wade enters the game for J. Richardson,,71,67
341,3,4:51.0,,R. Jackson enters the game for B. Brown,71,67
342,3,4:51.0,,Z. Pachulia enters the game for A. Drummond,71,67
343,3,4:46.0,K. Olynyk misses 3-pt jump shot from 26 ft,,71,67
344,3,4:42.0,,Defensive rebound by B. Griffin,71,67
345,3,4:40.0,,Personal foul by J. Winslow (drawn by B. Griffin),71,67
346,3,4:29.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by B. Griffin),71,70
347,3,4:13.0,D. Wade makes 2-pt layup from 1 ft,,73,70
348,3,4:00.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by I. Smith),73,73
349,3,3:52.0,Personal foul by I. Smith (drawn by K. Olynyk),,73,73
350,3,3:47.0,Personal foul by Z. Pachulia (drawn by K. Olynyk),,73,73
351,3,3:47.0,K. Olynyk misses free throw 1 of 2,,73,73
352,3,3:47.0,Offensive rebound by Team,,73,73
353,3,3:47.0,K. Olynyk makes free throw 2 of 2,,74,73
354,3,3:33.0,,L. Galloway makes 2-pt jump shot from 21 ft (assist by B. Griffin),74,75
355,3,3:13.0,G. Dragić misses 3-pt jump shot from 23 ft,,74,75
356,3,3:12.0,Offensive rebound by Team,,74,75
357,3,3:12.0,Personal foul by B. Griffin (drawn by K. Olynyk),,74,75
358,3,3:12.0,T. Johnson enters the game for G. Dragić,,74,75
359,3,3:12.0,D. Jones enters the game for J. Winslow,,74,75
360,3,3:12.0,K. Olynyk makes free throw 1 of 2,,75,75
361,3,3:12.0,K. Olynyk makes free throw 2 of 2,,76,75
362,3,3:01.0,,L. Galloway misses 2-pt layup from 4 ft (block by K. Olynyk),76,75
363,3,2:59.0,,Offensive rebound by L. Galloway,76,75
364,3,2:57.0,,I. Smith misses 3-pt jump shot from 26 ft,76,75
365,3,2:52.0,Defensive rebound by R. McGruder,,76,75
366,3,2:37.0,Shooting foul by R. Jackson (drawn by D. Wade),,76,75
367,3,2:37.0,Miami full timeout,,76,75
368,3,2:37.0,,S. Johnson enters the game for B. Griffin,76,75
369,3,2:37.0,D. Wade misses free throw 1 of 2,,76,75
370,3,2:37.0,Offensive rebound by Team,,76,75
371,3,2:37.0,D. Wade makes free throw 2 of 2,,77,75
372,3,2:26.0,,L. Galloway misses 3-pt jump shot from 23 ft,77,75
373,3,2:23.0,Defensive rebound by K. Olynyk,,77,75
374,3,2:18.0,D. Wade makes 2-pt jump shot from 21 ft,,79,75
375,3,2:07.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by S. Johnson),79,78
376,3,1:49.0,K. Olynyk makes 3-pt jump shot from 23 ft (assist by R. McGruder),,82,78
377,3,1:30.0,,Z. Pachulia misses 2-pt hook shot from 6 ft,82,78
378,3,1:30.0,Defensive rebound by K. Olynyk,,82,78
379,3,1:21.0,Offensive foul by K. Olynyk (drawn by S. Johnson),,82,78
380,3,1:21.0,Turnover by K. Olynyk (offensive foul),,82,78
381,3,1:21.0,,J. Calderón enters the game for I. Smith,82,78
382,3,1:07.0,,R. Jackson misses 2-pt jump shot from 17 ft,82,78
383,3,1:05.0,Defensive rebound by Team,,82,78
384,3,0:56.0,Turnover by R. McGruder (bad pass; steal by R. Jackson),,82,78
385,3,0:53.0,,L. Galloway makes 2-pt layup from 1 ft (assist by R. Jackson),82,80
