,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
378,4,8:53.0,L. James makes 2-pt jump shot from 15 ft,,94,85
379,4,8:43.0,Violation by Team (kicked ball),,94,85
380,4,8:37.0,,L. Williams makes 2-pt jump shot from 19 ft,94,87
381,4,8:36.0,,Loose ball foul by M. Harrell (drawn by J. McGee),94,87
382,4,8:36.0,J. McGee makes free throw 1 of 2,,95,87
383,4,8:36.0,J. McGee makes free throw 2 of 2,,96,87
384,4,8:24.0,,J. Robinson makes 3-pt jump shot from 26 ft (assist by T. Harris),96,90
385,4,7:55.0,L. James misses 3-pt jump shot from 29 ft,,96,90
386,4,7:53.0,Offensive rebound by L. Stephenson,,96,90
387,4,7:49.0,R. Rondo misses 2-pt jump shot from 14 ft,,96,90
388,4,7:46.0,,Defensive rebound by T. Harris,96,90
389,4,7:40.0,,P. Beverley misses 3-pt jump shot from 23 ft,96,90
390,4,7:37.0,Defensive rebound by R. Rondo,,96,90
391,4,7:32.0,Personal foul by M. Harrell (drawn by R. Rondo),,96,90
392,4,7:32.0,R. Rondo misses free throw 1 of 2,,96,90
393,4,7:32.0,Offensive rebound by Team,,96,90
394,4,7:32.0,B. Ingram enters the game for J. Hart,,96,90
395,4,7:32.0,K. Kuzma enters the game for L. James,,96,90
396,4,7:32.0,,A. Bradley enters the game for P. Beverley,96,90
397,4,7:32.0,,B. Marjanović enters the game for M. Harrell,96,90
398,4,7:32.0,R. Rondo makes free throw 2 of 2,,97,90
399,4,7:25.0,,L. Williams makes 2-pt layup from 1 ft,97,92
400,4,7:25.0,,Shooting foul by J. McGee (drawn by L. Williams),97,92
401,4,7:25.0,,L. Williams misses free throw 1 of 1,97,92
402,4,7:25.0,,Offensive rebound by B. Marjanović,97,92
403,4,7:25.0,,B. Marjanović makes 2-pt layup from 1 ft,97,94
404,4,7:25.0,Violation by Team (def goaltending),,97,94
405,4,7:25.0,,Shooting foul by B. Ingram (drawn by B. Marjanović),97,94
406,4,7:25.0,T. Chandler enters the game for J. McGee,,97,94
407,4,7:25.0,,B. Marjanović makes free throw 1 of 1,97,95
408,4,7:05.0,K. Kuzma misses 2-pt jump shot from 7 ft,,97,95
409,4,7:03.0,Offensive rebound by T. Chandler,,97,95
410,4,7:02.0,L. Stephenson makes 3-pt jump shot from 27 ft (assist by T. Chandler),,100,95
411,4,6:48.0,,Shooting foul by T. Chandler (drawn by T. Harris),100,95
412,4,6:48.0,,LA Clippers full timeout,100,95
413,4,6:48.0,,T. Harris makes free throw 2 of 2,100,96
414,4,6:48.0,,T. Harris makes free throw 1 of 2,100,97
415,4,6:24.0,L. Stephenson makes 3-pt jump shot from 30 ft (assist by R. Rondo),,103,97
416,4,6:17.0,,Shooting foul by L. Stephenson (drawn by B. Marjanović),103,97
417,4,6:17.0,,B. Marjanović makes free throw 1 of 2,103,98
418,4,6:17.0,L. James enters the game for R. Rondo,,103,98
419,4,6:17.0,,B. Marjanović makes free throw 2 of 2,103,99
420,4,5:55.0,Turnover by T. Chandler (3 sec),,103,99
421,4,5:46.0,,J. Robinson misses 3-pt jump shot from 27 ft,103,99
422,4,5:44.0,,Offensive rebound by J. Robinson,103,99
423,4,5:43.0,,J. Robinson makes 2-pt layup from 2 ft,103,101
424,4,5:43.0,,Shooting foul by T. Chandler (drawn by J. Robinson),103,101
425,4,5:43.0,,J. Robinson misses free throw 1 of 1,103,101
426,4,5:41.0,Defensive rebound by L. James,,103,101
427,4,5:24.0,K. Kuzma misses 3-pt jump shot from 27 ft,,103,101
428,4,5:21.0,Offensive rebound by Team,,103,101
429,4,5:07.0,L. James makes 2-pt jump shot from 17 ft,,105,101
430,4,4:57.0,,B. Marjanović makes 2-pt dunk from 3 ft (assist by L. Williams),105,103
431,4,4:55.0,LA Lakers full timeout,,105,103
432,4,4:54.0,Personal foul by A. Bradley (drawn by L. Stephenson),,105,103
433,4,4:54.0,L. Stephenson makes free throw 1 of 2,,106,103
434,4,4:54.0,L. Stephenson makes free throw 2 of 2,,107,103
435,4,4:39.0,,Turnover by L. Williams (lost ball; steal by L. Stephenson),107,103
436,4,4:22.0,L. James misses 2-pt jump shot from 13 ft,,107,103
437,4,4:21.0,Offensive rebound by Team,,107,103
438,4,4:21.0,R. Rondo enters the game for K. Kuzma,,107,103
439,4,4:11.0,L. James misses 2-pt layup from 2 ft,,107,103
440,4,4:05.0,Offensive rebound by T. Chandler,,107,103
441,4,4:05.0,T. Chandler misses 2-pt layup from 1 ft,,107,103
442,4,4:05.0,,Defensive rebound by B. Marjanović,107,103
443,4,4:05.0,,Personal foul by R. Rondo (drawn by T. Harris),107,103
444,4,4:05.0,,T. Harris misses free throw 1 of 2,107,103
445,4,4:05.0,,Offensive rebound by Team,107,103
446,4,4:05.0,J. McGee enters the game for T. Chandler,,107,103
447,4,4:05.0,,T. Harris misses free throw 2 of 2,107,103
448,4,4:03.0,Defensive rebound by L. James,,107,103
449,4,3:47.0,B. Ingram makes 2-pt jump shot from 6 ft,,109,103
450,4,3:29.0,,J. Robinson misses 3-pt jump shot from 27 ft,109,103
451,4,3:24.0,Defensive rebound by R. Rondo,,109,103
452,4,3:20.0,B. Ingram misses 3-pt jump shot from 26 ft,,109,103
453,4,3:17.0,Offensive rebound by L. James,,109,103
454,4,3:17.0,L. James makes 2-pt layup from 1 ft,,111,103
455,4,3:17.0,,LA Clippers full timeout,111,103
456,4,3:01.0,,L. Williams makes 2-pt layup from 2 ft,111,105
457,4,2:32.0,R. Rondo misses 2-pt layup from 3 ft,,111,105
458,4,2:30.0,,Defensive rebound by B. Marjanović,111,105
459,4,2:20.0,,A. Bradley misses 3-pt jump shot from 25 ft,111,105
460,4,2:17.0,Defensive rebound by L. James,,111,105
461,4,1:57.0,Shooting foul by T. Harris (drawn by J. McGee),,111,105
462,4,1:57.0,J. McGee misses free throw 1 of 2,,111,105
463,4,1:57.0,Offensive rebound by Team,,111,105
464,4,1:57.0,,P. Beverley enters the game for J. Robinson,111,105
465,4,1:57.0,J. McGee makes free throw 2 of 2,,112,105
466,4,1:49.0,,L. Williams makes 2-pt jump shot from 5 ft,112,107
467,4,1:49.0,,Shooting foul by R. Rondo (drawn by L. Williams),112,107
468,4,1:49.0,T. Chandler enters the game for J. McGee,,112,107
469,4,1:49.0,,L. Williams misses free throw 1 of 1,112,107
470,4,1:48.0,,Offensive rebound by B. Marjanović,112,107
471,4,1:47.0,,B. Marjanović makes 2-pt layup from 3 ft,112,109
472,4,1:25.0,L. James misses 3-pt jump shot from 26 ft,,112,109
473,4,1:25.0,,Defensive rebound by A. Bradley,112,109
474,4,1:01.0,,T. Harris misses 2-pt jump shot from 17 ft,112,109
475,4,0:58.0,Defensive rebound by R. Rondo,,112,109
476,4,0:46.0,R. Rondo misses 3-pt jump shot from 25 ft,,112,109
477,4,0:42.0,,Defensive rebound by P. Beverley,112,109
478,4,0:35.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by L. Williams),112,112
479,4,0:35.0,LA Lakers full timeout,,112,112
480,4,0:35.0,,S. Thornwell enters the game for L. Williams,112,112
481,4,0:32.0,L. Stephenson misses 3-pt jump shot from 26 ft,,112,112
482,4,0:30.0,,Defensive rebound by A. Bradley,112,112
483,4,0:30.0,,LA Clippers full timeout,112,112
484,4,0:30.0,J. Hart enters the game for R. Rondo,,112,112
485,4,0:30.0,,L. Williams enters the game for S. Thornwell,112,112
486,4,0:10.0,,A. Bradley misses 3-pt jump shot from 26 ft,112,112
487,4,0:10.0,Defensive rebound by L. James,,112,112
488,4,0:10.0,LA Lakers full timeout,,112,112
489,4,0:10.0,K. Caldwell-Pope enters the game for T. Chandler,,112,112
490,4,0:10.0,,J. Robinson enters the game for B. Marjanović,112,112
491,4,0:10.0,,S. Thornwell enters the game for L. Williams,112,112
492,4,0:03.0,L. James misses 2-pt layup from 4 ft (block by T. Harris),,112,112
493,4,0:03.0,,Defensive rebound by Team,112,112
494,4,0:03.0,R. Rondo enters the game for K. Caldwell-Pope,,112,112
495,4,0:03.0,,L. Williams enters the game for S. Thornwell,112,112
496,4,0:00.0,,L. Williams misses 3-pt jump shot from 27 ft,112,112
497,4,0:00.0,,Offensive rebound by Team,112,112
498,1OT,4:40.0,B. Ingram misses 2-pt jump shot from 15 ft,,112,112
499,1OT,4:37.0,Offensive rebound by R. Rondo,,112,112
500,1OT,4:33.0,L. Stephenson misses 3-pt jump shot from 23 ft,,112,112
501,1OT,4:31.0,,Defensive rebound by B. Marjanović,112,112
502,1OT,4:17.0,,B. Marjanović misses 2-pt jump shot from 6 ft (block by T. Chandler),112,112
503,1OT,4:13.0,Defensive rebound by L. Stephenson,,112,112
504,1OT,4:01.0,L. James makes 2-pt layup from 2 ft,,114,112
505,1OT,3:49.0,,A. Bradley misses 3-pt jump shot from 24 ft,114,112
506,1OT,3:46.0,Defensive rebound by R. Rondo,,114,112
507,1OT,3:30.0,Personal foul by T. Harris (drawn by T. Chandler),,114,112
508,1OT,3:16.0,R. Rondo makes 2-pt jump shot from 9 ft (assist by L. James),,116,112
509,1OT,2:52.0,,Shooting foul by L. Stephenson (drawn by B. Marjanović),116,112
510,1OT,2:52.0,,B. Marjanović makes free throw 1 of 2,116,113
511,1OT,2:52.0,J. McGee enters the game for T. Chandler,,116,113
512,1OT,2:52.0,,B. Marjanović makes free throw 2 of 2,116,114
513,1OT,2:37.0,Shooting foul by B. Marjanović (drawn by J. McGee),,116,114
514,1OT,2:37.0,J. McGee makes free throw 1 of 2,,117,114
515,1OT,2:37.0,J. McGee makes free throw 2 of 2,,118,114
516,1OT,2:26.0,,T. Harris misses 2-pt layup from 3 ft (block by J. McGee),118,114
517,1OT,2:24.0,Defensive rebound by L. James,,118,114
518,1OT,2:05.0,Turnover by L. James (bad pass; steal by L. Williams),,118,114
519,1OT,2:00.0,,L. Williams makes 2-pt layup from 4 ft,118,116
520,1OT,2:00.0,LA Lakers full timeout,,118,116
521,1OT,1:45.0,J. McGee misses 2-pt dunk from 2 ft,,118,116
522,1OT,1:43.0,,Defensive rebound by A. Bradley,118,116
523,1OT,1:36.0,,L. Williams makes 2-pt jump shot from 18 ft,118,118
524,1OT,1:15.0,L. James makes 2-pt jump shot from 12 ft,,120,118
525,1OT,0:51.0,,Turnover by A. Bradley (bad pass; steal by J. McGee),120,118
526,1OT,0:45.0,L. Stephenson makes 2-pt layup from 3 ft (assist by L. James),,122,118
527,1OT,0:45.0,Shooting foul by B. Marjanović (drawn by L. Stephenson),,122,118
528,1OT,0:45.0,L. Stephenson makes free throw 1 of 1,,123,118
529,1OT,0:45.0,,LA Clippers full timeout,123,118
530,1OT,0:45.0,T. Chandler enters the game for J. McGee,,123,118
531,1OT,0:37.0,,A. Bradley misses 3-pt jump shot from 24 ft,123,118
532,1OT,0:34.0,,Offensive rebound by A. Bradley,123,118
533,1OT,0:32.0,,L. Williams misses 3-pt jump shot from 24 ft,123,118
534,1OT,0:29.0,Defensive rebound by L. James,,123,118
535,1OT,0:24.0,Technical foul by L. Stephenson,,123,118
536,1OT,0:24.0,,L. Williams misses technical free throw,123,118
537,1OT,0:24.0,Defensive rebound by Team,,123,118
538,1OT,0:22.0,Turnover by L. Stephenson (lost ball; steal by A. Bradley),,123,118
539,1OT,0:17.0,,LA Clippers full timeout,123,118
540,1OT,0:17.0,J. Hart enters the game for T. Chandler,,123,118
541,1OT,0:06.0,,Personal take foul by R. Rondo (drawn by L. Williams),123,118
542,1OT,0:02.0,,P. Beverley makes 2-pt jump shot from 6 ft (assist by B. Marjanović),123,120
543,1OT,0:02.0,LA Lakers full timeout,,123,120
544,1OT,0:02.0,K. Caldwell-Pope enters the game for L. Stephenson,,123,120
545,1OT,0:00.0,Turnover by R. Rondo (bad pass; steal by L. Williams),,123,120
