,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
382,4,10:17.0,,Shooting foul by S. Curry (drawn by S. Gilgeous-Alexander),113,77
383,4,10:17.0,,S. Gilgeous-Alexander makes free throw 1 of 2,113,78
384,4,10:17.0,,S. Gilgeous-Alexander makes free throw 2 of 2,113,79
385,4,10:03.0,K. Thompson makes 2-pt jump shot from 17 ft,,115,79
386,4,9:49.0,,W. Chandler misses 3-pt jump shot from 27 ft,115,79
387,4,9:46.0,,Offensive rebound by S. Gilgeous-Alexander,115,79
388,4,9:45.0,,I. Zubac misses 2-pt jump shot from 12 ft,115,79
389,4,9:45.0,Defensive rebound by A. Bogut,,115,79
390,4,9:28.0,S. Curry misses 3-pt jump shot from 23 ft,,115,79
391,4,9:24.0,Offensive rebound by S. Livingston,,115,79
392,4,9:23.0,S. Livingston misses 2-pt jump shot from 13 ft,,115,79
393,4,9:20.0,,Defensive rebound by I. Zubac,115,79
394,4,9:18.0,,G. Temple misses 3-pt jump shot from 26 ft,115,79
395,4,9:18.0,Defensive rebound by S. Curry,,115,79
396,4,9:10.0,Turnover by S. Curry (lost ball; steal by G. Temple),,115,79
397,4,9:09.0,,Personal take foul by A. Bogut (drawn by G. Temple),115,79
398,4,9:09.0,Q. Cook enters the game for S. Curry,,115,79
399,4,9:09.0,,T. Wallace enters the game for S. Gilgeous-Alexander,115,79
400,4,8:59.0,,J. Robinson misses 2-pt jump shot from 8 ft,115,79
401,4,8:54.0,,Offensive rebound by I. Zubac,115,79
402,4,8:54.0,,I. Zubac makes 2-pt layup at rim,115,81
403,4,8:41.0,K. Looney misses 2-pt jump shot from 16 ft,,115,81
404,4,8:38.0,,Defensive rebound by I. Zubac,115,81
405,4,8:26.0,,I. Zubac makes 2-pt hook shot from 6 ft (assist by J. Robinson),115,83
406,4,8:07.0,A. Bogut makes 2-pt hook shot from 9 ft,,117,83
407,4,7:57.0,,G. Temple misses 3-pt jump shot from 26 ft,117,83
408,4,7:54.0,Defensive rebound by S. Livingston,,117,83
409,4,7:38.0,Turnover by K. Thompson (bad pass; steal by I. Zubac),,117,83
410,4,7:35.0,,T. Wallace makes 2-pt layup from 2 ft,117,85
411,4,7:35.0,,Shooting foul by A. Bogut (drawn by T. Wallace),117,85
412,4,7:35.0,J. Bell enters the game for A. Bogut,,117,85
413,4,7:35.0,J. Jerebko enters the game for K. Looney,,117,85
414,4,7:35.0,A. McKinnie enters the game for K. Thompson,,117,85
415,4,7:35.0,,T. Wallace misses free throw 1 of 1,117,85
416,4,7:31.0,Defensive rebound by J. Bell,,117,85
417,4,7:23.0,Q. Cook misses 2-pt jump shot from 18 ft,,117,85
418,4,7:19.0,,Defensive rebound by I. Zubac,117,85
419,4,7:19.0,Technical foul by Q. Cook,,117,85
420,4,7:19.0,,J. Robinson makes technical free throw,117,86
421,4,7:19.0,Golden State full timeout,,117,86
422,4,7:19.0,,LA Clippers full timeout,117,86
423,4,7:19.0,J. Evans enters the game for S. Livingston,,117,86
424,4,7:19.0,,S. Thornwell enters the game for G. Temple,117,86
425,4,7:07.0,,T. Wallace misses 2-pt jump shot from 13 ft,117,86
426,4,7:02.0,,Offensive rebound by I. Zubac,117,86
427,4,6:49.0,,W. Chandler misses 2-pt jump shot from 14 ft,117,86
428,4,6:44.0,,I. Zubac makes 2-pt layup at rim,117,88
429,4,6:44.0,,Offensive rebound by I. Zubac,117,88
430,4,6:37.0,Personal foul by I. Zubac (drawn by A. McKinnie),,117,88
431,4,6:29.0,J. Bell misses 2-pt jump shot from 11 ft,,117,88
432,4,6:27.0,,Defensive rebound by I. Zubac,117,88
433,4,6:13.0,,I. Zubac misses 2-pt jump shot from 12 ft,117,88
434,4,6:10.0,Defensive rebound by Q. Cook,,117,88
435,4,6:00.0,Personal foul by S. Thornwell (drawn by J. Jerebko),,117,88
436,4,5:54.0,Q. Cook makes 2-pt jump shot from 20 ft,,119,88
437,4,5:39.0,,I. Zubac makes 2-pt layup from 3 ft (assist by J. Robinson),119,90
438,4,5:18.0,J. Jerebko misses 2-pt jump shot from 19 ft,,119,90
439,4,5:16.0,,Defensive rebound by W. Chandler,119,90
440,4,4:57.0,,S. Thornwell misses 3-pt jump shot from 23 ft,119,90
441,4,4:52.0,,Offensive rebound by I. Zubac,119,90
442,4,4:51.0,,I. Zubac misses 2-pt layup from 2 ft (block by J. Bell),119,90
443,4,4:48.0,Defensive rebound by J. Jerebko,,119,90
444,4,4:37.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,122,90
445,4,4:22.0,,J. Robinson makes 2-pt layup from 2 ft (assist by T. Wallace),122,92
446,4,4:04.0,Turnover by A. McKinnie (lost ball; steal by S. Thornwell),,122,92
447,4,4:01.0,,S. Thornwell misses 2-pt layup from 1 ft,122,92
448,4,3:58.0,Defensive rebound by A. McKinnie,,122,92
449,4,3:56.0,A. McKinnie makes 2-pt layup from 2 ft (assist by Q. Cook),,124,92
450,4,3:56.0,Shooting foul by S. Thornwell (drawn by A. McKinnie),,124,92
451,4,3:56.0,A. McKinnie makes free throw 1 of 1,,125,92
452,4,3:45.0,,T. Wallace misses 2-pt jump shot from 10 ft,125,92
453,4,3:40.0,,Offensive rebound by I. Zubac,125,92
454,4,3:40.0,,I. Zubac makes 2-pt layup at rim,125,94
455,4,3:33.0,J. Evans makes 3-pt jump shot from 23 ft (assist by J. Bell),,128,94
456,4,3:19.0,,J. Robinson misses 2-pt jump shot from 13 ft,128,94
457,4,3:19.0,,Offensive rebound by I. Zubac,128,94
458,4,3:19.0,,I. Zubac makes 2-pt layup at rim,128,96
459,4,3:03.0,Q. Cook misses 3-pt jump shot from 26 ft,,128,96
460,4,3:00.0,,Defensive rebound by I. Zubac,128,96
461,4,2:53.0,,I. Zubac makes 2-pt layup from 3 ft (assist by T. Wallace),128,98
462,4,2:42.0,J. Bell makes 2-pt jump shot from 15 ft (assist by Q. Cook),,130,98
463,4,2:28.0,,W. Chandler misses 3-pt jump shot from 26 ft,130,98
464,4,2:26.0,,Offensive rebound by J. Robinson,130,98
465,4,2:23.0,,S. Thornwell misses 3-pt jump shot from 26 ft,130,98
466,4,2:20.0,Defensive rebound by A. McKinnie,,130,98
467,4,2:06.0,J. Evans makes 2-pt jump shot from 21 ft (assist by J. Jerebko),,132,98
468,4,1:55.0,,Turnover by T. Wallace (out of bounds lost ball),132,98
469,4,1:42.0,Personal foul by T. Wallace (drawn by J. Evans),,132,98
470,4,1:30.0,Q. Cook misses 3-pt jump shot from 24 ft,,132,98
471,4,1:26.0,,Defensive rebound by S. Thornwell,132,98
472,4,1:21.0,,S. Thornwell misses 2-pt layup from 5 ft (block by J. Jerebko),132,98
473,4,1:17.0,Defensive rebound by J. Jerebko,,132,98
474,4,1:06.0,Q. Cook misses 3-pt jump shot from 29 ft,,132,98
475,4,1:03.0,,Defensive rebound by T. Wallace,132,98
476,4,1:00.0,,W. Chandler makes 2-pt layup from 1 ft (assist by T. Wallace),132,100
477,4,0:44.0,J. Bell misses 2-pt jump shot from 18 ft,,132,100
478,4,0:42.0,,Defensive rebound by S. Thornwell,132,100
479,4,0:34.0,,J. Robinson misses 2-pt jump shot from 23 ft,132,100
480,4,0:32.0,,Offensive rebound by I. Zubac,132,100
481,4,0:32.0,,I. Zubac misses 2-pt layup at rim,132,100
482,4,0:32.0,,I. Zubac makes 2-pt jump shot from 5 ft,132,102
483,4,0:32.0,,Offensive rebound by I. Zubac,132,102
484,4,0:32.0,,Shooting foul by J. Evans (drawn by I. Zubac),132,102
485,4,0:32.0,,I. Zubac makes free throw 1 of 1,132,103
486,4,0:20.0,Turnover by J. Evans (bad pass; steal by W. Chandler),,132,103
487,4,0:17.0,,S. Thornwell makes 2-pt dunk from 2 ft (assist by J. Robinson),132,105
