,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
36,1,6:42.0,,M. Conley misses 2-pt jump shot from 8 ft,8,7
37,1,6:39.0,Defensive rebound by J. McGee,,8,7
38,1,6:35.0,Personal foul by K. Anderson (drawn by L. James),,8,7
39,1,6:35.0,,Memphis full timeout,8,7
40,1,6:35.0,,S. Mack enters the game for M. Conley,8,7
41,1,6:23.0,L. Ball misses 3-pt jump shot from 26 ft,,8,7
42,1,6:18.0,Offensive rebound by J. McGee,,8,7
43,1,6:17.0,L. James misses 3-pt jump shot from 27 ft,,8,7
44,1,6:13.0,Offensive rebound by J. McGee,,8,7
45,1,6:13.0,J. McGee misses 2-pt layup from 1 ft,,8,7
46,1,6:12.0,,Defensive rebound by J. Jackson,8,7
47,1,6:05.0,,K. Anderson makes 2-pt layup from 1 ft,8,9
48,1,5:49.0,J. Hart makes 2-pt jump shot from 12 ft,,10,9
49,1,5:30.0,,Turnover by K. Anderson (bad pass; steal by K. Kuzma),10,9
50,1,5:25.0,L. James makes 2-pt layup at rim (assist by J. Hart),,12,9
51,1,5:00.0,,S. Mack makes 3-pt jump shot from 25 ft,12,12
52,1,4:52.0,K. Kuzma makes 2-pt layup from 8 ft (assist by L. James),,14,12
53,1,4:41.0,,J. Jackson misses 3-pt jump shot from 26 ft,14,12
54,1,4:39.0,Defensive rebound by K. Kuzma,,14,12
55,1,4:32.0,Personal foul by S. Mack (drawn by K. Kuzma),,14,12
56,1,4:32.0,T. Chandler enters the game for L. Ball,,14,12
57,1,4:32.0,S. Mykhailiuk enters the game for J. Hart,,14,12
58,1,4:32.0,L. Stephenson enters the game for J. McGee,,14,12
59,1,4:32.0,,M. Brooks enters the game for J. Jackson,14,12
60,1,4:32.0,,J. Green enters the game for G. Temple,14,12
61,1,4:25.0,Turnover by L. Stephenson (bad pass; steal by M. Brooks),,14,12
62,1,4:19.0,,M. Brooks misses 3-pt jump shot from 25 ft,14,12
63,1,4:15.0,Defensive rebound by L. James,,14,12
64,1,4:10.0,Turnover by L. James (bad pass),,14,12
65,1,4:01.0,,M. Gasol misses 3-pt jump shot from 25 ft,14,12
66,1,3:58.0,Defensive rebound by S. Mykhailiuk,,14,12
67,1,3:53.0,L. James makes 2-pt dunk from 1 ft (assist by L. Stephenson),,16,12
68,1,3:38.0,,J. Green misses 2-pt layup from 2 ft (block by K. Kuzma),16,12
69,1,3:34.0,Defensive rebound by S. Mykhailiuk,,16,12
70,1,3:32.0,Shooting foul by M. Brooks (drawn by T. Chandler),,16,12
71,1,3:32.0,T. Chandler makes free throw 1 of 2,,17,12
72,1,3:32.0,K. Caldwell-Pope enters the game for L. James,,17,12
73,1,3:32.0,,J. Noah enters the game for M. Gasol,17,12
74,1,3:32.0,T. Chandler makes free throw 2 of 2,,18,12
75,1,3:20.0,,S. Mack misses 3-pt jump shot from 25 ft,18,12
76,1,3:15.0,,Offensive rebound by J. Noah,18,12
77,1,3:15.0,,Turnover by J. Noah (bad pass; steal by K. Caldwell-Pope),18,12
78,1,3:07.0,K. Kuzma misses 2-pt layup from 3 ft,,18,12
79,1,3:03.0,,Defensive rebound by J. Green,18,12
80,1,2:57.0,,S. Mack misses 3-pt jump shot from 25 ft,18,12
81,1,2:55.0,Defensive rebound by T. Chandler,,18,12
82,1,2:48.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft,,21,12
83,1,2:46.0,,Memphis full timeout,21,12
84,1,2:46.0,,O. Casspi enters the game for K. Anderson,21,12
85,1,2:46.0,,M. Conley enters the game for S. Mack,21,12
86,1,2:28.0,,Personal foul by S. Mykhailiuk (drawn by O. Casspi),21,12
87,1,2:22.0,,J. Green misses 3-pt jump shot from 26 ft,21,12
88,1,2:19.0,Defensive rebound by T. Chandler,,21,12
89,1,2:05.0,L. Stephenson misses 2-pt jump shot from 18 ft,,21,12
90,1,2:03.0,,Defensive rebound by J. Noah,21,12
91,1,1:54.0,,M. Brooks makes 2-pt jump shot from 11 ft,21,14
92,1,1:30.0,K. Kuzma makes 2-pt jump shot from 9 ft,,23,14
93,1,1:12.0,,M. Conley misses 2-pt jump shot from 11 ft,23,14
94,1,1:09.0,Defensive rebound by L. Stephenson,,23,14
95,1,1:06.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,23,14
96,1,1:01.0,Offensive rebound by T. Chandler,,23,14
97,1,0:53.0,S. Mykhailiuk makes 2-pt layup from 6 ft (assist by K. Kuzma),,25,14
98,1,0:35.0,,J. Noah misses 2-pt layup from 1 ft,25,14
99,1,0:32.0,Defensive rebound by T. Chandler,,25,14
100,1,0:29.0,S. Mykhailiuk misses 2-pt layup from 1 ft (block by J. Green),,25,14
101,1,0:25.0,Offensive rebound by S. Mykhailiuk,,25,14
102,1,0:14.0,L. Stephenson makes 2-pt jump shot from 10 ft (assist by K. Kuzma),,27,14
103,1,0:05.0,,Personal take foul by L. Stephenson (drawn by M. Brooks),27,14
104,1,0:05.0,J. Hart enters the game for T. Chandler,,27,14
105,1,0:01.0,,J. Noah makes 2-pt layup from 3 ft (assist by O. Casspi),27,16
106,1,0:00.0,J. Hart misses 3-pt jump shot from 39 ft,,27,16
107,1,0:00.0,Offensive rebound by Team,,27,16
108,2,11:35.0,J. Hart misses 2-pt jump shot from 12 ft,,27,16
109,2,11:29.0,Offensive rebound by T. Chandler,,27,16
110,2,11:24.0,L. Stephenson misses 2-pt jump shot from 16 ft,,27,16
111,2,11:21.0,Offensive rebound by L. Stephenson,,27,16
112,2,11:20.0,L. Stephenson makes 2-pt layup from 1 ft,,29,16
113,2,11:00.0,,M. Conley makes 2-pt layup from 2 ft,29,18
114,2,10:45.0,K. Caldwell-Pope makes 2-pt jump shot from 2 ft (assist by L. Stephenson),,31,18
115,2,10:28.0,,M. Brooks misses 3-pt jump shot from 25 ft,31,18
116,2,10:25.0,Defensive rebound by J. Hart,,31,18
117,2,10:11.0,L. Stephenson misses 2-pt jump shot from 1 ft,,31,18
118,2,10:09.0,Offensive rebound by T. Chandler,,31,18
119,2,10:09.0,T. Chandler misses 2-pt layup from 1 ft (block by O. Casspi),,31,18
120,2,10:09.0,Offensive rebound by J. Hart,,31,18
121,2,10:06.0,S. Mykhailiuk misses 3-pt jump shot from 24 ft,,31,18
122,2,10:04.0,,Defensive rebound by J. Green,31,18
123,2,9:51.0,,J. Jackson misses 3-pt jump shot from 23 ft,31,18
124,2,9:48.0,Defensive rebound by T. Chandler,,31,18
125,2,9:44.0,Personal foul by M. Brooks (drawn by L. Stephenson),,31,18
126,2,9:44.0,,Memphis full timeout,31,18
127,2,9:44.0,,J. Noah enters the game for M. Brooks,31,18
128,2,9:44.0,,G. Temple enters the game for J. Green,31,18
129,2,9:33.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft,,34,18
130,2,9:16.0,,J. Jackson makes 2-pt dunk at rim (assist by M. Conley),34,20
131,2,9:00.0,J. Hart misses 3-pt jump shot from 27 ft,,34,20
132,2,8:57.0,Offensive rebound by T. Chandler,,34,20
133,2,8:57.0,T. Chandler makes 2-pt layup from 1 ft,,36,20
134,2,8:45.0,,Shooting foul by J. Hart (drawn by J. Noah),36,20
135,2,8:45.0,,J. Noah misses free throw 1 of 2,36,20
136,2,8:45.0,,Offensive rebound by Team,36,20
137,2,8:45.0,L. James enters the game for L. Stephenson,,36,20
138,2,8:45.0,,K. Anderson enters the game for O. Casspi,36,20
139,2,8:45.0,,W. Selden enters the game for J. Jackson,36,20
140,2,8:45.0,,J. Noah misses free throw 2 of 2,36,20
141,2,8:43.0,Defensive rebound by T. Chandler,,36,20
142,2,8:31.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by T. Chandler),,38,20
143,2,8:15.0,,M. Conley misses 3-pt jump shot from 25 ft,38,20
144,2,8:11.0,Defensive rebound by T. Chandler,,38,20
145,2,8:09.0,Turnover by K. Caldwell-Pope (bad pass; steal by M. Conley),,38,20
146,2,8:04.0,,M. Conley misses 2-pt layup from 1 ft,38,20
147,2,8:02.0,Defensive rebound by J. Hart,,38,20
148,2,7:57.0,L. James misses 2-pt layup from 2 ft,,38,20
149,2,7:55.0,Offensive rebound by L. James,,38,20
150,2,7:55.0,L. James misses 2-pt layup from 1 ft,,38,20
151,2,7:55.0,Offensive rebound by J. Hart,,38,20
152,2,7:55.0,Personal foul by K. Anderson (drawn by J. Hart),,38,20
153,2,7:55.0,J. McGee enters the game for T. Chandler,,38,20
154,2,7:40.0,L. James misses 2-pt jump shot from 17 ft,,38,20
155,2,7:37.0,Offensive rebound by K. Caldwell-Pope,,38,20
156,2,7:35.0,J. Hart makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),,41,20
157,2,7:06.0,,G. Temple makes 2-pt layup at rim,41,22
158,2,6:51.0,J. Hart makes 3-pt jump shot from 26 ft (assist by L. James),,44,22
159,2,6:35.0,,W. Selden makes 2-pt jump shot from 17 ft,44,24
160,2,6:18.0,J. Hart makes 3-pt jump shot from 26 ft,,47,24
161,2,6:16.0,,Memphis full timeout,47,24
162,2,6:16.0,,M. Gasol enters the game for M. Conley,47,24
163,2,6:16.0,,J. Green enters the game for J. Noah,47,24
164,2,6:16.0,,S. Mack enters the game for G. Temple,47,24
165,2,6:00.0,,Personal foul by J. McGee (drawn by M. Gasol),47,24
166,2,5:49.0,,W. Selden makes 2-pt layup from 1 ft,47,26
167,2,5:37.0,,Loose ball foul by S. Mack (drawn by J. McGee),47,26
168,2,5:29.0,J. Hart misses 3-pt jump shot from 25 ft,,47,26
169,2,5:26.0,,Defensive rebound by S. Mack,47,26
170,2,5:16.0,,J. Green makes 3-pt jump shot from 25 ft (assist by K. Anderson),47,29
171,2,5:05.0,L. James makes 2-pt layup from 2 ft,,49,29
172,2,4:50.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by K. Anderson),49,32
173,2,4:31.0,K. Caldwell-Pope makes 3-pt jump shot from 28 ft (assist by L. James),,52,32
174,2,4:20.0,,Turnover by M. Gasol (bad pass; steal by J. Hart),52,32
175,2,4:16.0,Turnover by L. James (bad pass),,52,32
176,2,4:16.0,L. Ball enters the game for K. Caldwell-Pope,,52,32
177,2,4:16.0,K. Kuzma enters the game for S. Mykhailiuk,,52,32
178,2,3:58.0,,Turnover by W. Selden (bad pass; steal by J. Hart),52,32
179,2,3:53.0,J. Hart misses 2-pt layup from 3 ft (block by W. Selden),,52,32
180,2,3:50.0,Offensive rebound by J. McGee,,52,32
181,2,3:50.0,J. McGee misses 2-pt layup from 1 ft,,52,32
182,2,3:50.0,Offensive rebound by J. McGee,,52,32
183,2,3:50.0,Shooting foul by M. Gasol (drawn by J. Hart),,52,32
184,2,3:50.0,J. Hart makes free throw 1 of 2,,53,32
185,2,3:50.0,,M. Conley enters the game for W. Selden,53,32
186,2,3:50.0,J. Hart makes free throw 2 of 2,,54,32
187,2,3:33.0,,Turnover by M. Gasol (3 sec),54,32
188,2,3:25.0,Offensive foul by J. McGee (drawn by K. Anderson),,54,32
189,2,3:25.0,Turnover by J. McGee (offensive foul),,54,32
190,2,3:17.0,,Personal foul by J. McGee (drawn by S. Mack),54,32
191,2,3:17.0,T. Chandler enters the game for J. McGee,,54,32
192,2,3:08.0,,Personal foul by L. Ball (drawn by M. Gasol),54,32
193,2,3:08.0,,J. Jackson enters the game for J. Green,54,32
194,2,3:04.0,,M. Gasol makes 2-pt dunk from 1 ft (assist by M. Conley),54,34
195,2,2:43.0,L. James makes 2-pt jump shot from 10 ft,,56,34
196,2,2:28.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by K. Anderson),56,37
197,2,2:26.0,LA Lakers full timeout,,56,37
198,2,2:15.0,Personal foul by K. Anderson (drawn by L. James),,56,37
199,2,2:15.0,L. James misses free throw 1 of 2,,56,37
200,2,2:15.0,Offensive rebound by Team,,56,37
201,2,2:15.0,,J. Green enters the game for K. Anderson,56,37
202,2,2:15.0,L. James makes free throw 2 of 2,,57,37
203,2,2:00.0,,M. Gasol makes 2-pt jump shot from 10 ft,57,39
204,2,1:40.0,J. Hart makes 3-pt jump shot from 24 ft (assist by L. James),,60,39
205,2,1:26.0,,M. Gasol misses 2-pt jump shot from 7 ft,60,39
206,2,1:23.0,Defensive rebound by K. Kuzma,,60,39
207,2,1:16.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. Ball),,63,39
208,2,0:53.0,,Shooting foul by L. Ball (drawn by J. Green),63,39
209,2,0:53.0,,J. Green misses free throw 1 of 2,63,39
210,2,0:53.0,,Offensive rebound by Team,63,39
211,2,0:53.0,,J. Green makes free throw 2 of 2,63,40
212,2,0:36.0,K. Kuzma misses 3-pt jump shot from 28 ft,,63,40
213,2,0:33.0,,Defensive rebound by J. Jackson,63,40
214,2,0:19.0,,J. Jackson misses 2-pt hook shot from 5 ft,63,40
215,2,0:16.0,Defensive rebound by L. James,,63,40
216,2,0:01.0,L. James misses 3-pt jump shot from 26 ft,,63,40
217,2,0:01.0,Offensive rebound by Team,,63,40
218,3,11:40.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by J. McGee),,66,40
219,3,11:18.0,,Turnover by M. Gasol (lost ball; steal by L. James),66,40
220,3,11:14.0,L. Ball makes 2-pt dunk at rim (assist by L. James),,68,40
221,3,10:49.0,,K. Anderson makes 2-pt jump shot from 1 ft (assist by M. Conley),68,42
222,3,10:31.0,K. Kuzma misses 2-pt jump shot from 6 ft,,68,42
223,3,10:28.0,,Defensive rebound by K. Anderson,68,42
224,3,10:27.0,,G. Temple makes 2-pt layup at rim (assist by K. Anderson),68,44
225,3,10:27.0,,Shooting foul by L. James (drawn by G. Temple),68,44
226,3,10:27.0,,G. Temple makes free throw 1 of 1,68,45
227,3,10:16.0,J. McGee misses 2-pt layup from 2 ft,,68,45
228,3,10:12.0,,Defensive rebound by J. Jackson,68,45
229,3,10:12.0,,Turnover by J. Jackson (lost ball; steal by L. Ball),68,45
230,3,10:06.0,L. James misses 2-pt jump shot from 5 ft,,68,45
231,3,10:03.0,,Defensive rebound by M. Gasol,68,45
232,3,9:57.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by M. Gasol),68,47
233,3,9:42.0,L. James misses 2-pt layup from 1 ft,,68,47
234,3,9:39.0,Offensive rebound by K. Kuzma,,68,47
235,3,9:38.0,K. Kuzma misses 3-pt jump shot from 26 ft,,68,47
236,3,9:35.0,,Defensive rebound by M. Conley,68,47
237,3,9:23.0,,Shooting foul by L. James (drawn by J. Jackson),68,47
238,3,9:23.0,,J. Jackson makes free throw 1 of 2,68,48
239,3,9:23.0,,J. Jackson makes free throw 2 of 2,68,49
240,3,9:01.0,K. Kuzma misses 2-pt jump shot from 10 ft,,68,49
241,3,8:58.0,,Defensive rebound by J. Jackson,68,49
242,3,8:40.0,,M. Conley makes 2-pt jump shot from 10 ft,68,51
243,3,8:39.0,LA Lakers full timeout,,68,51
244,3,8:39.0,Technical foul by J. McGee,,68,51
245,3,8:39.0,,M. Conley makes technical free throw,68,52
246,3,8:21.0,Turnover by L. Ball (lost ball; steal by M. Conley),,68,52
247,3,8:10.0,,M. Conley misses 2-pt layup from 2 ft,68,52
248,3,8:09.0,Defensive rebound by Team,,68,52
249,3,7:54.0,L. Ball misses 3-pt jump shot from 26 ft,,68,52
250,3,7:50.0,,Defensive rebound by K. Anderson,68,52
251,3,7:46.0,,Personal foul by J. McGee (drawn by J. Jackson),68,52
252,3,7:46.0,T. Chandler enters the game for J. McGee,,68,52
253,3,7:39.0,,K. Anderson misses 3-pt jump shot from 23 ft,68,52
254,3,7:37.0,Defensive rebound by K. Kuzma,,68,52
255,3,7:27.0,L. James misses 2-pt jump shot from 15 ft,,68,52
256,3,7:24.0,,Defensive rebound by J. Jackson,68,52
257,3,7:21.0,,Personal foul by K. Kuzma (drawn by J. Jackson),68,52
258,3,7:21.0,K. Caldwell-Pope enters the game for L. Ball,,68,52
259,3,7:07.0,,M. Conley misses 2-pt jump shot from 4 ft,68,52
260,3,7:05.0,Defensive rebound by T. Chandler,,68,52
261,3,7:01.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by K. Kuzma),,71,52
262,3,6:41.0,,J. Jackson misses 3-pt jump shot from 23 ft,71,52
263,3,6:39.0,Defensive rebound by K. Kuzma,,71,52
264,3,6:35.0,Personal foul by K. Anderson (drawn by L. James),,71,52
265,3,6:35.0,,J. Green enters the game for K. Anderson,71,52
266,3,6:29.0,Turnover by L. James (bad pass; steal by J. Jackson),,71,52
267,3,6:24.0,,J. Green misses 3-pt jump shot from 23 ft,71,52
268,3,6:21.0,Defensive rebound by L. James,,71,52
269,3,6:18.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,71,52
270,3,6:15.0,Offensive rebound by Team,,71,52
271,3,6:03.0,Turnover by L. James (bad pass; steal by M. Conley),,71,52
272,3,6:03.0,,Clear path foul by J. Hart,71,52
273,3,6:03.0,,M. Conley makes clear path free throw 1 of 2,71,53
274,3,6:03.0,,M. Conley makes clear path free throw 2 of 2,71,54
275,3,5:42.0,,M. Conley misses 2-pt jump shot from 3 ft,71,54
276,3,5:39.0,Defensive rebound by L. James,,71,54
277,3,5:34.0,L. James makes 2-pt layup from 1 ft,,73,54
278,3,5:18.0,,Shooting foul by T. Chandler (drawn by G. Temple),73,54
279,3,5:18.0,,G. Temple makes free throw 1 of 2,73,55
280,3,5:18.0,S. Mykhailiuk enters the game for J. Hart,,73,55
281,3,5:18.0,,S. Mack enters the game for M. Conley,73,55
282,3,5:18.0,,G. Temple makes free throw 2 of 2,73,56
283,3,5:05.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by K. Kuzma),,76,56
284,3,4:44.0,,J. Jackson misses 2-pt layup from 2 ft (block by K. Kuzma),76,56
285,3,4:44.0,Defensive rebound by Team,,76,56
286,3,4:44.0,,M. Brooks enters the game for G. Temple,76,56
287,3,4:30.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,76,56
288,3,4:27.0,Offensive rebound by K. Kuzma,,76,56
289,3,4:25.0,L. James makes 2-pt dunk at rim (assist by K. Kuzma),,78,56
290,3,4:25.0,Shooting foul by M. Gasol (drawn by L. James),,78,56
291,3,4:25.0,,J. Noah enters the game for J. Jackson,78,56
292,3,4:25.0,L. James makes free throw 1 of 1,,79,56
293,3,4:10.0,,Offensive foul by J. Noah (drawn by K. Caldwell-Pope),79,56
294,3,4:10.0,,Turnover by J. Noah (offensive foul),79,56
295,3,3:59.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. James),,82,56
296,3,3:58.0,,Memphis full timeout,82,56
297,3,3:58.0,LA Lakers full timeout,,82,56
298,3,3:58.0,,W. Selden enters the game for M. Gasol,82,56
299,3,3:36.0,,Turnover by S. Mack (bad pass; steal by L. James),82,56
300,3,3:30.0,L. James makes 2-pt layup at rim,,84,56
301,3,3:12.0,,J. Green misses 2-pt jump shot from 19 ft,84,56
302,3,3:11.0,Defensive rebound by T. Chandler,,84,56
303,3,2:50.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,84,56
304,3,2:46.0,,Defensive rebound by J. Noah,84,56
305,3,2:35.0,,J. Noah makes 2-pt layup from 1 ft (assist by W. Selden),84,58
306,3,2:19.0,L. James misses 3-pt jump shot from 28 ft,,84,58
307,3,2:18.0,Offensive rebound by Team,,84,58
308,3,2:18.0,,Loose ball foul by W. Selden (drawn by K. Kuzma),84,58
309,3,2:18.0,L. Stephenson enters the game for L. James,,84,58
310,3,2:05.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,84,58
311,3,2:02.0,,Defensive rebound by J. Noah,84,58
312,3,1:53.0,,M. Brooks misses 2-pt jump shot from 20 ft,84,58
313,3,1:47.0,,Offensive rebound by J. Green,84,58
314,3,1:47.0,,J. Green makes 2-pt layup from 1 ft,84,60
315,3,1:28.0,L. Stephenson makes 3-pt jump shot from 23 ft (assist by K. Kuzma),,87,60
316,3,1:11.0,,W. Selden makes 2-pt jump shot from 12 ft (assist by J. Noah),87,62
317,3,0:58.0,L. Stephenson makes 2-pt layup from 4 ft,,89,62
318,3,0:49.0,,J. Noah misses 2-pt jump shot from 20 ft,89,62
319,3,0:46.0,Defensive rebound by T. Chandler,,89,62
320,3,0:34.0,K. Kuzma makes 2-pt layup from 6 ft,,91,62
321,3,0:29.0,,Personal foul by K. Caldwell-Pope (drawn by S. Mack),91,62
322,3,0:29.0,,S. Mack misses free throw 1 of 2,91,62
323,3,0:29.0,,Offensive rebound by Team,91,62
324,3,0:29.0,,S. Mack makes free throw 2 of 2,91,63
325,3,0:11.0,K. Kuzma misses 3-pt jump shot from 26 ft,,91,63
326,3,0:08.0,,Defensive rebound by Team,91,63
327,3,0:02.0,,W. Selden makes 3-pt jump shot from 26 ft,91,66
328,4,11:37.0,,Personal foul by J. Hart (drawn by J. Jackson),91,66
329,4,11:33.0,,W. Selden misses 3-pt jump shot from 23 ft,91,66
330,4,11:30.0,Defensive rebound by L. Stephenson,,91,66
331,4,11:15.0,L. Stephenson misses 3-pt jump shot from 25 ft,,91,66
332,4,11:11.0,,Defensive rebound by M. Gasol,91,66
333,4,11:00.0,,M. Gasol misses 3-pt jump shot from 26 ft,91,66
334,4,10:57.0,Defensive rebound by T. Chandler,,91,66
335,4,10:47.0,S. Mykhailiuk misses 3-pt jump shot from 23 ft,,91,66
336,4,10:44.0,,Defensive rebound by M. Gasol,91,66
337,4,10:40.0,,K. Anderson misses 2-pt layup from 3 ft (block by K. Caldwell-Pope),91,66
338,4,10:40.0,Defensive rebound by Team,,91,66
339,4,10:33.0,Personal foul by K. Anderson (drawn by L. Stephenson),,91,66
340,4,10:27.0,Turnover by S. Mykhailiuk (bad pass; steal by M. Conley),,91,66
341,4,10:23.0,,Shooting foul by K. Caldwell-Pope (drawn by W. Selden),91,66
342,4,10:23.0,,W. Selden makes free throw 1 of 2,91,67
343,4,10:23.0,L. Ball enters the game for S. Mykhailiuk,,91,67
344,4,10:23.0,,W. Selden makes free throw 2 of 2,91,68
345,4,10:07.0,L. Ball misses 2-pt jump shot from 16 ft,,91,68
346,4,10:02.0,,Defensive rebound by W. Selden,91,68
347,4,10:00.0,,Turnover by W. Selden (lost ball; steal by T. Chandler),91,68
348,4,9:57.0,L. Stephenson misses 2-pt layup from 2 ft,,91,68
349,4,9:56.0,Offensive rebound by Team,,91,68
350,4,9:56.0,,Loose ball foul by W. Selden (drawn by L. Stephenson),91,68
351,4,9:54.0,Personal foul by J. Jackson (drawn by J. Hart),,91,68
352,4,9:49.0,Turnover by K. Caldwell-Pope (bad pass; steal by J. Jackson),,91,68
353,4,9:40.0,,W. Selden misses 2-pt jump shot from 12 ft,91,68
354,4,9:35.0,,Offensive rebound by M. Gasol,91,68
355,4,9:35.0,,M. Gasol makes 2-pt layup from 1 ft,91,70
356,4,9:16.0,L. Stephenson misses 2-pt jump shot from 18 ft,,91,70
357,4,9:13.0,,Defensive rebound by M. Gasol,91,70
358,4,9:08.0,,W. Selden makes 2-pt layup from 11 ft (assist by M. Gasol),91,72
359,4,9:08.0,LA Lakers full timeout,,91,72
360,4,9:08.0,L. James enters the game for K. Caldwell-Pope,,91,72
361,4,9:08.0,K. Kuzma enters the game for T. Chandler,,91,72
362,4,9:08.0,J. McGee enters the game for L. Stephenson,,91,72
363,4,8:45.0,K. Kuzma misses 2-pt jump shot from 10 ft,,91,72
364,4,8:43.0,Offensive rebound by K. Kuzma,,91,72
365,4,8:39.0,L. Ball misses 3-pt jump shot from 25 ft,,91,72
366,4,8:35.0,,Defensive rebound by J. Jackson,91,72
367,4,8:25.0,,Turnover by M. Gasol (lost ball; steal by J. Hart),91,72
368,4,8:18.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. Ball),,94,72
369,4,7:58.0,,M. Conley makes 2-pt jump shot from 15 ft,94,74
370,4,7:32.0,J. McGee misses 2-pt layup from 1 ft,,94,74
371,4,7:29.0,,Defensive rebound by J. Jackson,94,74
372,4,7:17.0,,J. Jackson makes 2-pt layup from 1 ft (assist by W. Selden),94,76
373,4,6:55.0,J. McGee makes 2-pt dunk from 1 ft (assist by J. Hart),,96,76
374,4,6:44.0,,Memphis full timeout,96,76
375,4,6:44.0,,O. Casspi enters the game for K. Anderson,96,76
376,4,6:44.0,,S. Mack enters the game for M. Conley,96,76
377,4,6:44.0,,J. Noah enters the game for M. Gasol,96,76
378,4,6:44.0,,D. Stephens enters the game for J. Jackson,96,76
379,4,6:39.0,,W. Selden misses 2-pt jump shot from 12 ft,96,76
380,4,6:34.0,Defensive rebound by L. James,,96,76
381,4,6:31.0,Personal foul by J. Noah (drawn by J. McGee),,96,76
382,4,6:25.0,Turnover by L. Ball (bad pass; steal by O. Casspi),,96,76
383,4,6:22.0,,O. Casspi makes 2-pt dunk at rim (assist by W. Selden),96,78
384,4,6:02.0,Shooting foul by W. Selden (drawn by J. McGee),,96,78
385,4,6:02.0,J. McGee makes free throw 1 of 2,,97,78
