,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
387,3,0:02.0,P. George misses 3-pt jump shot from 25 ft,,98,89
388,3,0:02.0,,Defensive rebound by S. Labissière,98,89
389,4,11:39.0,,S. Labissière misses 2-pt dunk from 7 ft (block by N. Noel),98,89
390,4,11:39.0,Defensive rebound by Team,,98,89
391,4,11:39.0,,Loose ball foul by S. Labissière (drawn by N. Noel),98,89
392,4,11:39.0,,W. Cauley-Stein enters the game for K. Koufos,98,89
393,4,11:29.0,P. George makes 3-pt jump shot from 25 ft,,101,89
394,4,11:09.0,,W. Cauley-Stein misses 2-pt layup from 4 ft (block by P. Patterson),101,89
395,4,11:07.0,Defensive rebound by H. Diallo,,101,89
396,4,11:01.0,H. Diallo misses 2-pt layup from 5 ft,,101,89
397,4,10:59.0,,Defensive rebound by W. Cauley-Stein,101,89
398,4,10:53.0,,S. Labissière misses 3-pt jump shot from 26 ft,101,89
399,4,10:48.0,Defensive rebound by H. Diallo,,101,89
400,4,10:40.0,P. George makes 2-pt layup from 2 ft,,103,89
401,4,10:40.0,,Sacramento full timeout,103,89
402,4,10:40.0,,N. Bjelica enters the game for S. Labissière,103,89
403,4,10:22.0,,Personal foul by N. Noel (drawn by W. Cauley-Stein),103,89
404,4,10:08.0,,B. Hield misses 2-pt layup from 3 ft (block by N. Noel),103,89
405,4,10:04.0,Defensive rebound by P. George,,103,89
406,4,10:03.0,Shooting foul by N. Bjelica (drawn by P. George),,103,89
407,4,10:03.0,P. George makes free throw 1 of 2,,104,89
408,4,10:03.0,,D. Fox enters the game for B. Hield,104,89
409,4,10:03.0,P. George makes free throw 2 of 2,,105,89
410,4,9:56.0,,Shooting foul by Á. Abrines (drawn by D. Fox),105,89
411,4,9:56.0,,D. Fox misses free throw 1 of 2,105,89
412,4,9:56.0,,Offensive rebound by Team,105,89
413,4,9:56.0,,D. Fox misses free throw 2 of 2,105,89
414,4,9:52.0,Defensive rebound by H. Diallo,,105,89
415,4,9:42.0,P. Patterson misses 3-pt jump shot from 25 ft,,105,89
416,4,9:37.0,,Defensive rebound by Y. Ferrell,105,89
417,4,9:33.0,,Turnover by Y. Ferrell (traveling),105,89
418,4,9:18.0,N. Noel misses 2-pt layup from 7 ft,,105,89
419,4,9:15.0,,Defensive rebound by T. Williams,105,89
420,4,9:14.0,,Personal foul by P. George (drawn by D. Fox),105,89
421,4,9:08.0,,N. Bjelica misses 3-pt jump shot from 25 ft,105,89
422,4,9:02.0,Defensive rebound by P. George,,105,89
423,4,8:58.0,P. George makes 2-pt jump shot from 18 ft,,107,89
424,4,8:47.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by Y. Ferrell),107,91
425,4,8:26.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by P. George),,110,91
426,4,8:16.0,,Shooting foul by N. Noel (drawn by N. Bjelica),110,91
427,4,8:16.0,Technical foul by N. Noel,,110,91
428,4,8:16.0,,Y. Ferrell makes technical free throw,110,92
429,4,8:16.0,,N. Bjelica misses free throw 1 of 2,110,92
430,4,8:16.0,,Offensive rebound by Team,110,92
431,4,8:16.0,J. Grant enters the game for Á. Abrines,,110,92
432,4,8:16.0,R. Westbrook enters the game for P. Patterson,,110,92
433,4,8:16.0,,J. Jackson enters the game for T. Williams,110,92
434,4,8:16.0,,N. Bjelica makes free throw 2 of 2,110,93
435,4,8:04.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,113,93
436,4,7:36.0,,D. Fox makes 3-pt jump shot from 25 ft,113,96
437,4,7:23.0,N. Noel makes 2-pt dunk from 1 ft (assist by R. Westbrook),,115,96
438,4,7:09.0,,Turnover by N. Bjelica (bad pass; steal by R. Westbrook),115,96
439,4,7:01.0,P. George makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,117,96
440,4,7:00.0,,Sacramento full timeout,117,96
441,4,7:00.0,,B. Hield enters the game for N. Bjelica,117,96
442,4,7:00.0,,T. Williams enters the game for Y. Ferrell,117,96
443,4,6:45.0,,D. Fox misses 2-pt layup from 2 ft (block by N. Noel),117,96
444,4,6:45.0,,Offensive rebound by Team,117,96
445,4,6:41.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by T. Williams),117,98
446,4,6:30.0,P. George misses 3-pt jump shot from 25 ft,,117,98
447,4,6:27.0,,Defensive rebound by J. Jackson,117,98
448,4,6:18.0,,D. Fox misses 2-pt jump shot from 19 ft,117,98
449,4,6:17.0,Defensive rebound by P. George,,117,98
450,4,6:16.0,P. George misses 2-pt jump shot from 9 ft,,117,98
451,4,6:16.0,Offensive rebound by N. Noel,,117,98
452,4,6:14.0,N. Noel misses 2-pt layup at rim,,117,98
453,4,6:14.0,,Defensive rebound by W. Cauley-Stein,117,98
454,4,6:14.0,,Personal foul by P. George (drawn by W. Cauley-Stein),117,98
455,4,6:14.0,,W. Cauley-Stein misses free throw 1 of 2,117,98
456,4,6:14.0,,Offensive rebound by Team,117,98
457,4,6:14.0,S. Adams enters the game for N. Noel,,117,98
458,4,6:14.0,,W. Cauley-Stein makes free throw 2 of 2,117,99
459,4,6:03.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,119,99
460,4,5:58.0,,Shooting foul by H. Diallo (drawn by B. Hield),119,99
461,4,5:58.0,,B. Hield makes free throw 1 of 2,119,100
462,4,5:58.0,,B. Hield makes free throw 2 of 2,119,101
463,4,5:48.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Westbrook),,121,101
464,4,5:39.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),121,104
465,4,5:21.0,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,124,104
466,4,5:07.0,,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),124,106
467,4,4:48.0,Turnover by P. George (traveling),,124,106
468,4,4:48.0,T. Ferguson enters the game for H. Diallo,,124,106
469,4,4:31.0,,J. Jackson misses 3-pt jump shot from 23 ft,124,106
470,4,4:27.0,Defensive rebound by S. Adams,,124,106
471,4,4:24.0,T. Ferguson makes 2-pt layup from 2 ft (assist by R. Westbrook),,126,106
472,4,4:15.0,,T. Williams misses 3-pt jump shot from 25 ft,126,106
473,4,4:15.0,Defensive rebound by R. Westbrook,,126,106
474,4,4:10.0,P. George makes 2-pt layup from 2 ft (assist by R. Westbrook),,128,106
475,4,3:59.0,,Turnover by D. Fox (bad pass; steal by S. Adams),128,106
476,4,3:55.0,Turnover by R. Westbrook (bad pass; steal by B. Hield),,128,106
477,4,3:55.0,,Personal foul by R. Westbrook (drawn by D. Fox),128,106
478,4,3:55.0,,D. Fox makes free throw 1 of 2,128,107
479,4,3:55.0,,B. McLemore enters the game for B. Hield,128,107
480,4,3:55.0,,D. Fox makes free throw 2 of 2,128,108
481,4,3:44.0,T. Ferguson makes 2-pt dunk from 1 ft (assist by R. Westbrook),,130,108
482,4,3:34.0,,D. Fox makes 2-pt jump shot from 5 ft,130,110
483,4,3:12.0,R. Westbrook misses 3-pt jump shot from 26 ft,,130,110
484,4,3:09.0,,Defensive rebound by J. Jackson,130,110
485,4,2:58.0,,B. McLemore misses 2-pt layup from 8 ft (block by J. Grant),130,110
486,4,2:56.0,Defensive rebound by S. Adams,,130,110
487,4,2:51.0,Oklahoma City full timeout,,130,110
488,4,2:51.0,Á. Abrines enters the game for R. Westbrook,,130,110
489,4,2:51.0,,Y. Ferrell enters the game for W. Cauley-Stein,130,110
490,4,2:51.0,,S. Labissière enters the game for D. Fox,130,110
491,4,2:51.0,,F. Mason enters the game for J. Jackson,130,110
492,4,2:40.0,Personal foul by S. Labissière (drawn by J. Grant),,130,110
493,4,2:40.0,H. Diallo enters the game for S. Adams,,130,110
494,4,2:40.0,N. Noel enters the game for P. George,,130,110
495,4,2:34.0,Personal foul by B. McLemore (drawn by J. Grant),,130,110
496,4,2:28.0,J. Grant makes 2-pt dunk from 2 ft,,132,110
497,4,2:09.0,,Y. Ferrell makes 2-pt jump shot from 17 ft (assist by S. Labissière),132,112
498,4,1:53.0,T. Ferguson misses 2-pt dunk from 4 ft (block by B. McLemore),,132,112
499,4,1:49.0,Offensive rebound by T. Ferguson,,132,112
500,4,1:44.0,H. Diallo misses 2-pt jump shot from 14 ft,,132,112
501,4,1:44.0,,Defensive rebound by T. Williams,132,112
502,4,1:36.0,,Shooting foul by T. Ferguson (drawn by F. Mason),132,112
503,4,1:36.0,,F. Mason makes free throw 1 of 2,132,113
504,4,1:36.0,T. Luwawu-Cabarrot enters the game for Á. Abrines,,132,113
505,4,1:36.0,A. Nader enters the game for J. Grant,,132,113
506,4,1:36.0,,F. Mason misses free throw 2 of 2,132,113
507,4,1:33.0,Defensive rebound by A. Nader,,132,113
508,4,1:25.0,Turnover by A. Nader (bad pass),,132,113
509,4,1:06.0,,S. Labissière misses 2-pt hook shot from 8 ft,132,113
510,4,1:03.0,Defensive rebound by N. Noel,,132,113
511,4,0:51.0,Turnover by N. Noel (out of bounds lost ball),,132,113
512,4,0:44.0,,F. Mason misses 2-pt jump shot from 21 ft,132,113
513,4,0:41.0,Defensive rebound by A. Nader,,132,113
514,4,0:19.0,Turnover by Team (shot clock),,132,113
